E(MeV)  pendfb7/U235:2
1.25021567e-05  25.0770613
1.25164152e-05  23.2864645
1.25259208e-05  22.2059783
1.2535019e-05  21.2684102
1.25437098e-05  20.4623936
1.25524006e-05  19.7408056
1.25654368e-05  18.8037108
1.25783475e-05  18.0254621
1.25912581e-05  17.3707694
1.26041688e-05  16.8162147
1.26170794e-05  16.3419471
1.26355232e-05  15.7726176
1.2653967e-05  15.2999785
1.26724108e-05  14.8999016
1.26996155e-05  14.4090529
1.27258979e-05  14.0218942
1.27521803e-05  13.7065174
1.2779016e-05  13.4543078
1.28088949e-05  13.2546062
1.28451185e-05  13.1104777
1.2945379e-05  12.8238365
1.310285e-05  12.0587136
1.31696699e-05  11.8129889
1.32156086e-05  11.7067632
1.33419399e-05  11.6013465
1.33995863e-05  11.4688353
1.35252547e-05  11.0616406
1.359801e-05  10.8980343
1.36773795e-05  10.8286959
1.37435207e-05  10.8589842
1.38228902e-05  10.9755694
1.39378501e-05  11.2395889
1.40745411e-05  11.6210646
1.41386391e-05  11.7424008
1.41849749e-05  11.7703395
1.42313108e-05  11.7416922
1.42969534e-05  11.6149463
1.44396521e-05  11.1556585
1.44488328e-05  11.1473304
1.44671941e-05  11.1640615
1.44887956e-05  11.2547058
1.45082369e-05  11.4063559
1.45751487e-05  12.1163409
1.45892545e-05  12.2089786
1.46159178e-05  12.2700984
1.463398e-05  12.2345635
1.47163043e-05  11.7798334
1.47613968e-05  11.5689022
1.4820213e-05  11.3677998
1.50993941e-05  10.6890797
1.51778158e-05  10.4444921
1.52625112e-05  10.1085754
1.53036827e-05  10.0206775
1.53252485e-05  10.0562721
1.53401487e-05  10.130079
1.53550488e-05  10.2490225
1.53748465e-05  10.4743476
1.54335256e-05  11.3428474
1.54553991e-05  11.5915585
1.54736271e-05  11.7194508
1.54956309e-05  11.7724621
1.55184159e-05  11.7291648
1.55470598e-05  11.5858085
1.56147637e-05  11.1620498
1.56668436e-05  10.890407
1.58059524e-05  10.2802543
1.58661475e-05  9.95935942
1.59440059e-05  9.43133235
1.59625436e-05  9.34241674
1.59773738e-05  9.31901155
1.59884964e-05  9.34335663
1.5999619e-05  9.41386071
1.60107417e-05  9.53847494
1.60196398e-05  9.68084418
1.60300209e-05  9.89635219
1.60422558e-05  10.215844
1.60558995e-05  10.6430307
1.60945321e-05  12.003936
1.61071378e-05  12.3936748
1.61207073e-05  12.7320325
1.61316075e-05  12.9294208
1.61427302e-05  13.0575233
1.61566335e-05  13.1163621
1.61701659e-05  13.0782456
1.61849961e-05  12.9524222
1.62586102e-05  11.9237967
1.62895588e-05  11.5716144
1.63205073e-05  11.2944382
1.63735181e-05  10.9231055
1.64866077e-05  10.2664506
1.65219483e-05  10.1099005
1.65572888e-05  10.0530306
1.65811436e-05  10.1085268
1.66032314e-05  10.241609
1.66216085e-05  10.409001
1.66908759e-05  11.2162876
1.67126103e-05  11.4067422
1.67375254e-05  11.5399701
1.67649143e-05  11.5847607
1.67940702e-05  11.5452302
1.69354322e-05  11.0598618
1.70131813e-05  10.8496067
1.71489e-05  10.5624823
1.75172773e-05  9.88345482
1.76316362e-05  9.62622234
1.77055141e-05  9.41800416
1.78705913e-05  8.80850029
1.79172252e-05  8.72796854
1.79349462e-05  8.74587284
1.79587295e-05  8.82691506
1.79769167e-05  8.93610368
1.79955703e-05  9.08816976
1.807561e-05  9.94364311
1.81009562e-05  10.1612897
1.81241122e-05  10.2976453
1.81467375e-05  10.3685786
1.81661828e-05  10.3837402
1.81953188e-05  10.3423607
1.82304557e-05  10.2248287
1.83827154e-05  9.55284425
1.86247693e-05  8.56785014
1.8695043e-05  8.25044928
1.87887412e-05  7.75373294
1.88929318e-05  7.09917553
1.90023657e-05  6.47650322
1.90449867e-05  6.20550962
1.90626473e-05  6.12755771
1.90744211e-05  6.11080862
1.90832514e-05  6.12747242
1.90922184e-05  6.17922267
1.91012537e-05  6.27692406
1.91072772e-05  6.37316039
1.91142775e-05  6.52209575
1.91202603e-05  6.68562057
1.91262431e-05  6.88706006
1.9132226e-05  7.13088866
1.91382088e-05  7.42169695
1.91445905e-05  7.78892671
1.91503739e-05  8.1771727
1.91554594e-05  8.56546171
1.91605447e-05  9.00035497
1.91656301e-05  9.48430041
1.91707155e-05  10.0194603
1.91757411e-05  10.6004549
1.9180647e-05  11.2189585
1.91871882e-05  12.1240843
1.91937294e-05  13.121913
1.92002706e-05  14.2117197
1.92063332e-05  15.301716
1.92123958e-05  16.4649689
1.92187775e-05  17.7629319
1.92287329e-05  19.9191074
1.92391989e-05  22.3193054
1.92672695e-05  28.9537203
1.92775686e-05  31.2520625
1.9286151e-05  33.0259996
1.92961067e-05  34.8673226
1.93044604e-05  36.1956424
1.93118986e-05  37.1896831
1.9320481e-05  38.0979071
1.93290635e-05  38.7389228
1.9337646e-05  39.1093207
1.93453345e-05  39.2154883
1.9353023e-05  39.1179083
1.93622492e-05  38.7516423
1.93729774e-05  38.0234792
1.93908575e-05  36.2416942
1.94051617e-05  34.4732241
1.94437829e-05  29.280339
1.94620208e-05  27.0151192
1.94752521e-05  25.533621
1.94895563e-05  24.1013713
1.95038604e-05  22.8435117
1.95181646e-05  21.7482147
1.95324687e-05  20.798204
1.95467729e-05  19.9743162
1.95610771e-05  19.2578763
1.95753813e-05  18.6319448
1.95954071e-05  17.8802175
1.96147177e-05  17.2658056
1.96340283e-05  16.7370703
1.96597758e-05  16.136443
1.96855232e-05  15.6284881
1.97141316e-05  15.1474233
1.97570441e-05  14.5486444
1.97999565e-05  14.0574367
1.98493249e-05  13.5867844
1.98986932e-05  13.1886515
1.99669084e-05  12.7222721
2.00393722e-05  12.3132203
2.00951137e-05  12.0814507
2.0228385e-05  11.7900604
2.02695315e-05  11.6394276
2.03261079e-05  11.345308
2.05044305e-05  10.2880918
2.0537247e-05  10.167216
2.05625251e-05  10.1388851
2.05844327e-05  10.1688601
2.06565594e-05  10.4454592
2.06770347e-05  10.4724143
2.06973413e-05  10.4369704
2.07180786e-05  10.3309754
2.07389241e-05  10.1592633
2.07652554e-05  9.87067348
2.08401532e-05  8.87032725
2.08623885e-05  8.60221297
2.08793575e-05  8.45025613
2.08969117e-05  8.38311047
2.09056888e-05  8.40078085
2.09144659e-05  8.46368682
2.09230089e-05  8.57717056
2.09310838e-05  8.73994706
2.09371692e-05  8.90294064
2.0944659e-05  9.15618041
2.09513296e-05  9.43463964
2.0957181e-05  9.72263262
2.09630324e-05  10.0533352
2.09688838e-05  10.4279843
2.09761981e-05  10.9590078
2.09827809e-05  11.4962524
2.09893637e-05  12.0881785
2.09968243e-05  12.8214939
2.10042848e-05  13.615036
2.10145247e-05  14.7861452
2.10486579e-05  18.9735014
2.1060746e-05  20.3660869
2.1072173e-05  21.5406047
2.10826556e-05  22.4545041
2.10915329e-05  23.0838934
2.110126e-05  23.6068027
2.11097595e-05  23.9155183
2.1123453e-05  24.1248329
2.11328968e-05  24.0741237
2.11423407e-05  23.8813813
2.11517845e-05  23.5662439
2.1165242e-05  22.9496765
2.11786994e-05  22.1964621
2.12160025e-05  19.8842551
2.12348902e-05  18.7986905
2.12490559e-05  18.0725979
2.12632216e-05  17.4299753
2.12773874e-05  16.8690263
2.12915531e-05  16.3830792
2.13104408e-05  15.8360963
2.13293284e-05  15.3838741
2.13482161e-05  15.0061403
2.13765475e-05  14.5441179
2.1404879e-05  14.1729404
2.14445431e-05  13.7576466
2.14898734e-05  13.3836706
2.15352037e-05  13.0818636
2.15932833e-05  12.7665584
2.16513628e-05  12.5065325
2.17373017e-05  12.1890664
2.1878959e-05  11.7716551
2.23675273e-05  10.6332686
2.24979933e-05  10.2769508
2.25675752e-05  10.0443726
2.2637157e-05  9.75605972
2.26991284e-05  9.42334366
2.27741464e-05  8.95249477
2.27958907e-05  8.85576503
2.2817635e-05  8.82140058
2.28339433e-05  8.85613117
2.28502515e-05  8.95618066
2.28665598e-05  9.12877876
2.28811285e-05  9.34435621
2.28967844e-05  9.63312323
2.29502755e-05  10.8028119
2.29663663e-05  11.1030543
2.29776734e-05  11.2734799
2.29905025e-05  11.418025
2.30068107e-05  11.5206936
2.30176829e-05  11.5386325
2.30334476e-05  11.4980659
2.3048125e-05  11.3988821
2.30676949e-05  11.1956914
2.31003115e-05  10.7481355
2.3207946e-05  9.09554708
2.32305425e-05  8.78205225
2.32494073e-05  8.56748522
2.32619839e-05  8.46641902
2.32784624e-05  8.4104732
2.32901682e-05  8.4403487
2.32979721e-05  8.49931035
2.33090276e-05  8.64354566
2.33187824e-05  8.83515133
2.33285372e-05  9.09037799
2.3338292e-05  9.40985853
2.33480468e-05  9.79130703
2.33578016e-05  10.2292371
2.3368532e-05  10.7656801
2.34108679e-05  13.0942605
2.34249149e-05  13.7868869
2.34379213e-05  14.3265102
2.34495052e-05  14.7047411
2.34621377e-05  14.9964609
2.34709089e-05  15.1242144
2.34865718e-05  15.2100548
2.35084999e-05  15.0813273
2.35598742e-05  14.3146663
2.35821782e-05  14.0436443
2.36012243e-05  13.9008735
2.36262849e-05  13.8304954
