E(MeV)  pendfb7/Pu240:102
5.75699735e-07  274.740651
5.80579942e-07  279.220762
5.85501518e-07  283.88407
5.90464814e-07  288.740625
5.95470184e-07  293.801195
6.00517985e-07  299.077334
6.05608576e-07  304.581449
6.1074232e-07  310.326876
6.15919583e-07  316.327975
6.21140733e-07  322.600214
6.26406143e-07  329.160284
6.31716188e-07  336.026217
6.35732481e-07  341.393809
6.39771472e-07  346.949659
6.43833257e-07  352.702715
6.47917932e-07  358.662475
6.52037232e-07  364.856803
6.56179812e-07  371.280081
6.6034577e-07  377.943836
6.64535204e-07  384.860346
6.68760153e-07  392.063387
6.73008978e-07  399.547986
6.77281781e-07  407.329203
6.81578664e-07  415.423142
6.8591197e-07  423.871317
6.90269766e-07  432.670074
6.94652155e-07  441.839396
6.99059239e-07  451.400741
7.03503683e-07  461.405976
7.07973244e-07  471.853853
7.12468028e-07  482.771365
7.15481438e-07  490.332077
7.1850762e-07  498.127865
7.21546574e-07  506.16867
7.24598409e-07  514.465274
7.27663125e-07  523.028762
7.3074083e-07  531.871149
7.33831525e-07  541.004825
7.3693532e-07  550.443223
7.40052215e-07  560.200226
7.43182321e-07  570.290889
7.46325637e-07  580.730808
7.49482277e-07  591.536913
7.5265224e-07  602.726778
7.55835639e-07  614.319483
7.59032473e-07  626.334893
7.62242857e-07  638.794588
7.65466791e-07  651.721097
7.6870439e-07  665.138903
7.71955653e-07  679.073632
7.75220697e-07  693.553159
7.78499521e-07  708.606738
7.81792243e-07  724.266213
7.84272207e-07  736.434987
7.86752171e-07  748.938791
7.89253158e-07  761.900556
7.91754145e-07  775.229136
7.94262199e-07  788.977866
7.96784386e-07  803.205343
7.99306574e-07  817.851061
8.01843015e-07  833.018178
8.04386583e-07  848.687532
8.06930152e-07  864.836064
8.09495282e-07  881.62701
8.12060412e-07  898.947092
8.1463279e-07  916.870315
8.17219665e-07  935.478605
8.1980654e-07  954.698454
8.22408034e-07  974.671311
8.25016837e-07  995.378703
8.27625641e-07  1016.79678
8.30256559e-07  1039.14984
8.32887478e-07  1062.29544
8.3552583e-07  1086.34072
8.38179051e-07  1111.40533
8.40832272e-07  1137.40034
8.43500487e-07  1164.52803
8.45284295e-07  1183.24038
8.47068103e-07  1202.4332
8.48851911e-07  1222.12322
8.50650841e-07  1242.50144
8.5244977e-07  1263.42178
8.54248699e-07  1284.90383
8.56047629e-07  1306.96805
8.57861808e-07  1329.83066
8.59675987e-07  1353.33011
8.61490166e-07  1377.4905
8.63304344e-07  1402.33708
8.65133902e-07  1428.11612
8.6696346e-07  1454.64849
8.68793018e-07  1481.96412
8.70622575e-07  1510.09444
8.72467642e-07  1539.32193
8.74312709e-07  1569.44733
8.76157776e-07  1600.50822
8.78002843e-07  1632.54419
8.7986355e-07  1665.8816
8.81724258e-07  1700.29827
8.83584966e-07  1735.84184
8.85445673e-07  1772.56259
8.87322154e-07  1810.84088
8.89198635e-07  1850.42819
8.91075116e-07  1891.3856
8.92951596e-07  1933.77775
8.94370887e-07  1966.8361
8.95790178e-07  2000.78563
8.97209468e-07  2035.65899
8.98628759e-07  2071.49044
9.0004805e-07  2108.31577
9.01475361e-07  2146.38939
9.02906684e-07  2185.6577
9.04338006e-07  2226.05744
9.05769328e-07  2267.63301
9.0720065e-07  2310.43102
9.08636016e-07  2354.62678
9.10079472e-07  2400.41351
9.11522928e-07  2447.60129
9.12966383e-07  2496.24853
9.14409838e-07  2546.41682
9.15853293e-07  2598.17103
9.17308985e-07  2652.03957
9.18764676e-07  2707.6646
9.20220368e-07  2765.12435
9.21676059e-07  2824.50139
9.23131751e-07  2885.88318
9.24595669e-07  2949.72701
9.26063701e-07  3015.98031
9.27531732e-07  3084.57313
9.28999764e-07  3155.61856
9.30467795e-07  3229.23648
9.31939975e-07  3305.77407
9.33420451e-07  3385.61941
9.34407435e-07  3440.52474
9.35394419e-07  3496.82381
9.36381403e-07  3554.56488
9.37368387e-07  3613.79835
9.38355371e-07  3674.57686
9.39342355e-07  3736.95538
9.40337705e-07  3801.54157
9.41333056e-07  3867.87527
9.42328407e-07  3936.02105
9.43323757e-07  4006.04646
9.44319108e-07  4078.0225
9.45314458e-07  4152.0233
9.46309809e-07  4228.12689
9.4730516e-07  4306.4149
9.48289415e-07  4386.06226
9.4927367e-07  4468.01655
9.50257925e-07  4552.36921
9.5124218e-07  4639.21634
9.52226435e-07  4728.65893
9.5321069e-07  4820.80322
9.54194945e-07  4915.761
9.551792e-07  5013.64999
9.56191332e-07  5117.49902
9.57203464e-07  5224.72112
9.58215596e-07  5335.46658
9.59227727e-07  5449.89417
9.60239859e-07  5568.17217
9.61251991e-07  5690.47832
9.62264123e-07  5817.00103
9.63276254e-07  5947.93983
9.64041788e-07  6050.03859
9.64807322e-07  6154.88118
9.65572855e-07  6262.56844
9.66338389e-07  6373.20639
9.67103923e-07  6486.90564
9.67869456e-07  6603.78206
9.6863499e-07  6723.95757
9.69400523e-07  6847.55937
9.70166057e-07  6974.72158
9.70931591e-07  7105.58441
9.71699288e-07  7240.6815
9.72471311e-07  7380.6002
9.73243334e-07  7524.75726
9.74015358e-07  7673.32837
9.74787381e-07  7826.49777
9.75559404e-07  7984.45998
9.76331427e-07  8147.41955
9.7710345e-07  8315.59193
9.77875473e-07  8489.20411
9.78647496e-07  8668.4953
9.79419519e-07  8853.71769
9.80030982e-07  9004.80313
9.80739224e-07  9184.84297
9.81447467e-07  9370.50975
9.82155709e-07  9562.03977
9.82863952e-07  9759.68238
9.83572194e-07  9963.69852
9.84280437e-07  10174.3635
9.84988679e-07  10391.9656
9.8560105e-07  10585.9376
9.863758e-07  10839.4218
9.8715055e-07  11102.3368
9.8766705e-07  11283.0796
9.8818355e-07  11468.3613
9.8870005e-07  11658.3302
9.8921655e-07  11853.1397
9.8973305e-07  12052.9492
9.9024955e-07  12257.9235
9.9076605e-07  12468.2335
9.9128255e-07  12684.0562
9.9179905e-07  12905.5748
9.9231555e-07  13132.9791
9.9283205e-07  13366.4655
9.9334855e-07  13606.2372
9.9386505e-07  13852.5042
9.9438155e-07  14105.4839
9.9489805e-07  14365.4009
9.9541455e-07  14632.4872
9.9593105e-07  14906.9823
9.9644755e-07  15189.1334
9.9696405e-07  15479.1958
9.9748055e-07  15777.4322
9.9799705e-07  16084.1137
9.9851355e-07  16399.5192
9.9903005e-07  16723.936
9.9954655e-07  17057.6591
1.00006305e-06  17400.9918
1.00057955e-06  17754.2457
1.00109605e-06  18117.7402
1.00161255e-06  18491.8025
1.00212905e-06  18876.7679
1.00264555e-06  19272.9792
1.00316205e-06  19680.7867
1.00367855e-06  20100.5477
1.00419505e-06  20532.6268
1.00471155e-06  20977.3947
1.00522805e-06  21435.2286
1.00574455e-06  21906.5113
1.00626105e-06  22391.6308
1.00677755e-06  22890.9798
1.00729405e-06  23404.955
1.00781055e-06  23933.9564
1.00832705e-06  24478.3865
1.00884355e-06  25038.6497
1.00936005e-06  25615.1511
1.00987655e-06  26208.2957
1.01039305e-06  26818.4871
1.01090955e-06  27446.1267
1.01142605e-06  28091.6124
1.01194255e-06  28755.3369
1.01245905e-06  29437.687
1.01297555e-06  30139.0414
1.01349205e-06  30859.7699
1.01400855e-06  31600.2311
1.01452505e-06  32360.7711
1.01504155e-06  33141.7217
1.01555805e-06  33943.3984
1.01607455e-06  34766.0984
1.01659105e-06  35610.099
1.01710755e-06  36475.6551
1.01762405e-06  37362.9974
1.01814055e-06  38272.3298
1.01865705e-06  39203.8279
1.01917355e-06  40157.636
1.01969005e-06  41133.8652
1.02020655e-06  42132.5911
1.02072305e-06  43153.8512
1.02123955e-06  44197.643
1.02175605e-06  45263.9213
1.02227255e-06  46352.5959
1.02278905e-06  47463.5296
1.02330555e-06  48596.5358
1.02382205e-06  49751.376
1.02433855e-06  50927.7584
1.0251133e-06  52731.947
1.02588805e-06  54582.3902
1.0266628e-06  56477.363
1.02743755e-06  58414.8227
1.0282123e-06  60392.3977
1.02898705e-06  62407.3796
1.0297618e-06  64456.7167
1.0307948e-06  67236.6828
1.0318278e-06  70062.6231
1.0328608e-06  72924.4281
1.0369928e-06  84491.9604
1.0380258e-06  87346.1991
1.0390588e-06  90155.5553
1.03990586e-06  92414.5662
1.04075292e-06  94623.7097
1.04159998e-06  96773.9121
1.04244704e-06  98856.0672
1.04306684e-06  100331.248
1.04368664e-06  101761.618
1.04430644e-06  103143.704
1.04492624e-06  104474.092
1.04554604e-06  105749.448
1.04616584e-06  106966.527
1.04678564e-06  108122.191
1.04740544e-06  109213.428
1.04802524e-06  110237.358
1.04864504e-06  111191.253
1.04926484e-06  112072.551
1.04988464e-06  112878.862
1.05050444e-06  113607.99
1.05112424e-06  114257.934
1.05174404e-06  114826.905
1.05236384e-06  115313.333
1.05298364e-06  115715.873
1.05360344e-06  116033.414
1.0542439e-06  116271.322
1.05492568e-06  116423.06
1.05560746e-06  116469.641
1.05623139e-06  116420.015
1.05683467e-06  116288.356
1.05743794e-06  116074.826
1.05804121e-06  115780.031
1.05864448e-06  115404.794
1.05926428e-06  114936.589
1.05988408e-06  114385.922
1.06050388e-06  113754.37
1.06112368e-06  113043.723
1.06174348e-06  112255.979
1.06244592e-06  111272.775
1.06318968e-06  110130.742
1.06393344e-06  108889.22
1.0646772e-06  107552.998
1.06542096e-06  106127.154
1.06618538e-06  104573.916
1.06699112e-06  102846.965
1.06779686e-06  101035.064
1.0686026e-06  99145.6873
1.06940834e-06  97186.4435
1.07021408e-06  95165.0177
1.07110246e-06  92873.432
1.07199084e-06  90525.9177
1.07287922e-06  88132.6453
1.0742841e-06  84278.7503
1.0784161e-06  72776.4531
1.0794491e-06  69931.7434
1.0804821e-06  67122.4027
1.0815151e-06  64358.1844
1.08228985e-06  62319.9068
1.0830646e-06  60315.2081
1.08383935e-06  58347.0366
1.0846141e-06  56418.0125
1.08538885e-06  54530.434
1.0861636e-06  52686.2866
1.08693835e-06  50887.2526
1.0877131e-06  49134.7234
1.0882296e-06  47992.7675
1.0887461e-06  46872.245
1.0892626e-06  45773.3699
1.0897791e-06  44696.3082
1.0902956e-06  43641.1799
1.0908121e-06  42608.061
1.0913286e-06  41596.9861
1.0918451e-06  40607.9497
1.0923616e-06  39640.9093
1.0928781e-06  38695.7872
1.0933946e-06  37772.4724
1.0939111e-06  36870.8231
1.0944276e-06  35990.6687
1.0949441e-06  35131.8121
1.0954606e-06  34294.0313
1.0959771e-06  33477.0816
1.0964936e-06  32680.6978
1.0970101e-06  31904.5958
1.0975266e-06  31148.4743
1.0980431e-06  30412.017
1.0985596e-06  29694.894
1.0990761e-06  28996.7636
1.0995926e-06  28317.2736
1.1001091e-06  27656.0631
1.1006256e-06  27012.7637
1.1011421e-06  26387.0008
1.1016586e-06  25778.3953
1.1021751e-06  25186.5642
1.1026916e-06  24611.1222
1.1032081e-06  24051.6824
1.1037246e-06  23507.8576
1.1042411e-06  22979.2609
1.1047576e-06  22465.5069
1.1052741e-06  21966.2122
1.1057906e-06  21480.996
1.1063071e-06  21009.4813
1.1068236e-06  20551.2951
1.1073401e-06  20106.0686
1.1078566e-06  19673.4386
1.1083731e-06  19253.0471
1.1088896e-06  18844.5421
1.1094061e-06  18447.5777
1.1099226e-06  18061.8147
1.1104391e-06  17686.9205
1.1109556e-06  17322.5695
1.1114721e-06  16968.4434
1.1119886e-06  16624.231
1.1125051e-06  16289.6286
1.1130216e-06  15964.3399
1.1135381e-06  15648.0761
1.1140546e-06  15340.5561
1.1145711e-06  15041.5061
1.1150876e-06  14750.6601
1.1156041e-06  14467.7592
1.1161206e-06  14192.5523
1.1166371e-06  13924.7954
1.1171536e-06  13664.252
1.1176701e-06  13410.6924
1.1181866e-06  13163.8942
1.1187031e-06  12923.642
1.1192196e-06  12689.7269
1.11995562e-06  12366.947
1.12069163e-06  12056.0688
1.12142764e-06  11756.5519
1.12216365e-06  11467.8855
1.12289967e-06  11189.5793
1.12363568e-06  10921.1775
1.12437169e-06  10662.2351
1.1251077e-06  10412.3325
1.12584372e-06  10171.0673
1.12657973e-06  9938.06636
1.12732865e-06  9709.08546
1.1281034e-06  9480.43021
1.12887815e-06  9259.76219
1.1296529e-06  9046.72143
1.13042765e-06  8840.96667
1.1312024e-06  8642.17437
1.13197715e-06  8450.03775
1.1327519e-06  8264.26591
1.13352665e-06  8084.58294
1.1343014e-06  7910.72715
1.13507615e-06  7742.45022
1.1358509e-06  7579.5165
1.13662565e-06  7421.70232
1.1374004e-06  7268.79528
1.13817515e-06  7120.59365
1.1389499e-06  6976.90576
1.13972465e-06  6837.54946
1.1404994e-06  6702.35156
1.14127415e-06  6571.14734
1.1420489e-06  6443.78009
1.14282365e-06  6320.10066
1.1435984e-06  6199.96702
1.14437315e-06  6083.24391
1.1456644e-06  5895.93697
1.1466974e-06  5752.27853
1.1477304e-06  5613.82919
1.1487634e-06  5480.33796
1.1497964e-06  5351.56882
1.1508294e-06  5227.2997
1.1518624e-06  5107.32148
1.1528954e-06  4991.43712
1.1539284e-06  4879.46085
1.1549614e-06  4771.21735
1.1559944e-06  4666.54112
1.1570274e-06  4565.2758
1.1580604e-06  4467.27353
1.1590934e-06  4372.39449
1.1601264e-06  4280.50629
1.1611594e-06  4191.48355
1.1621924e-06  4105.20745
1.1632254e-06  4021.5653
1.1642584e-06  3940.45019
1.1652914e-06  3861.76061
1.1663244e-06  3785.40015
1.1673574e-06  3711.27718
1.1683904e-06  3639.30456
1.1694234e-06  3569.39938
1.1704564e-06  3501.48272
1.1714894e-06  3435.47943
1.1725224e-06  3371.31789
1.1735554e-06  3308.92983
1.1745884e-06  3248.25013
1.1756214e-06  3189.21666
1.1766544e-06  3131.77009
1.1776874e-06  3075.85379
1.1787204e-06  3021.4136
1.1802699e-06  2942.4085
1.1818194e-06  2866.44356
1.1833689e-06  2793.36413
1.1849184e-06  2723.02532
1.186158e-06  2668.63594
1.1873976e-06  2615.84775
1.1886372e-06  2564.59831
1.1898768e-06  2514.82819
1.1911164e-06  2466.48079
1.1931824e-06  2388.91826
1.1948352e-06  2329.44879
1.196488e-06  2272.15181
1.1981408e-06  2216.92253
1.1996903e-06  2166.9353
1.2012398e-06  2118.60223
1.2027893e-06  2071.85103
1.2043388e-06  2026.61333
1.2058883e-06  1982.82442
1.2074378e-06  1940.42304
1.2089873e-06  1899.35116
1.2105368e-06  1859.55376
1.2120863e-06  1820.97863
1.2136358e-06  1783.57626
1.2151853e-06  1747.29961
1.2167348e-06  1712.10397
1.2182843e-06  1677.94686
1.2198338e-06  1644.78786
1.2213833e-06  1612.58852
1.2229328e-06  1581.3122
1.2244823e-06  1550.92402
1.2260318e-06  1521.39072
1.2280978e-06  1483.28822
1.2301638e-06  1446.57815
1.2322298e-06  1411.19363
1.2342958e-06  1377.07174
1.2363618e-06  1344.15327
1.2384278e-06  1312.38244
1.2404938e-06  1281.70666
1.2425598e-06  1252.07632
1.2446258e-06  1223.44461
1.2466918e-06  1195.76728
1.2487578e-06  1169.00253
1.2508238e-06  1143.11082
1.2528898e-06  1118.05471
1.2549558e-06  1093.79876
1.2570218e-06  1070.30938
1.2590878e-06  1047.55473
1.2611538e-06  1025.50458
1.2632198e-06  1004.13027
1.2654924e-06  981.366651
1.2679716e-06  957.388372
1.2704508e-06  934.261146
1.27293e-06  911.945327
1.2754092e-06  890.403552
1.2778884e-06  869.60059
1.2803676e-06  849.503195
1.2828468e-06  830.079977
1.285326e-06  811.301275
1.2878052e-06  793.13905
1.2902844e-06  775.56677
1.2927636e-06  758.559319
1.2952428e-06  742.092902
1.297722e-06  726.144962
1.3002012e-06  710.694103
1.3026804e-06  695.72002
1.30521125e-06  680.905731
1.30779375e-06  666.260346
1.31037625e-06  652.071449
1.31295875e-06  638.320395
1.31554125e-06  624.989477
1.31812375e-06  612.061876
1.32070625e-06  599.521601
1.32328875e-06  587.353449
1.32587125e-06  575.542952
1.32845375e-06  564.07634
1.33103625e-06  552.940501
1.33361875e-06  542.122939
1.33620125e-06  531.611747
1.33878375e-06  521.39557
1.34136625e-06  511.463576
1.34524e-06  497.075938
1.34911375e-06  483.271603
1.3529875e-06  470.019787
1.35686125e-06  457.291694
1.360735e-06  445.060354
1.36460875e-06  433.300473
1.367966e-06  423.47154
1.371065e-06  414.68451
1.374164e-06  406.16067
1.378296e-06  395.187112
1.382428e-06  384.639878
1.38656e-06  374.497256
1.390692e-06  364.738926
1.394824e-06  355.345865
1.398956e-06  346.300248
1.40265666e-06  338.48011
1.40635731e-06  330.91393
1.41005797e-06  323.590941
1.41375862e-06  316.501017
1.41745927e-06  309.63449
1.42115993e-06  302.98218
1.42486058e-06  296.535419
1.42856123e-06  290.285913
1.43226189e-06  284.225779
1.43596254e-06  278.347565
1.44086929e-06  270.821912
1.44574859e-06  263.627576
1.45062788e-06  256.707172
1.45550718e-06  250.047104
1.46038647e-06  243.634655
1.46526577e-06  237.457823
1.47014506e-06  231.50537
1.47502436e-06  225.766666
1.4800465e-06  220.072678
1.4852115e-06  214.431107
1.4903765e-06  208.996535
1.4955415e-06  203.759086
1.5007065e-06  198.709466
1.5058715e-06  193.838916
1.5110365e-06  189.13918
1.5162015e-06  184.602471
1.5213665e-06  180.221435
1.5265315e-06  175.989129
1.5316965e-06  171.898987
1.5368615e-06  167.944803
1.5420265e-06  164.120701
