E(MeV)  pendfb7/H2:2
9.16913e-11  45.6283115
9.44399e-11  44.9625945
9.72725e-11  44.3063105
1.00188e-10  43.6600663
1.03193e-10  43.0230736
1.06287e-10  42.39565
1.09475e-10  41.7771694
1.12756e-10  41.1682418
1.16139e-10  40.5678148
1.1962e-10  39.9767703
1.23208e-10  39.3939796
1.26901e-10  38.8201952
1.30707e-10  38.2545677
1.34626e-10  37.6975068
1.38664e-10  37.1483338
1.4282e-10  36.6077251
1.47104e-10  36.0747041
1.51513e-10  35.5498987
1.56058e-10  35.0325295
1.60736e-10  34.523104
1.65557e-10  34.0209357
1.7052e-10  33.5264446
1.75635e-10  33.038962
1.80899e-10  32.5590504
1.86325e-10  32.0859576
1.91911e-10  31.6200767
1.97667e-10  31.1608509
2.03592e-10  30.7087038
2.09699e-10  30.2629756
2.15985e-10  29.824136
2.22463e-10  29.391542
2.29132e-10  28.9656009
2.36004e-10  28.5457576
2.43079e-10  28.1323489
2.5037e-10  27.7248463
2.57875e-10  27.3236524
2.6561e-10  26.9281608
2.73572e-10  26.5388052
2.81777e-10  26.1550096
2.90224e-10  25.7771221
2.98929e-10  25.4046457
3.0789e-10  25.0379379
3.17125e-10  24.6764585
3.26631e-10  24.320607
3.36428e-10  23.9698307
3.46513e-10  23.6245029
3.56906e-10  23.2841213
3.67605e-10  22.9490177
3.78631e-10  22.6187176
3.89981e-10  22.2935614
4.01678e-10  21.9730656
4.13719e-10  21.6575613
4.26128e-10  21.3465863
4.38901e-10  21.0404619
4.52066e-10  20.7387419
4.65617e-10  20.4417241
4.79583e-10  20.1489914
4.93959e-10  19.8608246
5.08775e-10  19.5768224
5.24026e-10  19.2972559
5.39744e-10  19.0217343
5.55923e-10  18.7505253
5.72598e-10  18.4832447
5.89762e-10  18.220155
6.07452e-10  17.9608791
6.25661e-10  17.7056813
6.44427e-10  17.4541908
6.63744e-10  17.2066542
6.83653e-10  16.9627246
7.04146e-10  16.7226373
7.25267e-10  16.4860516
7.47007e-10  16.2532072
7.69413e-10  16.0237691
7.92477e-10  15.7979531
8.16247e-10  15.5754531
8.40715e-10  15.3564765
8.65932e-10  15.140718
8.91889e-10  14.9283907
9.18641e-10  14.7191875
9.46178e-10  14.5133208
9.74558e-10  14.3104923
1.003771e-09  14.1109031
1.033879e-09  13.9142689
1.064871e-09  13.7207847
1.096811e-09  13.5301716
1.129689e-09  13.3426234
1.163573e-09  13.1578676
1.198452e-09  12.9760872
1.234399e-09  12.7970251
1.271402e-09  12.6208541
1.309537e-09  12.4473245
1.348791e-09  12.276612
1.389247e-09  12.1084691
1.430892e-09  11.9430578
1.47381e-09  11.7801491
1.517989e-09  11.6198979
1.563521e-09  11.4620776
1.610389e-09  11.3068474
1.658691e-09  11.1539818
1.708412e-09  11.00363
1.759655e-09  10.8555806
1.812403e-09  10.7099776
1.866765e-09  10.5666126
1.922723e-09  10.4256303
1.980394e-09  10.2868246
2.048404e-09  10.1309702
2.118749e-09  9.97798749
2.19151e-09  9.82783022
2.26677e-09  9.68045473
2.344615e-09  9.5358178
2.425132e-09  9.39388039
2.508415e-09  9.25459708
2.594558e-09  9.11792882
2.68366e-09  8.98383438
2.775821e-09  8.85227672
2.871147e-09  8.72321573
2.969747e-09  8.59661293
3.071733e-09  8.47243148
3.177221e-09  8.35063488
3.286332e-09  8.23118609
3.39919e-09  8.11405001
3.515923e-09  7.99919228
3.636666e-09  7.88657663
3.761555e-09  7.77617084
3.890732e-09  7.66794182
4.024346e-09  7.56185539
4.162549e-09  7.45787965
4.305497e-09  7.35598402
4.453355e-09  7.25613582
4.60629e-09  7.1583054
4.764478e-09  7.06246145
4.928097e-09  6.96857559
5.097336e-09  6.87661704
5.272387e-09  6.78655747
5.453449e-09  6.69836866
5.640729e-09  6.61202227
5.834441e-09  6.52749041
6.034805e-09  6.4447462
6.24205e-09  6.36376251
6.456412e-09  6.28451292
6.678135e-09  6.20697139
6.907473e-09  6.13111167
7.144687e-09  6.05690845
7.390047e-09  5.98433669
7.643833e-09  5.91337145
7.906334e-09  5.84398824
8.17785e-09  5.77616259
8.458691e-09  5.70987042
8.749176e-09  5.64508826
9.049637e-09  5.58179246
9.399922e-09  5.51234872
9.76394e-09  5.44469188
1.0141875e-08  5.37885294
1.0534625e-08  5.31473831
1.0942391e-08  5.25237616
1.1366142e-08  5.19167675
1.1806093e-08  5.13266582
1.2263292e-08  5.0752571
1.2737969e-08  5.01947395
1.3231255e-08  4.96523359
1.3743399e-08  4.91255679
1.4275621e-08  4.86136428
1.482819e-08  4.81167429
1.5402421e-08  4.76341082
1.5998605e-08  4.71658975
1.6618162e-08  4.67113809
1.7261403e-08  4.62706956
1.8005538e-08  4.57965541
1.8781751e-08  4.53384816
1.9591427e-08  4.48960884
2.0436008e-08  4.44689874
2.1316998e-08  4.40567938
2.2235968e-08  4.36591255
2.3194554e-08  4.32756028
2.4194465e-08  4.29058487
2.5268741e-08  4.25392359
2.53e-08  4.25290069
2.6502533e-08  4.2152794
2.7761728e-08  4.1791965
2.9081269e-08  4.14457574
3.0462986e-08  4.11139575
3.191092e-08  4.07958362
3.3568761e-08  4.04640552
3.5312731e-08  4.01475447
3.7147303e-08  3.98457154
3.9077186e-08  3.95579877
4.110733e-08  3.9283794
4.3425456e-08  3.90014232
4.5875123e-08  3.87335037
4.8462114e-08  3.84795377
5.1411981e-08  3.82207518
5.4541406e-08  3.79765045
5.7861316e-08  3.77460345
6.1643482e-08  3.75135282
6.5671703e-08  3.72951983
7.0259695e-08  3.70769081
7.5168216e-08  3.68727897
8.0760518e-08  3.66704139
8.6767325e-08  3.64820566
9.3616023e-08  3.62967632
1.01433412e-07  3.61158235
1.09901633e-07  3.59488526
1.19581536e-07  3.57869486
1.30665511e-07  3.56310141
1.43379462e-07  3.54818313
1.57994531e-07  3.53399998
1.74837275e-07  3.52059539
1.94295557e-07  3.50800201
2.17745894e-07  3.49581514
2.45060854e-07  3.48455984
2.78140295e-07  3.47388825
3.18361012e-07  3.46389961
3.67486881e-07  3.45466501
4.2960237e-07  3.44601192
5.08612027e-07  3.4380601
6.12404789e-07  3.43073398
7.49933107e-07  3.4241522
9.41899289e-07  3.41817966
1.22957087e-06  3.41272089
1.76543998e-06  3.40729575
3.12340751e-06  3.40188351
0.0128457989  3.36083473
0.0453401113  3.29412215
0.0894186816  3.23306561
0.178837363  3.14259433
0.267748186  3.07063814
0.3307191  3.03623729
1.03270745  2.86306005
1.5  2.72998788
1.85015105  2.60112085
2.60680709  2.30539358
3.54937888  1.95797959
3.80290594  1.87614912
4.056433  1.80285263
4.36992013  1.72409349
5.07054125  1.571373
5.6790062  1.45547099
6.0846495  1.38640252
6.59170363  1.30758997
7.35228481  1.2000146
7.925  1.1262235
8.61992013  1.05238135
10  0.915990611
11  0.829712363
11.75  0.774287737
12.5  0.723768786
13  0.693148884
13.5  0.667248631
15.5  0.577158827
16  0.557238346
16.7327861  0.532435239
19  0.465309008
21.2962733  0.409321926
23  0.372321236
25  0.333587043
26  0.315913147
27  0.299606832
28  0.284597115
29  0.270809295
30  0.258166077
32  0.235952478
33.4655723  0.221769765
35  0.208105373
37  0.193149814
39.5  0.17597205
42.5925465  0.156968834
44  0.149129828
46.3  0.137549975
48  0.129674436
50  0.121023434
52  0.11296434
54  0.105512328
56  0.098602744
58  0.092125454
60  0.086034975
62  0.080327357
64  0.075005141
66  0.070037995
68  0.06539804
70  0.061059815
72  0.05699969
74  0.053196115
76  0.049629441
78  0.046281407
80  0.043135614
82  0.040283151
84  0.037778804
86  0.03556135
88  0.033580418
90  0.031793388
92  0.03016485
94  0.028664842
97  0.02661037
100  0.024701021
103  0.022943885
106  0.021293131
110  0.019323564
114  0.017634305
116  0.016899085
118  0.016237485
120  0.01564891
123  0.01487256
128  0.013739645
132  0.012931924
136  0.012202051
141  0.01137548
144  0.0109275
147  0.010545335
150  0.010217742
