E(MeV)  pendfb7/Pu241:18
4.54909873e-06  475.651208
4.55353795e-06  480.386577
4.55797717e-06  484.092951
4.56241638e-06  486.637574
4.56824286e-06  488.010043
4.57212718e-06  487.575684
4.5760115e-06  485.993053
4.58006228e-06  483.07177
4.58427954e-06  478.617241
4.58816384e-06  473.226012
4.5918262e-06  467.016367
4.59548855e-06  459.73309
4.60014973e-06  448.964784
4.60458895e-06  437.234989
4.60902817e-06  424.182624
4.61346739e-06  409.945672
4.6179066e-06  394.682045
4.62234582e-06  378.564853
4.62900465e-06  353.191539
4.64787133e-06  278.603203
4.65364231e-06  256.438575
4.65874741e-06  237.53154
4.66318663e-06  221.75651
4.66762585e-06  206.689314
4.67095527e-06  195.892474
4.67428467e-06  185.549971
4.6783632e-06  173.519874
4.68108222e-06  165.89834
4.68380124e-06  158.598186
4.68652026e-06  151.619416
4.68923928e-06  144.96029
4.6919583e-06  138.617503
4.69467732e-06  132.586365
4.69742409e-06  126.804096
4.70019861e-06  121.272885
4.70297312e-06  116.044431
4.70574763e-06  111.109625
4.70852214e-06  106.458757
4.71129665e-06  102.08165
4.71407116e-06  97.96779
4.71684567e-06  94.1064452
4.71995662e-06  90.0637594
4.72254216e-06  86.9240612
4.72512769e-06  83.9749629
4.72771324e-06  81.2078179
4.73029877e-06  78.6142044
4.73374616e-06  75.4116608
4.73719354e-06  72.4838673
4.74064093e-06  69.8125467
4.74408831e-06  67.3802879
4.74775798e-06  65.0353079
4.75067695e-06  63.3375044
4.75359592e-06  61.7783308
4.75748788e-06  59.9004682
4.76137983e-06  58.2351496
4.76527179e-06  56.764895
4.76916374e-06  55.4735812
4.7730557e-06  54.3463441
4.77694765e-06  53.3695332
4.7819516e-06  52.3146154
4.78695554e-06  51.4636255
4.79195949e-06  50.7950483
4.79696343e-06  50.2897209
4.80196737e-06  49.9305824
4.80641532e-06  49.7217676
4.81475523e-06  49.5767033
4.82031517e-06  49.6366515
4.8258751e-06  49.8057361
4.83421501e-06  50.2381707
4.84255492e-06  50.8549795
4.84811485e-06  51.3543111
4.85756675e-06  52.3419513
4.86701864e-06  53.4790858
4.87647054e-06  54.7414826
4.89064838e-06  56.8280503
4.90482622e-06  59.1018581
4.92373e-06  62.3614777
4.94596975e-06  66.4551092
4.9682095e-06  70.767884
4.99044925e-06  75.2607544
5.02152904e-06  81.8010596
5.04804914e-06  87.6046515
5.08340927e-06  95.6552639
5.1187694e-06  104.076825
5.15412954e-06  112.89893
5.19048741e-06  122.427181
5.22684529e-06  132.460773
5.26320316e-06  143.034808
5.29956104e-06  154.187421
5.3369448e-06  166.29982
5.37432857e-06  179.100054
5.41171233e-06  192.608837
5.4490961e-06  206.833888
5.47965995e-06  218.997167
5.52550574e-06  238.111291
5.57135152e-06  258.166437
5.62472692e-06  282.451099
5.73645943e-06  334.412618
5.78200644e-06  354.834887
5.81901338e-06  370.503295
5.85175029e-06  383.370835
5.8844872e-06  395.056376
5.9200708e-06  406.149389
