24-Cr-52(n,&gamma;) ENDF/B-VII.1
592348.0,0.00394767
592388.0,0.00319979
592431.0,0.00259798
592484.0,0.00208169
592538.0,0.00170777
592601.0,0.00139234
592673.0,0.00113576
592759.0,9.20033E-4
592841.0,7.7315E-4
592942.0,6.4456E-4
593053.0,5.44182E-4
593205.0,4.48752E-4
593343.0,3.89307E-4
593504.0,3.39966E-4
593720.0,2.95198E-4
593989.0,2.593E-4
594311.0,2.33011E-4
594742.0,2.13727E-4
595315.0,2.03693E-4
595499.0,2.03102E-4
596071.0,2.08509E-4
596520.0,2.21573E-4
597006.0,2.49706E-4
597343.0,2.84943E-4
597623.0,3.33536E-4
597848.0,3.95954E-4
598016.0,4.67455E-4
598173.0,5.67197E-4
598285.0,6.71136E-4
598398.0,8.20806E-4
598487.0,9.93154E-4
598573.0,0.00122995
598648.0,0.00152818
598704.0,0.00184024
598757.0,0.00223842
598809.0,0.00279694
598855.0,0.00349828
598895.0,0.00435937
598929.0,0.00536003
598962.0,0.00673249
598992.0,0.00847613
599018.0,0.0106098
599041.0,0.013119
599063.0,0.0165569
599084.0,0.0209979
599105.0,0.0270874
599126.0,0.0352943
599153.0,0.0487892
599186.0,0.0660612
599206.0,0.0719999
599214.0,0.072511
599229.0,0.0704765
599248.0,0.0633303
599297.0,0.0372079
599318.0,0.0288471
599339.0,0.0222885
599358.0,0.0178655
599380.0,0.014064
599403.0,0.0112568
599429.0,0.00894146
599456.0,0.00721287
599486.0,0.00584569
599520.0,0.00471301
599556.0,0.00383586
599597.0,0.00311035
599641.0,0.00254316
599694.0,0.00206154
599749.0,0.00169774
599808.0,0.00141303
599886.0,0.00114228
599976.0,9.28963E-4
600073.0,7.68922E-4
600178.0,6.47938E-4
600298.0,5.51247E-4
600438.0,4.71559E-4
600634.0,3.97952E-4
600859.0,3.45169E-4
601083.0,3.11486E-4
601420.0,2.81234E-4
601906.0,2.60971E-4
602355.0,2.56353E-4
602953.0,2.66549E-4
603349.0,2.87266E-4
603664.0,3.20793E-4
603884.0,3.64241E-4
604052.0,4.22012E-4
604172.0,4.90224E-4
604268.0,5.75718E-4
604350.0,6.89008E-4
604412.0,8.16491E-4
604467.0,9.81767E-4
604515.0,0.00119236
604557.0,0.00146117
604590.0,0.00177097
604623.0,0.00219599
604650.0,0.00271695
604674.0,0.00336732
604693.0,0.00409533
604712.0,0.00511752
604728.0,0.00630424
604743.0,0.00782294
604756.0,0.00973286
604766.0,0.011965
604777.0,0.0150182
604786.0,0.0188554
604796.0,0.024159
604805.0,0.0305479
604814.0,0.0396043
604824.0,0.0525032
604853.0,0.0954077
604863.0,0.105613
604872.0,0.108457
604880.0,0.10573
604891.0,0.0949428
604922.0,0.0493018
604932.0,0.0374379
604941.0,0.0287599
604950.0,0.0229117
604959.0,0.0179565
604969.0,0.0144782
604980.0,0.0115438
604992.0,0.00920446
605005.0,0.00741081
605019.0,0.00602875
605036.0,0.00486354
605053.0,0.00402338
605074.0,0.00324685
605099.0,0.00262409
605127.0,0.0021332
605160.0,0.00172986
605192.0,0.0014528
605234.0,0.00119744
605285.0,9.89507E-4
605347.0,8.2095E-4
605408.0,7.08371E-4
605497.0,6.03136E-4
605600.0,5.30148E-4
605702.0,4.85217E-4
605866.0,4.45936E-4
606031.0,4.2917E-4
606140.0,4.26742E-4
606359.0,4.36193E-4
606632.0,4.72705E-4
606892.0,5.3947E-4
607084.0,6.19856E-4
607251.0,7.27146E-4
607395.0,8.64621E-4
607514.0,0.00103182
607610.0,0.00121997
607706.0,0.00148282
607795.0,0.00182889
607877.0,0.00228063
607952.0,0.00285826
608029.0,0.00367206
608109.0,0.00480832
608230.0,0.00677968
608285.0,0.00738922
608325.0,0.00754025
608383.0,0.00724228
608457.0,0.00621266
608586.0,0.00414649
608664.0,0.00320994
608739.0,0.00254406
608811.0,0.00207761
608899.0,0.00167084
608986.0,0.00139092
609074.0,0.00118108
609175.0,0.00100833
609300.0,8.57571E-4
609463.0,7.27796E-4
609701.0,6.14826E-4
609852.0,5.684E-4
610153.0,5.14401E-4
610554.0,4.82678E-4
610855.0,4.77365E-4
611356.0,4.96255E-4
611758.0,5.38003E-4
612058.0,5.92823E-4
612309.0,6.68244E-4
612510.0,7.59657E-4
612706.0,8.88346E-4
612864.0,0.00105265
612999.0,0.00126341
613093.0,0.00147935
613200.0,0.00181158
613287.0,0.00221174
613363.0,0.00270235
613432.0,0.00333733
613488.0,0.00405764
613544.0,0.00505013
613594.0,0.00626062
613645.0,0.00790598
613689.0,0.00987961
613739.0,0.0129107
613852.0,0.0214325
613887.0,0.0232394
613913.0,0.0236806
613944.0,0.0230335
613992.0,0.0201069
614084.0,0.0129138
614133.0,0.00999763
614178.0,0.00795177
614228.0,0.00629145
614282.0,0.00498831
614340.0,0.00398377
614404.0,0.00321522
614476.0,0.00259491
614557.0,0.00210712
614643.0,0.00174519
614733.0,0.00147267
614846.0,0.001232
614981.0,0.00103356
615139.0,8.77759E-4
615356.0,7.39481E-4
615627.0,6.33243E-4
615897.0,5.66591E-4
616331.0,5.01838E-4
616981.0,4.50278E-4
617703.0,4.27084E-4
617748.0,4.26918E-4
618064.0,4.34626E-4
618289.0,4.59265E-4
618425.0,4.95621E-4
618538.0,5.56269E-4
618605.0,6.23283E-4
618661.0,7.13869E-4
618707.0,8.35823E-4
618744.0,9.86809E-4
618773.0,0.00115845
618799.0,0.00140106
618820.0,0.00168241
618837.0,0.00200553
618851.0,0.00238058
618865.0,0.00291698
618876.0,0.00354533
618886.0,0.00429689
618893.0,0.00517893
618900.0,0.00624506
618907.0,0.00776708
618912.0,0.00939823
618917.0,0.011836
618922.0,0.0148438
618927.0,0.0188774
618932.0,0.0242171
618938.0,0.0318508
618944.0,0.0423643
618950.0,0.0578181
618960.0,0.0847896
618975.0,0.133236
618984.0,0.152222
618992.0,0.15893
618993.0,0.159027
618999.0,0.154799
619008.0,0.137823
619021.0,0.0974293
619033.0,0.0627073
619040.0,0.046042
619046.0,0.0343506
619051.0,0.0265761
619056.0,0.0203409
619061.0,0.0159425
619066.0,0.0126524
619072.0,0.00998242
619077.0,0.00806684
619083.0,0.0066329
619089.0,0.00551957
619097.0,0.00453412
619105.0,0.00379847
619115.0,0.00315954
619128.0,0.00261662
619141.0,0.00218125
619158.0,0.00180348
619177.0,0.00149686
619198.0,0.00126925
619225.0,0.001064
619251.0,9.2152E-4
619293.0,7.7247E-4
619335.0,6.75322E-4
619385.0,5.97429E-4
619458.0,5.26627E-4
619578.0,4.62203E-4
619753.0,4.15174E-4
620044.0,3.80518E-4
620511.0,3.61905E-4
620686.0,3.60402E-4
621152.0,3.71124E-4
621386.0,3.8928E-4
621619.0,4.25311E-4
621794.0,4.75506E-4
621927.0,5.39295E-4
622026.0,6.13684E-4
622121.0,7.22789E-4
622202.0,8.68696E-4
622269.0,0.00105169
622325.0,0.00127959
622366.0,0.00151024
622406.0,0.00183841
622442.0,0.00224534
622473.0,0.00273435
622502.0,0.00338906
622528.0,0.00423921
622551.0,0.00527767
622571.0,0.00648771
622589.0,0.00801536
622605.0,0.00997027
622621.0,0.0123757
622637.0,0.0159287
622654.0,0.0205477
622678.0,0.0293939
622704.0,0.0386288
622721.0,0.0420132
622727.0,0.0423277
622743.0,0.0405678
622763.0,0.0346438
622798.0,0.0215614
622816.0,0.0163612
622832.0,0.0127626
622847.0,0.0102596
622865.0,0.00815167
622882.0,0.00661339
622903.0,0.00530815
622924.0,0.0043152
622951.0,0.00344939
622979.0,0.00279482
623011.0,0.00225459
623049.0,0.00181946
623090.0,0.00149175
623137.0,0.00122923
623188.0,0.00102682
623252.0,8.50028E-4
623322.0,7.17892E-4
623404.0,6.11904E-4
623503.0,5.24869E-4
623631.0,4.51297E-4
623777.0,3.96978E-4
623952.0,3.54722E-4
624185.0,3.19063E-4
624535.0,2.87371E-4
625060.0,2.61483E-4
625887.0,2.42289E-4
626544.0,2.37798E-4
627296.0,2.45897E-4
627765.0,2.63892E-4
628140.0,2.93375E-4
628422.0,3.32976E-4
628657.0,3.88267E-4
628844.0,4.58572E-4
628985.0,5.39408E-4
629103.0,6.37382E-4
629197.0,7.47793E-4
629288.0,8.98681E-4
629373.0,0.00109734
629436.0,0.00130463
629505.0,0.00161948
629558.0,0.00196322
629611.0,0.00243769
629657.0,0.00302549
629699.0,0.00377959
629736.0,0.00470446
629769.0,0.00584497
629798.0,0.00721161
629827.0,0.009089
629851.0,0.0112862
629876.0,0.0142482
629900.0,0.0180093
629926.0,0.0235714
629981.0,0.0375842
630005.0,0.0413371
630018.0,0.0419383
630037.0,0.0406885
630062.0,0.0357987
630116.0,0.0220616
630142.0,0.017033
630165.0,0.0135083
630192.0,0.0105712
630219.0,0.00839327
630247.0,0.00673836
630276.0,0.00547382
630309.0,0.00443474
630347.0,0.00357375
630388.0,0.00289497
630435.0,0.00233809
630486.0,0.00190041
630547.0,0.00153343
630615.0,0.00124549
630689.0,0.00102528
630778.0,8.37985E-4
630872.0,6.9992E-4
630990.0,5.79962E-4
631130.0,4.8289E-4
631295.0,4.07858E-4
631464.0,3.56329E-4
631718.0,3.06221E-4
631953.0,2.77835E-4
632304.0,2.53596E-4
632749.0,2.41078E-4
632843.0,2.40641E-4
633265.0,2.47788E-4
633640.0,2.69127E-4
633921.0,2.99748E-4
634155.0,3.41323E-4
634343.0,3.92406E-4
634530.0,4.70021E-4
634671.0,5.57103E-4
634788.0,6.60624E-4
634905.0,8.08915E-4
634999.0,9.78149E-4
635081.0,0.00118344
635157.0,0.0014462
635227.0,0.00178059
635294.0,0.00222316
635360.0,0.00282413
635424.0,0.00362322
635491.0,0.00476473
635624.0,0.00753102
635659.0,0.00802376
635698.0,0.00822734
635748.0,0.00788905
635812.0,0.00674947
635914.0,0.00459021
635975.0,0.00358482
636034.0,0.00284764
636100.0,0.002242
636170.0,0.00178008
636240.0,0.00144835
636322.0,0.00117112
636416.0,9.49033E-4
636522.0,7.7608E-4
636639.0,6.43918E-4
636779.0,5.37025E-4
636908.0,4.70622E-4
637061.0,4.17129E-4
637201.0,3.84717E-4
637389.0,3.60647E-4
637529.0,3.54643E-4
637705.0,3.64599E-4
637857.0,3.94661E-4
637974.0,4.43404E-4
638068.0,5.09636E-4
638138.0,5.93055E-4
638199.0,7.06699E-4
638242.0,8.26628E-4
638277.0,9.63305E-4
638313.0,0.00116823
638345.0,0.0014324
638370.0,0.00173923
638391.0,0.00209371
638412.0,0.00259624
638428.0,0.0031499
638444.0,0.00391035
638457.0,0.00481344
638468.0,0.0058985
638478.0,0.00716385
638487.0,0.00872828
638495.0,0.0108661
638503.0,0.0135892
638512.0,0.0172583
638520.0,0.0223201
638529.0,0.0295017
638540.0,0.0409018
638560.0,0.0628083
638572.0,0.0714993
638581.0,0.0739532
638591.0,0.071059
638601.0,0.0633572
638629.0,0.033234
638639.0,0.0243843
638647.0,0.0190029
638655.0,0.0150917
638663.0,0.0119837
638672.0,0.00954524
638680.0,0.00777066
638690.0,0.00627535
638702.0,0.00506497
638714.0,0.00415997
638730.0,0.003352
638745.0,0.00276986
638763.0,0.00228323
638783.0,0.00190194
638808.0,0.00157306
638837.0,0.00129802
638868.0,0.00109826
638905.0,9.38439E-4
638950.0,8.06118E-4
638996.0,7.1841E-4
639065.0,6.3676E-4
639129.0,5.95326E-4
639210.0,5.7141E-4
639250.0,5.68486E-4
639351.0,5.81548E-4
639478.0,6.34831E-4
639604.0,7.34547E-4
639700.0,8.53448E-4
639791.0,0.0010181
639877.0,0.00124526
639948.0,0.0015172
640012.0,0.00186181
640068.0,0.00230233
640117.0,0.00283284
640163.0,0.00352877
640204.0,0.00443099
640240.0,0.00550283
640273.0,0.00691322
640304.0,0.00868857
640332.0,0.0109853
640358.0,0.0137485
640384.0,0.0175907
640416.0,0.0237064
640470.0,0.0353235
640495.0,0.0383507
640504.0,0.0386186
640521.0,0.0378182
640547.0,0.0338046
640609.0,0.020393
640638.0,0.0156065
640663.0,0.0123994
640692.0,0.00973274
640719.0,0.00786872
640749.0,0.00634006
640783.0,0.0050966
640819.0,0.00416488
640862.0,0.00335588
640906.0,0.00276574
640960.0,0.00226348
641016.0,0.00189953
641082.0,0.00161201
641147.0,0.00142653
641217.0,0.0013066
641302.0,0.00124642
641317.0,0.00124487
641405.0,0.0012931
641470.0,0.0014025
641534.0,0.00158655
641595.0,0.00187084
641647.0,0.00221544
641704.0,0.00274476
641779.0,0.00367408
641853.0,0.00459244
641901.0,0.00485754
641907.0,0.00486111
641946.0,0.0047149
641997.0,0.00416217
642106.0,0.00269354
642166.0,0.00207763
642224.0,0.00164625
642286.0,0.00131454
642347.0,0.00107702
642420.0,8.79347E-4
642505.0,7.17345E-4
642597.0,5.95547E-4
642713.0,4.92367E-4
642852.0,4.11428E-4
643007.0,3.53988E-4
643161.0,3.17666E-4
643367.0,2.92192E-4
643491.0,2.87418E-4
643661.0,2.96693E-4
643780.0,3.18193E-4
643872.0,3.49465E-4
643965.0,4.01454E-4
644037.0,4.66908E-4
644099.0,5.54347E-4
644149.0,6.60811E-4
644194.0,8.00468E-4
644233.0,9.73691E-4
644266.0,0.00119052
644295.0,0.00145574
644320.0,0.00179488
644343.0,0.00222602
644361.0,0.00270961
644377.0,0.00328867
644392.0,0.00407135
644405.0,0.00497216
644416.0,0.00603531
644426.0,0.00737918
644435.0,0.00917896
644443.0,0.0112712
644451.0,0.0138826
644457.0,0.0171811
644465.0,0.0220991
644472.0,0.0285403
644480.0,0.0377357
644488.0,0.0510229
644502.0,0.077017
644518.0,0.107414
644527.0,0.118719
644535.0,0.121869
644544.0,0.116831
644555.0,0.101457
644580.0,0.0528377
644589.0,0.0390118
644597.0,0.0293949
644604.0,0.0228312
644611.0,0.0179145
644618.0,0.0143301
644626.0,0.0115268
644633.0,0.00946919
644642.0,0.00758108
644652.0,0.00623237
644663.0,0.00511264
644676.0,0.00411292
644692.0,0.00329448
644708.0,0.00270965
644727.0,0.00220256
644746.0,0.00182602
644772.0,0.00146859
644802.0,0.00117947
644835.0,9.60951E-4
644874.0,7.76216E-4
644913.0,6.50001E-4
644960.0,5.39106E-4
645016.0,4.48966E-4
645086.0,3.71378E-4
645173.0,3.08053E-4
645268.0,2.62318E-4
645381.0,2.26074E-4
645539.0,1.93563E-4
645720.0,1.7025E-4
645982.0,1.49521E-4
646325.0,1.3348E-4
646796.0,1.20785E-4
647543.0,1.10234E-4
648392.0,1.04264E-4
648879.0,1.03144E-4
649773.0,1.06258E-4
650214.0,1.12682E-4
650554.0,1.23065E-4
650809.0,1.37758E-4
650962.0,1.52195E-4
651114.0,1.74778E-4
651242.0,2.04781E-4
651344.0,2.42141E-4
651433.0,2.9229E-4
651505.0,3.53424E-4
651564.0,4.27847E-4
651613.0,5.15682E-4
651658.0,6.29966E-4
651696.0,7.69428E-4
651730.0,9.4484E-4
651760.0,0.00116103
651786.0,0.00142475
651809.0,0.00176546
651829.0,0.00216659
651847.0,0.00266504
651862.0,0.00325615
651876.0,0.00395332
651888.0,0.00488815
651899.0,0.00597574
651908.0,0.00723082
651917.0,0.00897106
651925.0,0.0112535
651932.0,0.0139299
651939.0,0.0175742
651946.0,0.022609
651953.0,0.0289097
651960.0,0.0381915
651969.0,0.0510799
651982.0,0.0773691
651998.0,0.108004
652008.0,0.120373
652014.0,0.122941
652024.0,0.117944
652035.0,0.102517
652059.0,0.0531201
652068.0,0.0387646
652076.0,0.0293525
652082.0,0.0228603
652089.0,0.0182232
652095.0,0.0147078
652102.0,0.0119014
652110.0,0.00959053
652118.0,0.00766925
652127.0,0.0062971
652137.0,0.00522071
652148.0,0.00427661
652163.0,0.00341839
652178.0,0.00279832
652194.0,0.00229548
652215.0,0.00185094
652237.0,0.00151358
652263.0,0.0012175
652292.0,9.95954E-4
652323.0,8.1679E-4
652360.0,6.68336E-4
652401.0,5.54063E-4
652453.0,4.51439E-4
652511.0,3.73026E-4
652575.0,3.14502E-4
652660.0,2.62078E-4
652762.0,2.21805E-4
652890.0,1.90592E-4
653023.0,1.71134E-4
653205.0,1.56301E-4
653431.0,1.48623E-4
653528.0,1.47865E-4
653765.0,1.51529E-4
654023.0,1.64825E-4
654238.0,1.86308E-4
654427.0,2.18367E-4
654561.0,2.54191E-4
654669.0,2.95728E-4
654776.0,3.55798E-4
654871.0,4.33083E-4
654952.0,5.30144E-4
655020.0,6.45543E-4
655077.0,7.82335E-4
655129.0,9.58966E-4
655176.0,0.00117572
655219.0,0.00145872
655254.0,0.00178366
655289.0,0.00222163
655318.0,0.00273795
655344.0,0.0033719
655366.0,0.00413269
655388.0,0.00513148
655406.0,0.00634095
655424.0,0.00792264
655439.0,0.00977464
655453.0,0.01207
655466.0,0.0150717
655479.0,0.0188939
655491.0,0.0242878
655505.0,0.0318141
655521.0,0.0435296
655547.0,0.0644792
655558.0,0.0711709
655572.0,0.0745252
655572.0,0.0745323
655582.0,0.0728459
655597.0,0.0647194
655634.0,0.0356904
655648.0,0.0271172
655660.0,0.0209976
655674.0,0.0163928
655687.0,0.0130376
655700.0,0.0105719
655715.0,0.00853627
655732.0,0.00682342
655750.0,0.00554561
655771.0,0.00442869
655795.0,0.00353682
655821.0,0.00285694
655848.0,0.00234173
655878.0,0.00191853
655916.0,0.00153739
655959.0,0.00123028
656001.0,0.00101547
656054.0,8.21131E-4
656106.0,6.81485E-4
656174.0,5.53421E-4
656252.0,4.51164E-4
656342.0,3.68234E-4
656450.0,3.00926E-4
656557.0,2.54404E-4
656692.0,2.13979E-4
656853.0,1.81179E-4
657068.0,1.52845E-4
657316.0,1.32086E-4
657639.0,1.15278E-4
658026.0,1.0309E-4
658672.0,9.1912E-5
659533.0,8.491E-5
660264.0,8.29507E-5
660781.0,8.5032E-5
661039.0,8.87936E-5
661235.0,9.56266E-5
661368.0,1.05688E-4
661457.0,1.17496E-4
661527.0,1.33338E-4
661585.0,1.55099E-4
661630.0,1.8252E-4
661667.0,2.17581E-4
661694.0,2.5469E-4
661719.0,3.04737E-4
661740.0,3.67176E-4
661758.0,4.41968E-4
661773.0,5.29069E-4
661786.0,6.40955E-4
661797.0,7.74523E-4
661806.0,9.37933E-4
661814.0,0.00114115
661820.0,0.00138421
661825.0,0.00166011
661830.0,0.00203254
661834.0,0.00247611
661838.0,0.00308146
661842.0,0.00390755
661846.0,0.00488716
661849.0,0.00630029
661853.0,0.00816346
661857.0,0.0105825
661861.0,0.0136667
661865.0,0.0179429
661870.0,0.0242554
661876.0,0.0336401
661884.0,0.0484144
661901.0,0.0864723
661909.0,0.100537
661917.0,0.105572
661918.0,0.10561
661925.0,0.101743
661934.0,0.0896509
661947.0,0.0596298
661957.0,0.0393538
661963.0,0.0284678
661968.0,0.0205197
661973.0,0.0151973
661977.0,0.0115079
661981.0,0.00881872
661985.0,0.00675204
661989.0,0.00534286
661993.0,0.00416858
661997.0,0.00329459
662001.0,0.00264795
662005.0,0.00211307
662010.0,0.00170895
662015.0,0.00139169
662021.0,0.00117198
662027.0,9.94277E-4
662034.0,8.52948E-4
662043.0,7.212E-4
662054.0,6.03338E-4
662067.0,5.0243E-4
662083.0,4.18632E-4
662101.0,3.4773E-4
662121.0,2.94067E-4
662148.0,2.44417E-4
662179.0,2.05458E-4
662216.0,1.74584E-4
662263.0,1.49132E-4
662319.0,1.29738E-4
662394.0,1.13728E-4
662479.0,1.02999E-4
662633.0,9.22917E-5
662840.0,8.54225E-5
663208.0,8.03098E-5
663974.0,7.74103E-5
664358.0,7.72097E-5
665699.0,8.02673E-5
666510.0,8.69692E-5
666880.0,9.37316E-5
667220.0,1.05243E-4
667457.0,1.19989E-4
667638.0,1.39337E-4
667768.0,1.61734E-4
667872.0,1.89112E-4
667962.0,2.25179E-4
668040.0,2.71629E-4
668108.0,3.3285E-4
668160.0,4.00462E-4
668208.0,4.90667E-4
668247.0,5.94281E-4
668280.0,7.1769E-4
668312.0,8.80109E-4
668341.0,0.00109724
668366.0,0.00135081
668386.0,0.00164969
668405.0,0.00202707
668421.0,0.00245439
668436.0,0.00301345
668449.0,0.00369262
668460.0,0.00449807
668469.0,0.00545975
668478.0,0.00669036
668486.0,0.00810402
668492.0,0.00982576
668499.0,0.0120842
668505.0,0.0151438
668512.0,0.0191462
668518.0,0.0246363
668525.0,0.0322927
668532.0,0.0430132
668541.0,0.0588478
668564.0,0.107922
668574.0,0.120782
668582.0,0.124913
668590.0,0.121242
668600.0,0.107075
668626.0,0.0534608
668634.0,0.0395365
668641.0,0.0294855
668648.0,0.0230848
668654.0,0.0182341
668660.0,0.0145582
668666.0,0.0118693
668672.0,0.00966735
668680.0,0.00775116
668688.0,0.00626448
668697.0,0.00515341
668708.0,0.00418925
668721.0,0.00336708
668736.0,0.00270676
668753.0,0.00217723
668772.0,0.0017506
668793.0,0.00142175
668815.0,0.00116963
668843.0,9.43623E-4
668875.0,7.59022E-4
668907.0,6.28128E-4
668946.0,5.1573E-4
668992.0,4.23549E-4
669042.0,3.52407E-4
669102.0,2.92135E-4
669174.0,2.44084E-4
669251.0,2.08383E-4
669355.0,1.76757E-4
669484.0,1.51839E-4
669647.0,1.32991E-4
669825.0,1.20768E-4
670062.0,1.11713E-4
670320.0,1.06973E-4
670657.0,1.05374E-4
671185.0,1.0984E-4
671655.0,1.21273E-4
672008.0,1.37146E-4
672301.0,1.59382E-4
672536.0,1.88358E-4
672712.0,2.22313E-4
672856.0,2.6367E-4
672984.0,3.19712E-4
673087.0,3.87105E-4
673164.0,4.60075E-4
673228.0,5.44779E-4
673289.0,6.57862E-4
673346.0,8.06587E-4
673394.0,9.85769E-4
673435.0,0.00120519
673473.0,0.00149573
673504.0,0.00182787
673530.0,0.00222185
673555.0,0.00273815
673576.0,0.00332603
673594.0,0.00405958
673612.0,0.00504051
673628.0,0.00625151
673641.0,0.00761438
673654.0,0.00947076
673665.0,0.0118465
673675.0,0.0146565
673685.0,0.0184109
673694.0,0.0230688
673703.0,0.0295993
673714.0,0.0394866
673729.0,0.0567415
673749.0,0.080346
673761.0,0.0892982
673770.0,0.0916413
673779.0,0.0891993
673791.0,0.0798528
673823.0,0.0418255
673834.0,0.0314286
673843.0,0.0243667
673852.0,0.0194143
673862.0,0.0154833
673872.0,0.0123876
673883.0,0.0100716
673895.0,0.00811738
673909.0,0.00653256
673926.0,0.00522656
673942.0,0.00429994
673963.0,0.00348509
673987.0,0.0028338
674010.0,0.00237582
674042.0,0.00195052
674074.0,0.00166111
674112.0,0.00142778
674154.0,0.00126081
674197.0,0.00116082
674261.0,0.0010961
674282.0,0.00109246
674351.0,0.00113299
674420.0,0.0012508
674484.0,0.00143902
674548.0,0.00171917
674613.0,0.00210814
674714.0,0.00292615
674790.0,0.00350555
674846.0,0.003694
674851.0,0.00369617
674891.0,0.00361876
674942.0,0.00331837
675095.0,0.00201545
675163.0,0.00156713
675227.0,0.00125652
675298.0,9.99339E-4
675374.0,8.02023E-4
675458.0,6.46656E-4
675535.0,5.42248E-4
675630.0,4.48584E-4
675731.0,3.76395E-4
675858.0,3.12153E-4
676013.0,2.58132E-4
676183.0,2.17817E-4
676364.0,1.88428E-4
676604.0,1.6215E-4
676870.0,1.43174E-4
677173.0,1.29453E-4
677578.0,1.19446E-4
677933.0,1.16688E-4
678262.0,1.20304E-4
678515.0,1.30372E-4
678689.0,1.45875E-4
678807.0,1.63504E-4
678902.0,1.87143E-4
678985.0,2.19946E-4
679052.0,2.60382E-4
679108.0,3.11581E-4
679153.0,3.73837E-4
679190.0,4.45303E-4
679220.0,5.28375E-4
679252.0,6.51956E-4
679279.0,7.99892E-4
679302.0,9.7951E-4
679322.0,0.00120314
679338.0,0.0014559
679352.0,0.00176981
679366.0,0.00216783
679377.0,0.0026469
679387.0,0.00322202
679395.0,0.00386796
679403.0,0.00478275
679410.0,0.00595547
679416.0,0.00741023
679421.0,0.00920124
679427.0,0.0117666
679432.0,0.0151358
679437.0,0.0196577
679442.0,0.0251902
679448.0,0.0328842
679454.0,0.0445855
679463.0,0.0625398
679484.0,0.119375
679493.0,0.134399
679501.0,0.139423
679509.0,0.134795
679519.0,0.117916
679543.0,0.0556264
679550.0,0.0403052
679556.0,0.0306079
679562.0,0.0230877
679567.0,0.0175845
679572.0,0.0138022
679577.0,0.0109738
679583.0,0.00862832
679588.0,0.00693231
679595.0,0.0055739
679602.0,0.00454573
679610.0,0.00368349
679618.0,0.00303033
679628.0,0.0024946
679641.0,0.00203687
679654.0,0.00168328
679669.0,0.00137504
679687.0,0.00112308
679707.0,9.2036E-4
679731.0,7.52001E-4
679757.0,6.20869E-4
679788.0,5.08298E-4
679826.0,4.1415E-4
679866.0,3.45307E-4
679914.0,2.89524E-4
679970.0,2.44073E-4
680037.0,2.07424E-4
680121.0,1.77524E-4
680233.0,1.52817E-4
680352.0,1.36781E-4
680527.0,1.22407E-4
680740.0,1.12533E-4
681027.0,1.06051E-4
681529.0,1.02676E-4
682175.0,1.05871E-4
682749.0,1.1495E-4
683180.0,1.27685E-4
683502.0,1.43087E-4
683825.0,1.6771E-4
684040.0,1.93121E-4
684256.0,2.31347E-4
684417.0,2.74303E-4
684552.0,3.25738E-4
684659.0,3.82641E-4
684756.0,4.53138E-4
684849.0,5.47461E-4
684937.0,6.73497E-4
685013.0,8.27201E-4
685077.0,0.00101213
685134.0,0.00123595
685186.0,0.00152194
685232.0,0.0018797
685276.0,0.00235285
685312.0,0.00289155
685346.0,0.0036
685375.0,0.0044222
685403.0,0.00551831
685428.0,0.00689143
685449.0,0.00850104
685471.0,0.0106995
685490.0,0.0133124
685510.0,0.0171034
685529.0,0.0220072
685552.0,0.0293723
685590.0,0.0431662
685604.0,0.0466971
685620.0,0.0481583
685639.0,0.0461542
685660.0,0.0399943
685702.0,0.0247559
685722.0,0.0190455
685743.0,0.0147438
685763.0,0.01159
685783.0,0.00927949
685804.0,0.00746862
685828.0,0.00600729
685853.0,0.00487852
685883.0,0.00391253
685915.0,0.00315496
685952.0,0.00253644
685991.0,0.00206051
686038.0,0.00166167
686082.0,0.0013862
686134.0,0.00114695
686196.0,9.39184E-4
686263.0,7.82929E-4
686338.0,6.56836E-4
686426.0,5.54529E-4
686512.0,4.85342E-4
686634.0,4.22927E-4
686735.0,3.93609E-4
686856.0,3.80325E-4
686955.0,3.8868E-4
687054.0,4.177E-4
687125.0,4.57171E-4
687207.0,5.32406E-4
687258.0,6.04205E-4
687311.0,7.13607E-4
687356.0,8.50331E-4
687399.0,0.00104139
687435.0,0.001272
687467.0,0.00156829
687492.0,0.0018996
687515.0,0.00231465
687536.0,0.00284743
687556.0,0.00353331
687573.0,0.00438192
687587.0,0.00540382
687600.0,0.00665111
687611.0,0.0081289
687621.0,0.0100901
687631.0,0.0125826
687640.0,0.0158715
687648.0,0.0200652
687656.0,0.0255737
687665.0,0.0329065
687675.0,0.0445599
687693.0,0.0699803
687707.0,0.0881137
687717.0,0.0966729
687725.0,0.0987922
687735.0,0.0948598
687746.0,0.0847552
687774.0,0.0445217
687785.0,0.032728
687794.0,0.0254339
687801.0,0.0202173
687810.0,0.0159822
687818.0,0.0127543
687828.0,0.0103137
687838.0,0.00826035
687850.0,0.00660142
687863.0,0.00536309
687877.0,0.00434705
687894.0,0.00350197
687912.0,0.00287241
687933.0,0.00232416
687957.0,0.0018784
687982.0,0.00154268
688012.0,0.00126053
688046.0,0.00102724
688084.0,8.44456E-4
688126.0,6.98967E-4
688179.0,5.70944E-4
688232.0,4.8077E-4
688304.0,3.94676E-4
688377.0,3.35374E-4
688452.0,2.9119E-4
688561.0,2.47103E-4
688691.0,2.12048E-4
688835.0,1.86143E-4
689028.0,1.63799E-4
689221.0,1.49417E-4
689559.0,1.34582E-4
689934.0,1.26461E-4
690399.0,1.23363E-4
690864.0,1.26539E-4
691244.0,1.34825E-4
691625.0,1.51932E-4
