24-Cr-52(n,&gamma;) ENDF/B-VII.1
109837.0,0.00796551
109838.0,0.00658985
109840.0,0.00563999
109842.0,0.00479532
109844.0,0.00424277
109847.0,0.0037072
109852.0,0.00325775
109857.0,0.00284996
109865.0,0.00252271
109877.0,0.002193
109892.0,0.00196818
109911.0,0.00180455
109942.0,0.00166386
109992.0,0.00155796
110127.0,0.00146147
110666.0,0.00137161
110801.0,0.00136356
111126.0,0.00140334
111275.0,0.00148898
111368.0,0.00160639
111437.0,0.00176872
111492.0,0.00198611
111534.0,0.00225725
111570.0,0.00263309
111597.0,0.00304128
111623.0,0.00365361
111644.0,0.00439227
111662.0,0.00535081
111677.0,0.00648722
111689.0,0.00781737
111701.0,0.00961776
111711.0,0.0118816
111720.0,0.0146512
111727.0,0.0177748
111733.0,0.0217921
111739.0,0.0270801
111744.0,0.0331375
111748.0,0.0401815
111752.0,0.0492178
111755.0,0.0590237
111758.0,0.0725919
111760.0,0.0883267
111762.0,0.108608
111765.0,0.136011
111767.0,0.169759
111769.0,0.220687
111772.0,0.288159
111774.0,0.386643
111777.0,0.514021
111781.0,0.742464
111788.0,1.15728
111792.0,1.30253
111795.0,1.35494
111798.0,1.32204
111801.0,1.21843
111806.0,0.951109
111812.0,0.578127
111816.0,0.416122
111818.0,0.309059
111821.0,0.235279
111823.0,0.180665
111826.0,0.140155
111828.0,0.113546
111830.0,0.0919954
111833.0,0.0733053
111836.0,0.0609546
111839.0,0.0506388
111842.0,0.0416877
111846.0,0.0343119
111851.0,0.0283052
111856.0,0.0232441
111862.0,0.0192096
111869.0,0.0157088
111877.0,0.0126191
111886.0,0.0104276
111896.0,0.00858697
111908.0,0.00708687
111922.0,0.00579781
111937.0,0.00487302
111956.0,0.00402295
111978.0,0.00335066
112002.0,0.00285744
112034.0,0.00242677
112076.0,0.00206169
112128.0,0.001784
112195.0,0.00157068
112293.0,0.00139792
112446.0,0.00126005
112731.0,0.00115732
112784.0,0.0011525
112889.0,0.00118605
112929.0,0.00125435
112954.0,0.00135963
112968.0,0.00148968
112980.0,0.00168348
112988.0,0.00191874
112993.0,0.0021816
112996.0,0.0024567
112998.0,0.00284209
113000.0,0.00331622
113002.0,0.00392775
113003.0,0.00469927
113005.0,0.0057866
113006.0,0.00731549
113007.0,0.00909953
113009.0,0.0114529
113010.0,0.0145348
113011.0,0.0185234
113012.0,0.0246085
113014.0,0.0326062
113015.0,0.0429236
113017.0,0.058132
113018.0,0.0775897
113020.0,0.106095
113022.0,0.14368
113025.0,0.202483
113029.0,0.316891
113033.0,0.450237
113037.0,0.521489
113040.0,0.548153
113040.0,0.54851
113043.0,0.529886
113046.0,0.477826
113050.0,0.358045
113055.0,0.216332
113057.0,0.152307
113060.0,0.110419
113061.0,0.0817158
113063.0,0.0608458
113065.0,0.0452389
113066.0,0.0347607
113067.0,0.026531
113069.0,0.0201808
113070.0,0.015544
113071.0,0.0120478
113072.0,0.00941595
113074.0,0.00745215
113075.0,0.00600169
113076.0,0.00493563
113078.0,0.00404834
113079.0,0.00336076
113081.0,0.00290337
113083.0,0.00256656
113086.0,0.00223439
113090.0,0.00200062
113095.0,0.00180616
113102.0,0.00162104
113111.0,0.00146833
113129.0,0.00131475
113154.0,0.00121468
113186.0,0.0011462
113251.0,0.00108596
113400.0,0.0010373
114082.0,9.59998E-4
114926.0,9.09383E-4
115042.0,9.20524E-4
115093.0,9.49582E-4
115118.0,9.92348E-4
115137.0,0.00106491
115147.0,0.00116169
115153.0,0.0012636
115156.0,0.0013864
115159.0,0.00157361
115161.0,0.0018189
115162.0,0.00214174
115164.0,0.00251681
115165.0,0.00311735
115166.0,0.00386748
115168.0,0.00489346
115169.0,0.00627888
115170.0,0.00812931
115172.0,0.0105639
115173.0,0.0137267
115174.0,0.0177365
115176.0,0.0234244
115177.0,0.0306197
115179.0,0.0412023
115181.0,0.0565171
115183.0,0.079248
115186.0,0.113687
115193.0,0.223543
115197.0,0.256191
115200.0,0.268078
115200.0,0.268108
115203.0,0.25909
115206.0,0.230147
115211.0,0.162715
115215.0,0.101763
115218.0,0.0715048
115220.0,0.0515835
115222.0,0.0375678
115223.0,0.0279368
115225.0,0.0214074
115226.0,0.016255
115228.0,0.0122647
115229.0,0.00967748
115230.0,0.00764241
115231.0,0.0060599
115232.0,0.00484258
115234.0,0.00391557
115235.0,0.00321607
115236.0,0.00260523
115238.0,0.00217714
115239.0,0.0018588
115241.0,0.00161761
115243.0,0.00143907
115245.0,0.00133062
115249.0,0.00121246
115258.0,0.00110446
115272.0,0.0010203
115283.0,9.84196E-4
115328.0,9.22642E-4
115528.0,8.78582E-4
116651.0,8.45878E-4
116811.0,8.4478E-4
117869.0,8.70655E-4
118606.0,9.39886E-4
119183.0,0.00105627
119568.0,0.0011929
119888.0,0.00137177
120145.0,0.00159038
120369.0,0.00187247
120562.0,0.00222507
120730.0,0.00266869
120874.0,0.00320768
121006.0,0.00390201
121127.0,0.00479213
121231.0,0.00586926
121331.0,0.00731052
121427.0,0.00925296
121511.0,0.0116046
121595.0,0.014798
121687.0,0.0194425
121857.0,0.030064
121930.0,0.0328657
121959.0,0.0331724
122017.0,0.0322281
122092.0,0.0285555
122249.0,0.0187612
122333.0,0.0147174
122417.0,0.0116866
122501.0,0.009543
122573.0,0.00829186
122645.0,0.00758709
122677.0,0.00750552
122717.0,0.00773921
122747.0,0.00830075
122771.0,0.0092539
122793.0,0.0107816
122807.0,0.012434
122820.0,0.0148119
122830.0,0.0175929
122839.0,0.0212844
122846.0,0.0254396
122852.0,0.0304691
122857.0,0.0363029
122862.0,0.0445218
122865.0,0.0532049
122869.0,0.065187
122873.0,0.0801707
122876.0,0.0993279
122879.0,0.124296
122882.0,0.157517
122885.0,0.206961
122889.0,0.280148
122894.0,0.402614
122902.0,0.587511
122906.0,0.652571
122910.0,0.682601
122910.0,0.682657
122914.0,0.659665
122919.0,0.575994
122930.0,0.300396
122934.0,0.222528
122937.0,0.169147
122940.0,0.131118
122944.0,0.10289
122947.0,0.0833198
122950.0,0.0687252
122953.0,0.056951
122957.0,0.0466558
122961.0,0.0387521
122967.0,0.0314439
122973.0,0.0255342
122980.0,0.0211779
122988.0,0.0172835
122998.0,0.0142132
123009.0,0.0118205
123022.0,0.00988597
123036.0,0.00840717
123054.0,0.00707321
123078.0,0.00593972
123108.0,0.00498628
123144.0,0.00426926
123194.0,0.00361622
123255.0,0.00311351
123336.0,0.00267379
123446.0,0.00228174
123592.0,0.00193472
123785.0,0.0016353
123948.0,0.00145155
124239.0,0.0012292
124602.0,0.00105593
124965.0,9.43148E-4
125545.0,8.34043E-4
126271.0,7.66595E-4
126997.0,7.47121E-4
127796.0,7.74085E-4
128377.0,8.41457E-4
128740.0,9.25158E-4
129030.0,0.00103842
129284.0,0.00120372
129465.0,0.00139142
129632.0,0.00166055
129763.0,0.00198712
129872.0,0.00239601
129959.0,0.00287416
130035.0,0.00347353
130101.0,0.00420228
130155.0,0.00504241
130210.0,0.00622487
130259.0,0.00774493
130297.0,0.00939361
130332.0,0.0114929
130365.0,0.0141639
130395.0,0.0175541
130420.0,0.0214958
130445.0,0.026685
130466.0,0.0329867
130488.0,0.0416396
130509.0,0.0528708
130527.0,0.0664425
130545.0,0.0844974
130566.0,0.11242
130602.0,0.166494
130619.0,0.182909
130627.0,0.184873
130637.0,0.181733
130652.0,0.167583
130699.0,0.0974174
130719.0,0.0745376
130738.0,0.0582761
130756.0,0.0467777
130776.0,0.0374046
130798.0,0.0299305
130821.0,0.0240442
130847.0,0.0194344
130876.0,0.0156238
130908.0,0.0125552
130945.0,0.0101245
130985.0,0.00821772
131026.0,0.00678074
131081.0,0.00544866
131135.0,0.00451595
131200.0,0.00371762
131277.0,0.00307031
131353.0,0.00261515
131462.0,0.00216903
131593.0,0.00182285
131752.0,0.00155702
131934.0,0.00136835
132152.0,0.00123345
132442.0,0.00113602
132877.0,0.00107957
133095.0,0.00107433
133821.0,0.00112016
134692.0,0.00126664
135541.0,0.00150237
136359.0,0.00184393
137014.0,0.00223537
137587.0,0.00271555
137996.0,0.00320071
138323.0,0.00377424
138520.0,0.00429653
138692.0,0.00500119
138814.0,0.00579658
138913.0,0.0067819
138986.0,0.00789731
139056.0,0.00948736
139111.0,0.011395
139152.0,0.013431
139192.0,0.0162421
139229.0,0.0199941
139260.0,0.0245632
139288.0,0.030532
139314.0,0.0378945
139337.0,0.0472841
139359.0,0.0598885
139381.0,0.0771716
139407.0,0.103
139441.0,0.141897
139458.0,0.153951
139469.0,0.156735
139484.0,0.152464
139504.0,0.134595
139547.0,0.0864563
139570.0,0.0667693
139593.0,0.0522063
139616.0,0.0416552
139640.0,0.0334379
139664.0,0.0277129
139692.0,0.0228033
139722.0,0.0189855
139757.0,0.015906
139802.0,0.0130708
139855.0,0.0109261
139923.0,0.00912854
139999.0,0.00787317
140075.0,0.00705521
140165.0,0.00639381
140347.0,0.00563694
140620.0,0.00506727
141433.0,0.00417908
142952.0,0.00272853
143255.0,0.00253667
143298.0,0.00261292
143311.0,0.00272022
143317.0,0.00285422
143321.0,0.00312031
143323.0,0.00350348
143325.0,0.00400065
143327.0,0.00463315
143329.0,0.00555276
143330.0,0.00686976
143332.0,0.00872394
143334.0,0.0109941
143335.0,0.0143657
143337.0,0.0188499
143339.0,0.0246873
143341.0,0.0329599
143343.0,0.0440912
143345.0,0.0603957
143347.0,0.0836129
143351.0,0.126247
143358.0,0.20647
143362.0,0.234345
143365.0,0.245397
143365.0,0.245443
143369.0,0.237242
143372.0,0.210228
143378.0,0.148867
143382.0,0.0940806
143385.0,0.0668258
143388.0,0.0480656
143390.0,0.0357072
143391.0,0.0269374
143393.0,0.0201327
143395.0,0.0154833
143397.0,0.0119312
143398.0,0.00926606
143400.0,0.00726449
143402.0,0.0057989
143403.0,0.00477418
143405.0,0.00406884
143407.0,0.00349636
143409.0,0.00314787
143413.0,0.00285068
143418.0,0.00266784
143426.0,0.00255476
143454.0,0.00242237
143508.0,0.00232632
143907.0,0.00202908
144675.0,0.00162045
145572.0,0.0012735
146203.0,0.00109049
146991.0,9.1489E-4
147937.0,7.55417E-4
149040.0,6.25132E-4
150295.0,5.1926E-4
151510.0,4.51984E-4
151963.0,4.41615E-4
152289.0,4.55572E-4
152448.0,4.87535E-4
152535.0,5.26915E-4
152601.0,5.81341E-4
152651.0,6.50066E-4
152688.0,7.3195E-4
152725.0,8.5652E-4
152754.0,0.00101397
152778.0,0.00121591
152799.0,0.00146984
152814.0,0.00174702
152828.0,0.00210469
152840.0,0.00255672
152851.0,0.00314364
152861.0,0.00386931
152869.0,0.00475748
152876.0,0.00580306
152881.0,0.00706132
152887.0,0.00868569
152891.0,0.0104315
152894.0,0.0124341
152896.0,0.0149503
152899.0,0.0181872
152901.0,0.0220224
152903.0,0.0273675
152905.0,0.0336294
152907.0,0.0430907
152908.0,0.0542347
152910.0,0.0688305
152912.0,0.0877757
152914.0,0.116003
152916.0,0.153804
152918.0,0.206236
152920.0,0.279451
152923.0,0.383508
152926.0,0.55365
152936.0,1.1162
152940.0,1.26666
152944.0,1.31547
152947.0,1.27076
152951.0,1.13858
152956.0,0.816864
152962.0,0.512191
152965.0,0.370028
152967.0,0.266073
152970.0,0.19574
152972.0,0.145679
152974.0,0.112091
152976.0,0.0848109
152977.0,0.0665388
152979.0,0.0524829
152981.0,0.0417637
152982.0,0.0336514
152984.0,0.0273861
152986.0,0.0220376
152988.0,0.0181996
152991.0,0.0149601
152993.0,0.0124418
152996.0,0.0104379
153000.0,0.00869003
153006.0,0.00706388
153011.0,0.00580441
153018.0,0.00475787
153026.0,0.00386836
153036.0,0.00314132
153047.0,0.00255295
153059.0,0.00209948
153073.0,0.00174037
153091.0,0.00142364
153109.0,0.00120582
153133.0,0.00100035
153158.0,8.62028E-4
153189.0,7.43265E-4
153234.0,6.33824E-4
153280.0,5.64336E-4
153349.0,5.00346E-4
153403.0,4.67097E-4
153512.0,4.27909E-4
153692.0,3.91373E-4
154053.0,3.57121E-4
154631.0,3.32066E-4
156059.0,2.89784E-4
158285.0,2.49166E-4
161063.0,2.13852E-4
163641.0,1.9407E-4
163818.0,1.93723E-4
164333.0,1.99105E-4
164512.0,2.08769E-4
164627.0,2.24198E-4
164703.0,2.44704E-4
164760.0,2.73426E-4
164803.0,3.11457E-4
164835.0,3.57247E-4
164860.0,4.14013E-4
164878.0,4.74906E-4
164895.0,5.56434E-4
164909.0,6.54043E-4
164921.0,7.66763E-4
164932.0,9.16174E-4
164942.0,0.00109655
164951.0,0.00134572
164958.0,0.00164351
164964.0,0.00197778
164969.0,0.00234628
164973.0,0.00275714
164976.0,0.00326765
164979.0,0.00394434
164982.0,0.00478518
164984.0,0.00584821
164986.0,0.00712294
164988.0,0.00887681
164989.0,0.0111173
164991.0,0.0139033
164993.0,0.0175577
164994.0,0.0223106
164996.0,0.0284276
164998.0,0.0379025
165000.0,0.0502647
165002.0,0.0678221
165004.0,0.0905994
165007.0,0.123251
165010.0,0.176824
165016.0,0.288766
165021.0,0.394621
165025.0,0.446573
165029.0,0.465413
165029.0,0.465413
165032.0,0.4495
165036.0,0.405012
165042.0,0.296701
165048.0,0.17886
165051.0,0.127876
165053.0,0.0933983
165056.0,0.0685827
165058.0,0.0508502
165060.0,0.0390244
165062.0,0.0296218
165063.0,0.0224559
165065.0,0.0176711
165067.0,0.0139931
165068.0,0.011302
165070.0,0.00888423
165072.0,0.007129
165074.0,0.00585318
165076.0,0.00478958
165079.0,0.00392618
165082.0,0.00329972
165085.0,0.00280046
165089.0,0.00236258
165094.0,0.00195847
165101.0,0.00160102
165109.0,0.00130126
165117.0,0.00107947
165127.0,8.96479E-4
165138.0,7.52623E-4
165152.0,6.22987E-4
165167.0,5.34114E-4
165186.0,4.49377E-4
165210.0,3.82683E-4
165241.0,3.26857E-4
165281.0,2.85048E-4
165336.0,2.50339E-4
165383.0,2.3255E-4
165477.0,2.12632E-4
165603.0,2.00783E-4
165771.0,1.9427E-4
165897.0,1.9984E-4
165964.0,2.14758E-4
165990.0,2.29715E-4
166010.0,2.49418E-4
166027.0,2.78193E-4
166041.0,3.17881E-4
166051.0,3.67885E-4
166057.0,4.22945E-4
166061.0,4.6798E-4
166064.0,5.40054E-4
166066.0,6.18016E-4
166069.0,7.21862E-4
166070.0,8.52912E-4
166072.0,0.00104261
166073.0,0.00126459
166075.0,0.00156722
166076.0,0.00200003
166078.0,0.00256559
166079.0,0.00332237
166081.0,0.00432593
166082.0,0.00564265
166084.0,0.00735182
166085.0,0.00981725
166087.0,0.0128353
166088.0,0.0170923
166090.0,0.0224903
166092.0,0.0302801
166094.0,0.0404616
166097.0,0.0568424
166100.0,0.0804684
166104.0,0.126233
166111.0,0.185958
166114.0,0.212156
166118.0,0.221675
166118.0,0.221688
166122.0,0.21276
166126.0,0.189946
166131.0,0.13614
166136.0,0.0850808
166140.0,0.0594376
166142.0,0.0422971
166144.0,0.0308264
166146.0,0.023217
166148.0,0.0176691
166150.0,0.013289
166151.0,0.00988721
166153.0,0.00748636
166154.0,0.00564386
166156.0,0.00442285
166157.0,0.00347089
166158.0,0.00273426
166160.0,0.00216982
166161.0,0.00174008
166163.0,0.00136902
166164.0,0.00110258
166166.0,9.11845E-4
166167.0,7.75169E-4
166169.0,6.6107E-4
166171.0,5.74454E-4
166174.0,5.04021E-4
166177.0,4.49987E-4
166181.0,4.03244E-4
166187.0,3.57289E-4
166198.0,3.08886E-4
166211.0,2.71063E-4
166227.0,2.4487E-4
166252.0,2.21375E-4
166290.0,2.03446E-4
166336.0,1.93101E-4
166436.0,1.83204E-4
166811.0,1.738E-4
168532.0,1.6303E-4
172260.0,1.48342E-4
173981.0,1.44559E-4
175128.0,1.4702E-4
175701.0,1.55288E-4
176017.0,1.68436E-4
176216.0,1.86696E-4
176341.0,2.07751E-4
176441.0,2.35813E-4
176516.0,2.69408E-4
176578.0,3.12349E-4
176628.0,3.63591E-4
176676.0,4.36903E-4
176712.0,5.19255E-4
176743.0,6.19509E-4
176770.0,7.42541E-4
176796.0,9.0739E-4
176817.0,0.00110328
176835.0,0.00133656
176852.0,0.00164399
176867.0,0.00200835
176879.0,0.00243758
176891.0,0.00302433
176902.0,0.00370609
176911.0,0.00455454
176919.0,0.00569389
176927.0,0.00699095
176933.0,0.00858135
176938.0,0.0104112
176943.0,0.0130342
176948.0,0.0161044
176951.0,0.0196254
176955.0,0.0245844
176958.0,0.0307957
176962.0,0.0391535
176965.0,0.0496841
176969.0,0.0653945
176973.0,0.0876279
176978.0,0.123511
176988.0,0.197794
176993.0,0.220639
176998.0,0.228578
177001.0,0.223382
177006.0,0.203961
177013.0,0.155322
177020.0,0.100452
177025.0,0.0742709
177028.0,0.0561217
177032.0,0.0426628
177036.0,0.0335442
177039.0,0.0266214
177042.0,0.0214913
177046.0,0.0177276
177050.0,0.0143298
177054.0,0.0118622
177060.0,0.00955305
177066.0,0.00768149
177073.0,0.00614992
177080.0,0.00505392
177089.0,0.00410074
177099.0,0.00330019
177110.0,0.00270832
177122.0,0.00220831
177137.0,0.00178722
177153.0,0.0014462
177171.0,0.00118819
177192.0,9.71747E-4
177215.0,7.99521E-4
177241.0,6.66233E-4
177272.0,5.50031E-4
177312.0,4.50385E-4
177359.0,3.73297E-4
177409.0,3.18391E-4
177471.0,2.72671E-4
177546.0,2.37049E-4
177633.0,2.10364E-4
177762.0,1.86236E-4
177928.0,1.68594E-4
178228.0,1.5275E-4
178684.0,1.42737E-4
179687.0,1.35292E-4
180560.0,1.33902E-4
181954.0,1.3817E-4
182735.0,1.48714E-4
183181.0,1.62989E-4
183460.0,1.79701E-4
183683.0,2.0223E-4
183878.0,2.35283E-4
184018.0,2.73175E-4
184129.0,3.19276E-4
184227.0,3.7963E-4
184311.0,4.56546E-4
184380.0,5.50417E-4
184443.0,6.73354E-4
184495.0,8.21228E-4
184539.0,9.95152E-4
184579.0,0.00121665
184613.0,0.00148251
184646.0,0.00184006
184674.0,0.00226815
184698.0,0.00278855
184720.0,0.00344726
184740.0,0.00424597
184757.0,0.00523015
184774.0,0.006545
184788.0,0.00811279
184801.0,0.00994923
184812.0,0.012402
184824.0,0.0156318
184834.0,0.0197493
184842.0,0.0245625
184850.0,0.0305553
184857.0,0.0380379
184865.0,0.048728
184874.0,0.064511
184887.0,0.0955469
184898.0,0.119034
184906.0,0.130057
184910.0,0.131444
184917.0,0.127727
184925.0,0.115036
184946.0,0.0649266
184955.0,0.049052
184963.0,0.0382867
184970.0,0.030749
184978.0,0.0247103
184986.0,0.0198622
184997.0,0.0157165
185008.0,0.012466
185020.0,0.00999864
185032.0,0.00815201
185046.0,0.00657605
185063.0,0.00525477
185080.0,0.00426606
185100.0,0.00346384
185122.0,0.00280237
185146.0,0.00227981
185174.0,0.00185001
185207.0,0.00149106
185241.0,0.00122416
185281.0,0.00100181
185325.0,8.2722E-4
185377.0,6.78792E-4
185440.0,5.55405E-4
185510.0,4.61213E-4
185593.0,3.84077E-4
185691.0,3.23616E-4
185802.0,2.77527E-4
185942.0,2.39799E-4
186137.0,2.0719E-4
186360.0,1.85446E-4
186695.0,1.68087E-4
187141.0,1.58877E-4
187364.0,1.57842E-4
187866.0,1.62768E-4
188277.0,1.76323E-4
188543.0,1.93032E-4
188765.0,2.15595E-4
188955.0,2.45879E-4
189114.0,2.84561E-4
189241.0,3.29763E-4
189368.0,3.97264E-4
189463.0,4.71802E-4
189542.0,5.59431E-4
189621.0,6.84123E-4
189685.0,8.26247E-4
189744.0,0.00101283
189793.0,0.00122718
189838.0,0.00149976
189877.0,0.00183604
189915.0,0.00228348
189947.0,0.00281123
189977.0,0.0035138
190002.0,0.00433891
190024.0,0.00531438
190043.0,0.00650482
190063.0,0.00815982
190079.0,0.0101528
190093.0,0.0124423
190107.0,0.0155114
190118.0,0.0189964
190128.0,0.023428
190138.0,0.0292315
190146.0,0.0357761
190154.0,0.044855
190161.0,0.0560293
190167.0,0.0703609
190173.0,0.0877681
190178.0,0.108852
190182.0,0.136433
190188.0,0.174501
190193.0,0.227183
190200.0,0.317437
190212.0,0.490204
190219.0,0.556028
190224.0,0.573964
190230.0,0.552956
190237.0,0.480371
190252.0,0.268056
190258.0,0.202821
190263.0,0.155822
190268.0,0.121814
190273.0,0.0978753
190278.0,0.0786336
190284.0,0.0641482
190290.0,0.0517541
190297.0,0.0419134
190305.0,0.0336892
190314.0,0.0270655
190323.0,0.0218793
190334.0,0.0176745
190347.0,0.0142077
190361.0,0.0113068
190377.0,0.00907666
190394.0,0.00735109
190415.0,0.00585829
190434.0,0.00483996
190458.0,0.00392673
190486.0,0.0031579
190514.0,0.00259965
190548.0,0.00209428
190585.0,0.00171115
190627.0,0.00139716
190676.0,0.00113076
190732.0,9.20719E-4
190795.0,7.5149E-4
190859.0,6.30046E-4
190938.0,5.21426E-4
191033.0,4.3085E-4
191144.0,3.58587E-4
191271.0,3.02441E-4
191430.0,2.55661E-4
191620.0,2.18982E-4
191810.0,1.94647E-4
192096.0,1.71009E-4
192508.0,1.51182E-4
193118.0,1.35805E-4
193956.0,1.26056E-4
195205.0,1.22093E-4
196161.0,1.26592E-4
196726.0,1.36444E-4
197103.0,1.51513E-4
197354.0,1.71136E-4
197543.0,1.97144E-4
197668.0,2.25335E-4
197778.0,2.6324E-4
197872.0,3.13186E-4
197947.0,3.72657E-4
198016.0,4.5383E-4
198071.0,5.50268E-4
198119.0,6.72746E-4
198159.0,8.19733E-4
198193.0,9.96589E-4
198225.0,0.00122216
198251.0,0.00149129
198277.0,0.00185048
198299.0,0.00228823
198318.0,0.002812
198334.0,0.00344401
198348.0,0.00418239
198362.0,0.00519846
198375.0,0.00646152
198386.0,0.00806812
198396.0,0.00996375
198404.0,0.0122608
198412.0,0.0150929
198419.0,0.0188246
198425.0,0.0233062
198431.0,0.0285381
198436.0,0.0362471
198441.0,0.0451073
198446.0,0.0570867
198451.0,0.0741085
198458.0,0.101201
198474.0,0.18352
198480.0,0.202826
198485.0,0.207994
198490.0,0.201011
198497.0,0.175872
198513.0,0.0964555
198519.0,0.0725212
198525.0,0.0550826
198529.0,0.0437936
198534.0,0.0351074
198540.0,0.0279389
198545.0,0.0226998
198552.0,0.0180981
198559.0,0.014697
198567.0,0.011825
198576.0,0.00954047
198586.0,0.00771631
198596.0,0.00630065
198609.0,0.00510047
198622.0,0.00414861
198638.0,0.00335192
198656.0,0.00269773
198675.0,0.00220709
198697.0,0.00178834
198722.0,0.00145817
198751.0,0.00118277
198785.0,9.53353E-4
198821.0,7.8372E-4
198863.0,6.47806E-4
198911.0,5.369E-4
198956.0,4.62576E-4
199019.0,3.89791E-4
199097.0,3.28972E-4
199176.0,2.8897E-4
199270.0,2.5827E-4
199372.0,2.41976E-4
199396.0,2.41819E-4
199434.0,2.48396E-4
199459.0,2.66006E-4
199472.0,2.87244E-4
199478.0,3.08903E-4
199483.0,3.42662E-4
199486.0,3.87119E-4
199489.0,4.43932E-4
199491.0,5.17012E-4
199493.0,6.25651E-4
199494.0,7.67324E-4
199496.0,9.67096E-4
199498.0,0.00122324
199499.0,0.00156575
199501.0,0.00202091
199503.0,0.00261889
199504.0,0.0033937
199506.0,0.00454442
199508.0,0.00603917
199510.0,0.00821089
199512.0,0.0109863
199515.0,0.0148739
199518.0,0.0207328
199521.0,0.030065
199532.0,0.0637725
199537.0,0.0728424
199541.0,0.0761404
199541.0,0.0761471
199545.0,0.0731711
199549.0,0.0654076
199555.0,0.0470713
199561.0,0.0291243
199564.0,0.0202984
199567.0,0.0145111
199569.0,0.0106868
199571.0,0.00796287
199573.0,0.00604997
199575.0,0.00454739
199577.0,0.00339137
199579.0,0.00261362
199580.0,0.00201375
199582.0,0.00155748
199584.0,0.0012142
199585.0,9.55251E-4
199587.0,7.58317E-4
199589.0,6.18219E-4
199591.0,5.07728E-4
199593.0,4.33946E-4
199595.0,3.84606E-4
199598.0,3.38905E-4
199601.0,3.12419E-4
199607.0,2.84449E-4
199617.0,2.6177E-4
199634.0,2.42815E-4
199663.0,2.26387E-4
199701.0,2.17288E-4
199805.0,2.11753E-4
199934.0,2.1739E-4
200099.0,2.38689E-4
200236.0,2.72844E-4
200336.0,3.13592E-4
200417.0,3.62431E-4
200491.0,4.28342E-4
200562.0,5.2019E-4
200618.0,6.28533E-4
200668.0,7.64659E-4
200710.0,9.30506E-4
200745.0,0.00112324
200779.0,0.00138479
200808.0,0.00168418
200835.0,0.0020872
200859.0,0.0025938
200881.0,0.00323519
200898.0,0.0039624
200914.0,0.00487768
200928.0,0.00597838
200942.0,0.00744855
200954.0,0.00928388
200965.0,0.0115397
200974.0,0.0144525
200983.0,0.018073
200990.0,0.0224711
200996.0,0.0276181
201002.0,0.0344083
201007.0,0.0427025
201011.0,0.0523586
201014.0,0.0642271
201018.0,0.0803802
201021.0,0.102439
201025.0,0.128551
201028.0,0.165883
201032.0,0.217023
201036.0,0.294721
201043.0,0.4356
201052.0,0.635325
201056.0,0.709416
201061.0,0.736153
201066.0,0.714051
201071.0,0.630694
201085.0,0.316133
201090.0,0.234136
201094.0,0.174784
201097.0,0.136877
201100.0,0.108087
201104.0,0.0862326
201107.0,0.0702228
201110.0,0.0571017
201115.0,0.0456819
201119.0,0.0368263
201124.0,0.030214
201130.0,0.0244827
201137.0,0.0196016
201145.0,0.0156852
201154.0,0.0127516
201163.0,0.0103312
201174.0,0.00836924
201187.0,0.00670517
201200.0,0.00546846
201216.0,0.00438716
201235.0,0.00350208
201255.0,0.00282358
201278.0,0.00227879
201299.0,0.0019064
201325.0,0.00157145
