28-Ni-58(n,&gamma;) ENDF/B-VII.1
587438.0,0.00630369
587474.0,0.00745246
587504.0,0.0088354
587532.0,0.0107328
587553.0,0.0128874
587572.0,0.0154976
587589.0,0.018852
587604.0,0.0230072
587618.0,0.0283585
587633.0,0.0359971
587648.0,0.0465259
587671.0,0.0668729
587690.0,0.0842012
587705.0,0.0916236
587711.0,0.0924335
587722.0,0.0903872
587736.0,0.0812872
587774.0,0.0472398
587790.0,0.0366842
587804.0,0.0290548
587819.0,0.0235168
587836.0,0.0190353
587853.0,0.0158932
587874.0,0.0131783
587898.0,0.0110621
587923.0,0.00962787
587955.0,0.00837287
587993.0,0.00745144
588043.0,0.00674483
588119.0,0.00623257
588223.0,0.00605437
588391.0,0.00630108
588875.0,0.00774841
589109.0,0.00802635
589288.0,0.00785049
589580.0,0.0069558
590152.0,0.00467469
590488.0,0.00367387
590768.0,0.00307099
590993.0,0.00272039
591217.0,0.00248243
591385.0,0.00240794
591469.0,0.00244319
591553.0,0.00259548
591611.0,0.00284924
591650.0,0.00317787
591679.0,0.00359867
591703.0,0.00416231
591722.0,0.00485509
591736.0,0.00562128
591750.0,0.00675265
591760.0,0.00800003
591771.0,0.00979017
591779.0,0.0119342
591788.0,0.0149862
591795.0,0.0186589
591803.0,0.0240051
591812.0,0.0316799
591824.0,0.044963
591841.0,0.0668229
591850.0,0.0742563
591859.0,0.0773858
591867.0,0.0750328
591876.0,0.0681613
591894.0,0.0455707
591906.0,0.0321373
591915.0,0.0241292
591922.0,0.0190254
591930.0,0.0149237
591938.0,0.0119835
591947.0,0.00971089
591955.0,0.00828868
591965.0,0.00694871
591977.0,0.00581446
591992.0,0.00488787
592009.0,0.0041761
592032.0,0.00352196
592055.0,0.00309255
592086.0,0.00271884
592133.0,0.00236301
592189.0,0.00211657
592251.0,0.00194885
592334.0,0.0018075
592499.0,0.00164575
592811.0,0.00149255
593320.0,0.00137926
593767.0,0.00135206
594245.0,0.00140543
594532.0,0.00151692
594724.0,0.00166868
594858.0,0.00185266
594970.0,0.00210257
595059.0,0.00241915
595133.0,0.0028243
595196.0,0.00333664
595247.0,0.00397123
595292.0,0.00477083
595331.0,0.0057858
595365.0,0.00703722
595393.0,0.00850599
595420.0,0.0105151
595442.0,0.0128333
595464.0,0.0159388
595483.0,0.0197713
595502.0,0.0250898
595520.0,0.0319765
595538.0,0.0412459
595560.0,0.0562737
595591.0,0.078286
595607.0,0.0854902
595617.0,0.086654
595629.0,0.0846259
595648.0,0.0747432
595690.0,0.0449698
595709.0,0.0343186
595726.0,0.0268163
595744.0,0.0213218
595764.0,0.0170683
595784.0,0.0138603
595806.0,0.0112644
595830.0,0.00926064
595858.0,0.00758624
595890.0,0.00620754
595924.0,0.00521043
595962.0,0.00439768
596006.0,0.00373849
596068.0,0.00311629
596125.0,0.00272455
596214.0,0.00232517
596323.0,0.00203226
596447.0,0.00183238
596639.0,0.00166598
596926.0,0.0015598
597277.0,0.00152996
597788.0,0.00158225
598059.0,0.0016892
598151.0,0.00180645
598195.0,0.00193049
598229.0,0.00212411
598245.0,0.00230194
598259.0,0.00255692
598269.0,0.00289055
598274.0,0.00322257
598278.0,0.00360234
598283.0,0.00428261
598287.0,0.00511514
598290.0,0.00608001
598294.0,0.00758529
598297.0,0.00968668
598301.0,0.012211
598304.0,0.0159915
598308.0,0.0210052
598312.0,0.0281783
598316.0,0.0381203
598320.0,0.0522856
598326.0,0.0732738
598333.0,0.108962
598347.0,0.177088
598354.0,0.203216
598361.0,0.211293
598368.0,0.203436
598374.0,0.182193
598385.0,0.130697
598395.0,0.0813478
598400.0,0.0584164
598405.0,0.0433356
598409.0,0.032258
598413.0,0.0246313
598416.0,0.0186963
598420.0,0.0141869
598423.0,0.0109909
598427.0,0.00858283
598430.0,0.0068357
598434.0,0.00558351
598438.0,0.00457357
598442.0,0.00397956
598446.0,0.00344553
598451.0,0.0031001
598458.0,0.00278004
598468.0,0.00251445
598479.0,0.00235484
598500.0,0.00216532
598541.0,0.00198953
598603.0,0.00189559
598673.0,0.00187345
598844.0,0.00194749
598972.0,0.00210039
599074.0,0.0023417
599132.0,0.00258986
599183.0,0.00294855
599226.0,0.00344865
599257.0,0.00402244
599282.0,0.00476323
599302.0,0.00563691
599319.0,0.00670037
599334.0,0.00801006
599346.0,0.00969332
599358.0,0.0118966
599367.0,0.0143554
599376.0,0.0177753
599385.0,0.0222098
599393.0,0.0282745
599402.0,0.0367066
599412.0,0.048798
599438.0,0.0881254
599448.0,0.0975362
599456.0,0.100695
599466.0,0.0971164
599477.0,0.0845881
599502.0,0.0469537
599512.0,0.0349584
599520.0,0.027334
599529.0,0.0215365
599537.0,0.0175654
599547.0,0.0140889
599557.0,0.0115286
599569.0,0.00937905
599582.0,0.00779315
599598.0,0.00643837
599615.0,0.00551188
599637.0,0.00467112
599664.0,0.00399031
599697.0,0.00347855
599736.0,0.00311154
599793.0,0.00283541
599851.0,0.00274736
599895.0,0.00281785
599924.0,0.00297125
599946.0,0.00319764
599961.0,0.00345038
599977.0,0.00391464
599988.0,0.00446016
599996.0,0.00517935
600003.0,0.00602481
600009.0,0.00720181
600014.0,0.0087021
600019.0,0.0108296
600025.0,0.0138023
600030.0,0.0174456
600035.0,0.0224609
600041.0,0.0299772
600049.0,0.0426938
600066.0,0.0743813
600074.0,0.0847137
600082.0,0.0878953
600088.0,0.0856629
600095.0,0.0776675
600106.0,0.0582578
600118.0,0.036844
600125.0,0.0266448
600130.0,0.0203796
600136.0,0.0155691
600141.0,0.012271
600146.0,0.00971435
600152.0,0.00789855
600157.0,0.00662097
600163.0,0.00561445
600170.0,0.00481665
600177.0,0.00428868
600188.0,0.0037749
600203.0,0.00335501
600221.0,0.00303607
600254.0,0.00272429
600308.0,0.00249378
600396.0,0.00237392
600454.0,0.00235524
600644.0,0.00246131
600772.0,0.00265468
600886.0,0.00294751
600983.0,0.0033585
601056.0,0.00382329
601124.0,0.00449815
601182.0,0.00538117
601229.0,0.00644733
601272.0,0.00783015
601308.0,0.00950891
601342.0,0.0117424
601371.0,0.0144
601400.0,0.0180032
601433.0,0.0234837
601504.0,0.0380338
601523.0,0.0405235
601540.0,0.0413277
601562.0,0.0400843
601592.0,0.0350355
601650.0,0.0228304
601680.0,0.0178922
601711.0,0.014122
601744.0,0.0112392
601777.0,0.00914991
601814.0,0.00754193
601857.0,0.00620406
601900.0,0.00526663
601955.0,0.00443744
602028.0,0.00371391
602118.0,0.00315691
602219.0,0.00276207
602329.0,0.00249367
602505.0,0.0022426
602765.0,0.00207778
602943.0,0.00204881
603162.0,0.00209736
603397.0,0.0022874
603538.0,0.00252075
603667.0,0.0028786
603769.0,0.00333046
603847.0,0.00385015
603926.0,0.00461703
603994.0,0.00561913
604051.0,0.00682894
604099.0,0.00826871
604145.0,0.01019
604186.0,0.0125539
604227.0,0.0157617
604270.0,0.0202576
604370.0,0.0333056
604393.0,0.0353184
604418.0,0.0361114
604449.0,0.0348955
604492.0,0.030149
604565.0,0.0203354
604608.0,0.0158499
604652.0,0.0123934
604693.0,0.0100391
604740.0,0.00808622
604791.0,0.00657857
604846.0,0.00542292
604910.0,0.00446344
604979.0,0.00374981
605057.0,0.00317551
605165.0,0.00264175
605276.0,0.00227478
605417.0,0.00196517
605605.0,0.0017031
605793.0,0.00153465
606075.0,0.00137621
606451.0,0.00125714
606921.0,0.00118765
607234.0,0.00117562
607748.0,0.00122071
608067.0,0.00131388
608344.0,0.00148056
608514.0,0.00166392
608642.0,0.0018797
608770.0,0.00221741
608855.0,0.00256376
608940.0,0.00308093
609007.0,0.00368815
609060.0,0.00438847
609107.0,0.00525161
609153.0,0.0064862
609190.0,0.00789343
609223.0,0.00959556
609256.0,0.0119553
609284.0,0.0147368
609312.0,0.0184937
609342.0,0.0239061
609382.0,0.0335196
609413.0,0.0410154
609434.0,0.044602
609453.0,0.0457389
609477.0,0.0440301
609505.0,0.0384474
609561.0,0.0249638
609589.0,0.0195736
609619.0,0.0154487
609647.0,0.0125967
609680.0,0.0101559
609718.0,0.00825752
609760.0,0.00678421
609800.0,0.00583659
609853.0,0.00498749
609920.0,0.00434339
610002.0,0.00393659
610090.0,0.00380835
610185.0,0.00393997
610281.0,0.00434709
610356.0,0.00490687
610431.0,0.00576864
610499.0,0.0069433
610558.0,0.00844594
610608.0,0.0102085
610656.0,0.0125895
610696.0,0.0154245
610737.0,0.0193512
610775.0,0.0243448
610809.0,0.0305015
610845.0,0.0391031
610892.0,0.0538015
610943.0,0.0708817
610971.0,0.0763219
610988.0,0.0773236
611006.0,0.0760878
611040.0,0.0683851
611121.0,0.0417084
611158.0,0.0321889
611192.0,0.0255703
611227.0,0.0205046
611268.0,0.0161849
611309.0,0.0130174
611357.0,0.0104222
611406.0,0.00849747
611460.0,0.00698506
611522.0,0.00574075
611590.0,0.00475295
611658.0,0.00403816
611747.0,0.00337449
611859.0,0.00280698
611978.0,0.00242389
612101.0,0.00219973
612176.0,0.00215484
612243.0,0.00222037
612287.0,0.0023714
612320.0,0.00261279
612342.0,0.00289666
612359.0,0.00324389
612374.0,0.00371456
612386.0,0.00430088
612395.0,0.00498284
612403.0,0.00586794
612409.0,0.00696253
612414.0,0.00841223
612418.0,0.0102358
612422.0,0.0123549
612426.0,0.0155147
612430.0,0.0194789
612433.0,0.0247607
612437.0,0.0317034
612441.0,0.0421358
612445.0,0.0551094
612450.0,0.072181
612455.0,0.0984748
612462.0,0.140593
612478.0,0.261399
612486.0,0.300595
612493.0,0.317722
612494.0,0.318297
612501.0,0.307273
612508.0,0.27051
612521.0,0.177101
612530.0,0.11715
612536.0,0.0845466
612541.0,0.0620569
612545.0,0.0459203
612549.0,0.0353846
612553.0,0.0277817
612557.0,0.0219025
612560.0,0.0174256
612564.0,0.0140547
612567.0,0.0115371
612572.0,0.00939988
612576.0,0.00788097
612581.0,0.00661032
612586.0,0.00573177
612593.0,0.00493006
612603.0,0.00416251
612615.0,0.00356087
612632.0,0.00305552
612653.0,0.00266508
612679.0,0.00236819
612715.0,0.00214212
612769.0,0.00199623
612805.0,0.00197353
612871.0,0.00205351
612921.0,0.00223436
612958.0,0.00247353
612989.0,0.00278316
613019.0,0.00326537
613043.0,0.00386385
613064.0,0.00464149
613081.0,0.00557612
613096.0,0.0068002
613109.0,0.00834853
613119.0,0.0102269
613128.0,0.0125771
613137.0,0.0156113
613145.0,0.0198076
613153.0,0.0248116
613160.0,0.0315339
613169.0,0.0415248
613179.0,0.0573283
613198.0,0.0880044
613209.0,0.0991553
613216.0,0.101962
613224.0,0.0991313
613234.0,0.0895656
613262.0,0.0452753
613271.0,0.0340887
613279.0,0.0260639
613286.0,0.0209064
613293.0,0.017033
613301.0,0.0140526
613310.0,0.0113871
613320.0,0.00952142
613330.0,0.00808606
613342.0,0.00684675
613355.0,0.00600522
613373.0,0.00525127
613392.0,0.0048243
613411.0,0.00470564
613431.0,0.00491852
613448.0,0.00545662
613458.0,0.00602989
613469.0,0.00695203
613478.0,0.00823545
613485.0,0.00977988
613492.0,0.0117144
613498.0,0.0146074
613505.0,0.0181956
613511.0,0.0230297
613517.0,0.0301759
613524.0,0.0393877
613534.0,0.0554807
613550.0,0.0857421
613557.0,0.0955639
613565.0,0.101001
613567.0,0.101159
613574.0,0.0982941
613582.0,0.0890095
613596.0,0.0641192
613607.0,0.0427078
613615.0,0.0318602
613621.0,0.0246808
613627.0,0.0194257
613633.0,0.0154443
613639.0,0.0123027
613645.0,0.010031
613652.0,0.00825236
613660.0,0.00689831
613669.0,0.00572076
613680.0,0.00476259
613692.0,0.00404713
613707.0,0.0034332
613726.0,0.00293605
613746.0,0.002555
613776.0,0.00220462
613811.0,0.00194819
613850.0,0.00178174
613904.0,0.00167397
613932.0,0.00166308
613979.0,0.00171859
614014.0,0.00184985
614041.0,0.00203505
614062.0,0.00229044
614081.0,0.0026304
614097.0,0.00311425
614109.0,0.0037064
614119.0,0.00443148
614127.0,0.00526857
614134.0,0.00635275
614140.0,0.0075588
614146.0,0.00943229
614152.0,0.0116122
614158.0,0.0146291
614164.0,0.0189417
614171.0,0.025457
614179.0,0.0346161
614198.0,0.0599578
614206.0,0.0679535
614213.0,0.0714619
614215.0,0.0715682
614223.0,0.0687713
614232.0,0.0602854
614255.0,0.0302865
614263.0,0.0221339
614269.0,0.0169578
614275.0,0.0131314
614280.0,0.0106092
614286.0,0.00851194
614292.0,0.00697993
614298.0,0.00578268
614305.0,0.00485329
614314.0,0.00404344
614324.0,0.00341837
614335.0,0.00291798
614349.0,0.00249053
614366.0,0.00214517
614388.0,0.00185073
614410.0,0.00165472
614444.0,0.00146194
614486.0,0.00130994
614549.0,0.00118023
614628.0,0.00109086
614770.0,0.00101032
615033.0,9.54439E-4
615231.0,9.44634E-4
615518.0,9.63753E-4
615710.0,0.00100666
615892.0,0.00109526
616021.0,0.00122707
616107.0,0.00139385
616166.0,0.00158642
616212.0,0.00182724
616250.0,0.00213896
616281.0,0.00252052
616308.0,0.00302495
616327.0,0.00354982
616346.0,0.00432751
616363.0,0.00531299
616376.0,0.00641499
616388.0,0.00784385
616398.0,0.00959712
616407.0,0.0117881
616415.0,0.0147231
616423.0,0.0186307
616430.0,0.0238161
616438.0,0.0303606
616445.0,0.0395232
616454.0,0.0527176
616478.0,0.0993835
616488.0,0.111236
616496.0,0.115021
616504.0,0.111734
616514.0,0.0984478
616539.0,0.0509547
616548.0,0.0382935
616556.0,0.0290658
616562.0,0.0231289
616569.0,0.0184893
616576.0,0.0149412
616585.0,0.0119652
616594.0,0.00969723
616604.0,0.0079421
616614.0,0.00668891
616627.0,0.00552205
616643.0,0.00455885
616661.0,0.00382777
616682.0,0.00321507
616708.0,0.0027294
616734.0,0.00240888
616759.0,0.00219153
616809.0,0.00192935
616859.0,0.00180635
616898.0,0.00177738
616956.0,0.00183501
617000.0,0.0019903
617034.0,0.00224177
617059.0,0.00256465
617079.0,0.00299495
617094.0,0.00351423
617104.0,0.00407156
617113.0,0.00472419
617120.0,0.00555491
617126.0,0.00658281
617133.0,0.00808773
617138.0,0.00988058
617143.0,0.0123679
617149.0,0.0157894
617154.0,0.0204132
617159.0,0.0264956
617165.0,0.0353151
617172.0,0.0489722
617192.0,0.0926083
617200.0,0.106348
617208.0,0.111669
617209.0,0.111722
617215.0,0.108287
617224.0,0.0959117
617246.0,0.0465164
617253.0,0.0339485
617259.0,0.0257684
617264.0,0.019577
617269.0,0.0153719
617274.0,0.0122263
617280.0,0.00984957
617285.0,0.00812827
617291.0,0.00673125
617298.0,0.00555107
617307.0,0.0046353
617318.0,0.00393442
617330.0,0.00340894
617348.0,0.0029414
617371.0,0.00258725
617403.0,0.00232748
617451.0,0.00217175
617483.0,0.00214787
617552.0,0.00221792
617621.0,0.00240903
617685.0,0.00269488
617759.0,0.003198
617824.0,0.0038548
617883.0,0.00470081
617936.0,0.00580199
617983.0,0.00715375
618028.0,0.00887071
618076.0,0.0112384
618135.0,0.0150276
618178.0,0.0187247
618202.0,0.0219141
618217.0,0.0250487
618228.0,0.0291456
618237.0,0.0340988
618244.0,0.0406481
618250.0,0.0486946
618257.0,0.0597714
618264.0,0.0755434
618271.0,0.0988729
618282.0,0.139764
618298.0,0.206797
618307.0,0.230881
618314.0,0.237277
618321.0,0.229646
618331.0,0.201652
618354.0,0.105095
618362.0,0.0771841
618368.0,0.0599499
618375.0,0.0469222
618381.0,0.0376856
618388.0,0.0306531
618396.0,0.0251496
618403.0,0.0212878
618412.0,0.0179279
618424.0,0.0150634
618437.0,0.0127154
618456.0,0.010547
618479.0,0.00874395
618508.0,0.00719757
618545.0,0.00585767
618584.0,0.00487419
618636.0,0.00396779
618695.0,0.00326359
618759.0,0.00273944
618823.0,0.00236678
618912.0,0.00200699
619027.0,0.00170257
619156.0,0.00148638
619314.0,0.0013198
619472.0,0.00121508
619795.0,0.00110312
620191.0,0.00106057
620248.0,0.00105966
620672.0,0.00109392
621012.0,0.00118797
621182.0,0.00127813
621352.0,0.00142738
621479.0,0.00161571
621585.0,0.00187163
621670.0,0.0022007
621734.0,0.00258095
621789.0,0.00307125
621834.0,0.00365474
621872.0,0.00437766
621908.0,0.00537141
621938.0,0.00656287
621962.0,0.00795029
621984.0,0.00973023
622004.0,0.0119428
622020.0,0.0144634
622036.0,0.0178493
622050.0,0.0221972
622062.0,0.0275694
622074.0,0.0344881
622084.0,0.0429297
622092.0,0.0531945
622101.0,0.0666719
622110.0,0.0853149
622120.0,0.111104
622132.0,0.154935
622153.0,0.232648
622164.0,0.259683
622172.0,0.266344
622182.0,0.257061
622194.0,0.224788
622221.0,0.124495
622232.0,0.093101
622241.0,0.0715639
622251.0,0.0556086
622260.0,0.0449228
622270.0,0.0358097
622281.0,0.0286156
622293.0,0.023159
622306.0,0.0186885
622320.0,0.0154628
622337.0,0.0125079
622357.0,0.0101342
622379.0,0.00828539
622402.0,0.00688272
622432.0,0.00563797
622466.0,0.00463015
622501.0,0.00393031
622549.0,0.0032716
622606.0,0.0027579
622675.0,0.00236222
622760.0,0.00206281
622866.0,0.00184506
622994.0,0.00170495
623182.0,0.001622
623270.0,0.00161332
623485.0,0.00164351
623806.0,0.00180985
624020.0,0.00202178
624181.0,0.0022718
624341.0,0.00266653
624448.0,0.00307998
624534.0,0.00357393
624609.0,0.00421538
624673.0,0.00503728
624724.0,0.00599226
624771.0,0.0072783
624808.0,0.00877553
624843.0,0.0107822
624870.0,0.0130413
624897.0,0.0161729
624919.0,0.0198442
624938.0,0.0241578
624957.0,0.0301514
624973.0,0.0372844
624989.0,0.0471178
625004.0,0.0597449
625020.0,0.0779618
625039.0,0.106136
625067.0,0.149561
625083.0,0.16576
625092.0,0.168005
625105.0,0.162645
625120.0,0.145299
625158.0,0.0853416
625174.0,0.0647913
625189.0,0.0509699
625204.0,0.0411562
625220.0,0.0331089
625238.0,0.026617
625257.0,0.0218071
625278.0,0.0179671
625302.0,0.0148328
625330.0,0.0122254
625365.0,0.0101194
625403.0,0.0085725
625441.0,0.00753997
625495.0,0.00655864
625568.0,0.00581427
625641.0,0.00545436
625738.0,0.00530972
625866.0,0.00549914
626005.0,0.00606945
626151.0,0.00706708
626297.0,0.00857191
626418.0,0.0103475
626537.0,0.012704
626676.0,0.0164023
626957.0,0.0262754
627054.0,0.0286688
627127.0,0.0292717
627229.0,0.0281365
627375.0,0.0237463
627575.0,0.0171122
627703.0,0.0140624
627827.0,0.0121283
627899.0,0.0114636
627989.0,0.0111498
628074.0,0.0114882
628159.0,0.0125965
628231.0,0.0142672
628362.0,0.0178623
628410.0,0.0183348
628459.0,0.0178365
628526.0,0.0157895
628652.0,0.011146
628730.0,0.00903992
628803.0,0.00763208
628887.0,0.0065273
628972.0,0.00582112
629078.0,0.00535915
629138.0,0.0052928
629206.0,0.00543396
629274.0,0.00592442
629320.0,0.00659386
629361.0,0.00765386
629391.0,0.00885713
629415.0,0.0102772
629437.0,0.0121584
629456.0,0.0144608
629474.0,0.0176277
629489.0,0.0213932
629503.0,0.0263771
629518.0,0.0333807
629534.0,0.043346
629556.0,0.0614861
629578.0,0.0800251
629593.0,0.0869953
629600.0,0.0877588
629611.0,0.085466
629627.0,0.075737
629664.0,0.0447818
629678.0,0.03488
629693.0,0.0273701
629708.0,0.0220971
629723.0,0.0180057
629740.0,0.0148134
629759.0,0.0121245
629782.0,0.00996661
629804.0,0.0085075
629834.0,0.00710799
629868.0,0.00601127
629908.0,0.00517142
629961.0,0.00444586
630014.0,0.00397206
630100.0,0.00349374
630213.0,0.0031526
630350.0,0.00295979
630443.0,0.00292339
630572.0,0.00300249
630655.0,0.00318124
630728.0,0.00351971
630777.0,0.0039684
630810.0,0.00447773
630834.0,0.00504587
630857.0,0.00583857
630875.0,0.00682723
630893.0,0.00825034
630909.0,0.0101204
630922.0,0.0124396
630936.0,0.0156363
630950.0,0.0203994
630983.0,0.0336898
630992.0,0.0365507
631002.0,0.0380325
631006.0,0.0381362
631016.0,0.0372506
631029.0,0.0336759
631064.0,0.0200819
631079.0,0.0156076
631093.0,0.0124835
631108.0,0.0103116
631124.0,0.00863001
631145.0,0.00727672
631170.0,0.00628521
631194.0,0.00568274
631228.0,0.00521896
631274.0,0.0049326
631304.0,0.00488529
631373.0,0.00505358
631439.0,0.00553507
631503.0,0.00638652
631546.0,0.00730021
631584.0,0.00855397
631613.0,0.0100795
631633.0,0.011778
631649.0,0.0136867
631662.0,0.0161849
631673.0,0.0189526
631682.0,0.0226996
631692.0,0.0280995
631700.0,0.0345483
631709.0,0.0442343
631721.0,0.0602757
631742.0,0.0942839
631753.0,0.106279
631761.0,0.109553
631771.0,0.106042
631780.0,0.0959111
631808.0,0.0531465
631817.0,0.041404
631827.0,0.0327048
631835.0,0.0277257
631844.0,0.0231895
631856.0,0.0194604
631868.0,0.0170507
631885.0,0.0149813
631910.0,0.0130108
631949.0,0.0112129
632010.0,0.00942867
632086.0,0.00787692
632158.0,0.00687679
632246.0,0.00614716
632316.0,0.00589077
632350.0,0.0058538
632423.0,0.00596921
632495.0,0.00637025
632565.0,0.00710078
632627.0,0.00817899
632679.0,0.00955139
632724.0,0.01129
632765.0,0.013614
632800.0,0.016394
632828.0,0.0194872
632855.0,0.0238343
632876.0,0.028517
632895.0,0.0348002
632911.0,0.0422654
632925.0,0.0519776
632939.0,0.065608
632956.0,0.0874142
632976.0,0.115602
632987.0,0.126444
632998.0,0.129854
633007.0,0.127421
633022.0,0.11388
633051.0,0.0806706
633068.0,0.066345
633087.0,0.0557002
633113.0,0.0458597
633149.0,0.0363125
633192.0,0.0275561
633231.0,0.0215963
633270.0,0.0172534
633309.0,0.0140115
633351.0,0.0115463
633404.0,0.00933551
633457.0,0.00780204
633521.0,0.00651165
633597.0,0.00548918
633692.0,0.00465545
633792.0,0.00408476
633915.0,0.00363586
634100.0,0.00324321
634327.0,0.00300101
634600.0,0.00289132
634691.0,0.00288535
634993.0,0.00298432
635157.0,0.00317141
635284.0,0.00348327
635363.0,0.00385409
635422.0,0.00432796
635465.0,0.00488241
635506.0,0.00572047
635536.0,0.00665371
635563.0,0.00794865
635584.0,0.00946226
635604.0,0.0115419
635620.0,0.014152
635634.0,0.0172335
635646.0,0.0208844
635659.0,0.0263419
635671.0,0.0332176
635685.0,0.0440843
635717.0,0.0751444
635727.0,0.0823025
635740.0,0.0856969
635750.0,0.0833883
635762.0,0.074906
635796.0,0.0425706
635809.0,0.0330395
635820.0,0.0265547
635833.0,0.0211561
635845.0,0.0172743
635857.0,0.0145965
635871.0,0.0122935
635889.0,0.0102688
635910.0,0.00861868
635932.0,0.00742389
635955.0,0.00659333
635988.0,0.00577502
636033.0,0.00515043
636084.0,0.00479026
636134.0,0.00468537
636201.0,0.00489914
636246.0,0.00532544
636280.0,0.00588539
636308.0,0.00663678
636333.0,0.00769847
636353.0,0.00895695
636368.0,0.0104159
636383.0,0.0123471
636396.0,0.014904
636408.0,0.0178977
636419.0,0.022029
636430.0,0.0280318
636442.0,0.0361313
636457.0,0.0490067
636477.0,0.0685896
636486.0,0.0743641
636497.0,0.0783582
636499.0,0.0784534
636509.0,0.0762073
636521.0,0.0681297
636552.0,0.0391021
636565.0,0.0298841
636576.0,0.024017
636587.0,0.019355
636599.0,0.0159627
636612.0,0.0132009
636627.0,0.0111398
636644.0,0.00953616
636665.0,0.0083201
636691.0,0.00735755
636724.0,0.00673852
636758.0,0.00655092
636797.0,0.00677058
636835.0,0.00746724
636860.0,0.00827285
636883.0,0.00944424
636906.0,0.0110498
636928.0,0.0134061
636947.0,0.016428
636967.0,0.0206467
636989.0,0.0269051
637024.0,0.0385425
637043.0,0.0424823
637053.0,0.0431024
637070.0,0.0413581
637090.0,0.0360253
637129.0,0.0231735
637148.0,0.0183344
637167.0,0.0145896
637188.0,0.0118072
637211.0,0.00963379
637237.0,0.00793916
637262.0,0.00683448
637295.0,0.00581161
637336.0,0.00496773
637382.0,0.00434255
637452.0,0.00376515
637549.0,0.00330913
637664.0,0.00300278
637848.0,0.00273296
638144.0,0.00250789
638735.0,0.00228478
639215.0,0.00221909
639528.0,0.00228428
639737.0,0.00246504
639864.0,0.00271174
639951.0,0.00301477
640017.0,0.00337916
640083.0,0.00395643
640130.0,0.00459809
640167.0,0.00534622
640205.0,0.00644044
640238.0,0.0078754
640264.0,0.00958369
640286.0,0.0115905
640306.0,0.0140702
640324.0,0.0173774
640340.0,0.0214478
640355.0,0.0266899
640368.0,0.0336569
640381.0,0.0424065
640393.0,0.0534613
640406.0,0.0697042
640423.0,0.0981928
640445.0,0.13439
640458.0,0.14923
640467.0,0.152527
640480.0,0.146747
640495.0,0.127026
640524.0,0.0764302
640538.0,0.0580255
640551.0,0.0451556
640564.0,0.0353188
640576.0,0.0283338
640589.0,0.0232119
640603.0,0.0190568
640620.0,0.0155402
640640.0,0.0125053
640658.0,0.0105265
640681.0,0.00871671
640710.0,0.00710849
640742.0,0.00592028
640779.0,0.00493698
640823.0,0.00415504
640877.0,0.00350845
640940.0,0.00301714
641025.0,0.00259262
641134.0,0.0022565
641283.0,0.00198696
641491.0,0.00177202
641805.0,0.00159787
642306.0,0.00146387
642682.0,0.00143391
642951.0,0.00146352
643130.0,0.00153017
643310.0,0.00167798
643445.0,0.00190638
643534.0,0.00218151
643596.0,0.00248188
643655.0,0.00292205
643697.0,0.00339208
643739.0,0.00408347
643775.0,0.00495765
643805.0,0.00607193
643829.0,0.00732573
643849.0,0.00883637
643866.0,0.0106786
643882.0,0.0128611
643896.0,0.0158589
643909.0,0.0195081
643920.0,0.0237005
643930.0,0.0291178
643938.0,0.0355031
643946.0,0.0442516
643954.0,0.0554181
643962.0,0.0695701
643970.0,0.0892828
643979.0,0.119236
643991.0,0.169923
644009.0,0.251028
644019.0,0.284536
644028.0,0.293543
644037.0,0.283726
644048.0,0.248604
644074.0,0.131375
644084.0,0.0967081
644092.0,0.0741091
644100.0,0.0583099
644108.0,0.0462503
644117.0,0.0372168
644125.0,0.0306705
644136.0,0.0248572
644146.0,0.0207854
644159.0,0.0173837
644173.0,0.014817
644190.0,0.0130008
644207.0,0.0122381
644210.0,0.0122165
644221.0,0.0125403
644230.0,0.0133915
644239.0,0.015103
644246.0,0.0172842
644252.0,0.0206347
644258.0,0.0248347
644264.0,0.030626
644270.0,0.0383661
644276.0,0.0499172
644284.0,0.0675805
644305.0,0.124565
644313.0,0.138826
644320.0,0.144947
644321.0,0.145021
644329.0,0.139953
644338.0,0.123806
644361.0,0.0604465
644368.0,0.0447836
644375.0,0.0335003
644380.0,0.0264422
644386.0,0.0211147
644391.0,0.0171147
644397.0,0.0140165
644402.0,0.0117518
644409.0,0.00988171
644417.0,0.00825466
644425.0,0.00708973
644438.0,0.0058843
644453.0,0.00494169
644471.0,0.00421356
644496.0,0.00353533
644522.0,0.0030868
644552.0,0.00271165
644605.0,0.00229069
644669.0,0.00198208
644736.0,0.00177933
644812.0,0.00162338
644964.0,0.00144245
645116.0,0.00135625
645268.0,0.00132738
645408.0,0.00135129
645547.0,0.0014513
645640.0,0.0016041
645703.0,0.00178988
645756.0,0.0020405
645798.0,0.0023513
645835.0,0.0027604
645867.0,0.00327839
645893.0,0.00389612
645919.0,0.0047297
645944.0,0.0059024
645969.0,0.00747545
646004.0,0.0104418
646033.0,0.0128403
646054.0,0.0138422
646063.0,0.0139436
646079.0,0.0135852
646102.0,0.0121211
646153.0,0.00774356
646176.0,0.00615394
646202.0,0.00489646
646227.0,0.00400006
646257.0,0.00326998
646287.0,0.00274855
646324.0,0.00231802
646366.0,0.00198836
646409.0,0.00176342
646468.0,0.00155227
646552.0,0.00136706
646679.0,0.00121357
646873.0,0.0010981
647160.0,0.00102473
647667.0,9.90671E-4
648151.0,0.00102048
648511.0,0.0010978
648700.0,0.00117608
