26-Fe-56(n,elastic) ENDF/B-VII.1
603657.0,4.90182
603677.0,3.91246
603693.0,3.35076
603714.0,2.83114
603740.0,2.41034
603766.0,2.1349
603805.0,1.87125
603858.0,1.65228
603934.0,1.47479
604051.0,1.3258
604177.0,1.23679
604491.0,1.12207
605141.0,1.01381
607681.0,0.758119
607868.0,0.710854
607886.0,0.729275
607895.0,0.770225
607906.0,0.870028
607915.0,1.02992
607930.0,1.37973
607943.0,1.6863
607953.0,1.78966
607956.0,1.79279
607966.0,1.71554
607982.0,1.39424
607995.0,1.14912
608006.0,1.01028
608020.0,0.904387
608032.0,0.861269
608061.0,0.814717
608161.0,0.766766
608640.0,0.695664
609817.0,0.569687
609855.0,0.569085
609942.0,0.579186
609996.0,0.61117
610028.0,0.663206
610045.0,0.723461
610059.0,0.817989
610068.0,0.915186
610076.0,1.05783
610083.0,1.23509
610090.0,1.48814
610097.0,1.86454
610104.0,2.37422
610113.0,3.18327
610133.0,5.37815
610142.0,6.01013
610150.0,6.26725
610150.0,6.26751
610158.0,6.07653
610167.0,5.46283
610191.0,2.87888
610199.0,2.21496
610207.0,1.76095
610214.0,1.41769
610222.0,1.17599
610229.0,1.01289
610238.0,0.896582
610248.0,0.796716
610262.0,0.720044
610286.0,0.6447
610324.0,0.583691
610384.0,0.538296
610515.0,0.49336
610944.0,0.41792
611739.0,0.308227
612046.0,0.276941
612362.0,0.262521
612542.0,0.268972
612679.0,0.285388
612821.0,0.31793
612922.0,0.356506
612986.0,0.396259
613011.0,0.422584
613029.0,0.455943
613040.0,0.501898
613048.0,0.560226
613056.0,0.655412
613064.0,0.802133
613072.0,1.01567
613095.0,1.76762
613104.0,1.94013
613109.0,1.96856
613117.0,1.89369
613126.0,1.67185
613146.0,0.997666
613154.0,0.787853
613160.0,0.668822
613168.0,0.580351
613177.0,0.521629
613184.0,0.501869
613198.0,0.491295
613252.0,0.527879
613372.0,0.654044
613488.0,0.813824
613603.0,1.0206
613730.0,1.32082
613834.0,1.65296
613908.0,1.97779
613958.0,2.30782
613997.0,2.69864
614024.0,3.15392
614040.0,3.5683
614058.0,4.23046
614075.0,5.18509
614095.0,6.70396
614122.0,8.88471
614132.0,9.39115
614141.0,9.54801
614154.0,9.28821
614172.0,8.22448
614202.0,6.0041
614219.0,5.12664
614240.0,4.4683
614260.0,4.10783
614289.0,3.87539
614329.0,3.78541
614397.0,3.88329
614532.0,4.40473
614633.0,5.05488
614699.0,5.76519
614762.0,6.82534
614837.0,8.37004
614880.0,8.85561
614891.0,8.88549
614938.0,8.60384
615067.0,6.82426
615156.0,6.04024
615268.0,5.43423
615456.0,4.81652
615787.0,4.10947
615877.0,4.02247
615897.0,4.1103
615913.0,4.35591
615927.0,4.85009
615947.0,6.08677
615961.0,6.8218
615971.0,7.0155
615980.0,6.85984
615995.0,6.08216
616015.0,4.8483
616030.0,4.30117
616050.0,3.96583
616081.0,3.78291
616238.0,3.47462
616660.0,3.00213
617299.0,2.52782
618079.0,2.1561
619081.0,1.84529
620499.0,1.56772
623210.0,1.22043
623356.0,1.16978
623377.0,1.20295
623387.0,1.27338
623399.0,1.42973
623410.0,1.71021
623433.0,2.3499
623443.0,2.49618
623447.0,2.50415
623458.0,2.39655
623489.0,1.7407
623504.0,1.5366
623523.0,1.41717
623563.0,1.33765
623677.0,1.29381
623752.0,1.32517
623782.0,1.38221
623801.0,1.47109
623813.0,1.60417
623824.0,1.81722
623832.0,2.08719
623840.0,2.48097
623849.0,3.07619
623863.0,4.41007
623876.0,5.53871
623885.0,5.9913
623890.0,6.06717
623898.0,5.8961
623908.0,5.21918
623931.0,3.09426
623939.0,2.47356
623947.0,2.06808
623956.0,1.77467
623965.0,1.59152
623975.0,1.46245
623991.0,1.36139
624018.0,1.28884
624092.0,1.22376
624475.0,1.15818
626084.0,0.993116
626418.0,0.909538
626550.0,0.853608
626584.0,0.875178
626600.0,0.931561
626612.0,1.02936
626621.0,1.17531
626629.0,1.38243
626637.0,1.69322
626645.0,2.13217
626654.0,2.79987
626679.0,5.00082
626689.0,5.56373
626696.0,5.71527
626704.0,5.61943
626714.0,5.13659
626742.0,3.27309
626753.0,2.69007
626765.0,2.2833
626776.0,2.01066
626792.0,1.77476
626816.0,1.56819
626841.0,1.4441
626874.0,1.34285
626947.0,1.22496
627085.0,1.13042
627406.0,1.04732
628844.0,0.890774
628951.0,0.858415
628966.0,0.86628
628977.0,0.898251
628989.0,0.982529
628999.0,1.13165
629010.0,1.38322
629031.0,1.96877
629042.0,2.13281
629046.0,2.14914
629056.0,2.07507
629071.0,1.76474
629087.0,1.41827
629100.0,1.23009
629112.0,1.12313
629135.0,1.03959
629178.0,0.985494
629310.0,0.937269
629823.0,0.891992
630100.0,0.884504
630474.0,0.907648
630620.0,0.951158
630734.0,1.03149
630818.0,1.15616
630870.0,1.29968
630913.0,1.499
630948.0,1.75588
630978.0,2.10827
631000.0,2.48072
631021.0,3.00942
631042.0,3.72646
631065.0,4.82298
631115.0,7.80181
631129.0,8.31309
631141.0,8.46562
631159.0,8.1246
631183.0,6.9524
631220.0,4.72371
631243.0,3.68615
631264.0,2.99844
631286.0,2.50718
631312.0,2.08862
631338.0,1.80092
631372.0,1.54167
631416.0,1.33413
631462.0,1.19099
631542.0,1.0456
631667.0,0.928356
631861.0,0.841354
632218.0,0.765718
632970.0,0.675025
633003.0,0.674633
633107.0,0.687684
633188.0,0.735628
633238.0,0.812067
633269.0,0.895648
633300.0,1.04048
633323.0,1.2033
633344.0,1.42544
633365.0,1.74515
633386.0,2.19356
633410.0,2.8456
633449.0,4.08652
633470.0,4.50816
633481.0,4.58347
633504.0,4.43589
633536.0,3.76962
633580.0,2.81154
633612.0,2.30117
633647.0,1.92684
633688.0,1.64606
633728.0,1.45916
633788.0,1.27741
633849.0,1.16133
633951.0,1.03955
634082.0,0.95024
634276.0,0.875389
634662.0,0.799982
635364.0,0.739365
635887.0,0.723972
636157.0,0.734842
636284.0,0.765035
636336.0,0.804321
636368.0,0.86005
636392.0,0.947183
636408.0,1.05693
636420.0,1.21129
636429.0,1.39445
636438.0,1.66765
636447.0,2.06143
636456.0,2.63272
636474.0,4.01535
636487.0,4.90826
636496.0,5.26379
636501.0,5.31863
636509.0,5.1832
636519.0,4.70346
636546.0,2.7186
636556.0,2.15546
636566.0,1.75528
636575.0,1.51274
636586.0,1.3178
636601.0,1.16446
636620.0,1.05637
636651.0,0.969791
636701.0,0.91917
636750.0,0.907006
636840.0,0.928322
636931.0,0.989886
637029.0,1.1147
637087.0,1.23824
637149.0,1.43917
637200.0,1.70354
637241.0,2.0266
637275.0,2.41179
637307.0,2.95639
637335.0,3.63521
637360.0,4.48788
637383.0,5.60266
637410.0,7.32023
637461.0,11.2856
637482.0,12.1785
637490.0,12.2741
637510.0,11.8266
637532.0,10.4267
637578.0,6.60725
637601.0,5.14744
637624.0,4.0396
637645.0,3.28154
637669.0,2.67771
637694.0,2.21532
637722.0,1.84505
637758.0,1.51979
637794.0,1.29722
637846.0,1.08529
637894.0,0.954087
637964.0,0.830013
638041.0,0.743927
638164.0,0.662178
638312.0,0.607245
638608.0,0.551523
639175.0,0.501871
640750.0,0.407773
641101.0,0.369789
641335.0,0.329366
641364.0,0.329119
641397.0,0.340993
641419.0,0.368619
641433.0,0.408014
641444.0,0.458889
641455.0,0.54085
641463.0,0.633404
641472.0,0.763513
641480.0,0.942084
641489.0,1.21461
641500.0,1.65045
641527.0,2.84969
641540.0,3.21939
641549.0,3.3044
641561.0,3.16417
641577.0,2.69238
641600.0,1.92077
641614.0,1.5488
641627.0,1.31644
641642.0,1.13102
641660.0,0.976869
641686.0,0.839095
641721.0,0.73148
641771.0,0.645374
641850.0,0.57328
641938.0,0.530268
642125.0,0.483567
642476.0,0.445083
643266.0,0.409073
643794.0,0.386025
643970.0,0.375064
644020.0,0.384369
644049.0,0.407903
644068.0,0.442683
644082.0,0.491737
644092.0,0.550858
644100.0,0.623382
644109.0,0.730179
644117.0,0.887963
644124.0,1.07404
644132.0,1.36624
644139.0,1.75462
644147.0,2.28352
644160.0,3.34475
644177.0,4.80332
644187.0,5.36313
644196.0,5.5424
644204.0,5.41062
644215.0,4.92205
644243.0,2.93352
644254.0,2.33816
644264.0,1.9512
644275.0,1.63527
644286.0,1.40758
644301.0,1.21066
644318.0,1.07354
644344.0,0.935486
644379.0,0.830943
644423.0,0.758401
644480.0,0.708143
644586.0,0.670491
644674.0,0.664063
644828.0,0.680634
645031.0,0.741184
645253.0,0.860894
645431.0,1.01506
645594.0,1.22975
645710.0,1.45373
645790.0,1.68049
645841.0,1.91268
645870.0,2.16228
645889.0,2.44372
645904.0,2.82412
645917.0,3.35408
645930.0,4.14476
645945.0,5.45914
645969.0,7.66865
645982.0,8.34762
645990.0,8.44619
646003.0,8.14446
646045.0,5.65732
646063.0,4.98806
646081.0,4.63592
646109.0,4.44819
646155.0,4.55151
646224.0,5.14792
646302.0,6.22949
646398.0,8.0727
646566.0,11.8658
646627.0,12.6686
646663.0,12.8084
646727.0,12.3888
646810.0,10.8466
646976.0,7.10582
647073.0,5.42613
647165.0,4.26563
647253.0,3.45159
647353.0,2.7716
647453.0,2.27662
647579.0,1.83121
647704.0,1.51287
647854.0,1.23868
648030.0,1.01335
648230.0,0.833089
648480.0,0.67773
648731.0,0.568718
649065.0,0.466194
649466.0,0.380134
649933.0,0.308353
650535.0,0.238653
651254.0,0.173122
651988.0,0.117475
652241.0,0.102354
652449.0,0.0951899
652501.0,0.0948492
652592.0,0.0965869
652683.0,0.102576
652751.0,0.111491
652830.0,0.129253
652897.0,0.15331
652954.0,0.184035
653007.0,0.225859
653053.0,0.275556
653098.0,0.344206
653142.0,0.436499
653180.0,0.547182
653217.0,0.691546
653249.0,0.864852
653282.0,1.09843
653313.0,1.3992
653342.0,1.78344
653371.0,2.30001
653400.0,2.9904
653431.0,3.92543
653478.0,5.80327
653517.0,7.29369
653548.0,7.96573
653558.0,8.0266
653579.0,7.8936
653611.0,7.15176
653692.0,4.53114
653732.0,3.5651
653771.0,2.85442
653813.0,2.29494
653858.0,1.8621
653912.0,1.50049
653969.0,1.22956
654034.0,1.00924
654115.0,0.816545
654209.0,0.662462
654323.0,0.534227
654436.0,0.443812
654573.0,0.36515
654709.0,0.308626
654778.0,0.293181
654802.0,0.299992
654816.0,0.317735
654825.0,0.344244
654832.0,0.378937
654839.0,0.434823
654846.0,0.519
654852.0,0.628177
654860.0,0.81729
654871.0,1.13772
654886.0,1.59604
654895.0,1.8047
654903.0,1.88325
654904.0,1.88405
654912.0,1.82209
654923.0,1.5901
654944.0,1.00189
654953.0,0.800761
654961.0,0.66963
654969.0,0.572199
654977.0,0.506648
654990.0,0.446899
655007.0,0.403912
655030.0,0.377114
655066.0,0.362561
655077.0,0.361554
655132.0,0.374055
655186.0,0.412935
655233.0,0.47297
655275.0,0.55892
655307.0,0.652284
655342.0,0.792305
655371.0,0.965017
655398.0,1.17761
655424.0,1.46426
655449.0,1.83651
655470.0,2.27747
655491.0,2.87301
655513.0,3.68137
655533.0,4.73809
655557.0,6.30357
655609.0,10.5177
655626.0,11.4383
655642.0,11.7739
655662.0,11.4356
655691.0,9.89055
655725.0,7.86637
655746.0,7.01816
655767.0,6.55993
655797.0,6.41281
655805.0,6.41741
655835.0,6.29785
655865.0,5.73471
655934.0,3.66379
655967.0,2.95003
656002.0,2.39571
656033.0,2.04218
656072.0,1.71872
656109.0,1.50736
656136.0,1.42221
656144.0,1.41952
656157.0,1.46261
656167.0,1.58293
656177.0,1.8082
656186.0,2.10855
656196.0,2.63542
656216.0,3.87704
656227.0,4.27376
656233.0,4.33446
656241.0,4.22018
656252.0,3.72091
656275.0,2.30959
656285.0,1.85716
656295.0,1.5571
656304.0,1.35785
656313.0,1.22603
656327.0,1.1021
656350.0,0.984558
656393.0,0.863636
656466.0,0.744749
656564.0,0.647765
656661.0,0.585335
656759.0,0.547242
656880.0,0.529352
656978.0,0.541965
657075.0,0.587387
657148.0,0.652774
657221.0,0.758321
657285.0,0.899216
657346.0,1.09565
657404.0,1.36442
657453.0,1.67925
657501.0,2.10612
657550.0,2.68225
657597.0,3.42456
657652.0,4.53945
657774.0,7.54734
657829.0,8.44637
657869.0,8.65886
657908.0,8.49758
657993.0,7.38013
658102.0,5.77885
658173.0,5.02645
658244.0,4.57775
658293.0,4.47288
658336.0,4.56058
658379.0,4.9001
658417.0,5.51511
658452.0,6.48233
658524.0,9.31159
658544.0,9.84839
658560.0,9.98255
658578.0,9.77075
658605.0,8.87014
658666.0,6.09922
658702.0,4.84728
658737.0,3.99544
658778.0,3.33844
658828.0,2.80524
658892.0,2.38627
658955.0,2.11428
659056.0,1.83469
659201.0,1.59608
659401.0,1.40315
659654.0,1.2611
659968.0,1.16009
660485.0,1.0801
661093.0,1.05408
662106.0,1.09244
663297.0,1.21231
663330.0,1.24128
663345.0,1.30688
663358.0,1.44468
663368.0,1.6366
663382.0,2.03542
663397.0,2.51725
663408.0,2.68672
663411.0,2.69565
663420.0,2.61785
663432.0,2.31141
663451.0,1.73989
663462.0,1.51708
663474.0,1.38062
663490.0,1.29993
663518.0,1.26746
663572.0,1.25821
664890.0,1.37059
665221.0,1.35863
665325.0,1.38149
665386.0,1.45966
665424.0,1.59302
665447.0,1.74655
665470.0,2.00686
665488.0,2.34537
665504.0,2.7901
665520.0,3.42841
665538.0,4.39818
665583.0,7.59454
665600.0,8.38317
665611.0,8.58948
665627.0,8.42186
665650.0,7.49095
665691.0,5.55225
665718.0,4.66539
665750.0,3.94068
665781.0,3.4981
665830.0,3.06058
665891.0,2.74798
665992.0,2.48293
666149.0,2.30939
666464.0,2.21967
666569.0,2.21701
667338.0,2.33538
667937.0,2.51877
667982.0,2.60051
667999.0,2.74713
668012.0,2.98602
668027.0,3.47631
668045.0,4.14353
668056.0,4.37549
668060.0,4.38849
668070.0,4.25975
668089.0,3.59159
668104.0,3.0542
668120.0,2.7384
668139.0,2.606
668199.0,2.56731
670088.0,3.18631
670610.0,3.47405
670833.0,3.7689
670939.0,4.08182
671019.0,4.54029
671072.0,5.09045
671112.0,5.75149
671152.0,6.76127
671194.0,8.29285
671248.0,10.5326
671279.0,11.1046
671282.0,11.1086
671303.0,10.8676
671341.0,9.59588
671396.0,7.38358
671436.0,6.21405
671485.0,5.34814
671525.0,4.90442
671578.0,4.53046
671684.0,4.15128
671791.0,3.98428
672078.0,3.85176
672217.0,3.843
672768.0,3.91982
672826.0,4.02669
672858.0,4.22348
672877.0,4.52817
672894.0,5.03506
672910.0,5.91499
672944.0,8.53791
672959.0,9.14238
672963.0,9.17331
672974.0,8.94615
672995.0,7.70522
673018.0,6.21294
673037.0,5.39667
673057.0,4.94469
673086.0,4.61304
673136.0,4.37347
673275.0,4.19359
673511.0,4.15176
676055.0,4.307
678456.0,4.12432
680357.0,3.80408
680515.0,3.87962
680558.0,4.00837
680586.0,4.24441
680604.0,4.61162
680617.0,5.14283
680631.0,6.02303
680649.0,7.74495
680666.0,9.36942
680677.0,9.90298
680680.0,9.92665
680692.0,9.54023
680705.0,8.37213
680727.0,6.19945
680740.0,5.21909
680754.0,4.61228
680770.0,4.21911
680791.0,3.97354
680837.0,3.77907
680984.0,3.62112
681265.0,3.51249
681333.0,3.5598
681371.0,3.72414
681395.0,4.01462
681414.0,4.46612
681446.0,5.68436
681466.0,6.36648
681481.0,6.51559
681497.0,6.30094
681548.0,4.87067
681576.0,4.39915
681614.0,4.07948
681686.0,3.81943
681865.0,3.60224
682723.0,3.27934
683747.0,3.03345
683840.0,3.09643
683866.0,3.25085
683882.0,3.55128
683896.0,4.039
683928.0,5.72063
683940.0,5.98298
683941.0,5.98332
683950.0,5.84225
683965.0,5.16377
683985.0,4.09783
683998.0,3.61153
684013.0,3.3183
684033.0,3.14215
684053.0,3.07339
684205.0,2.97085
684328.0,2.95959
684605.0,3.04665
684749.0,3.24471
684826.0,3.47629
684903.0,3.9153
684954.0,4.44379
684999.0,5.20856
685036.0,6.21172
685067.0,7.42733
685103.0,9.39225
685153.0,12.5702
685181.0,13.6053
685191.0,13.6958
685215.0,13.2704
685247.0,11.5575
685303.0,8.17469
685336.0,6.68827
685371.0,5.59596
685409.0,4.78427
685454.0,4.16313
685518.0,3.61743
685595.0,3.23498
685716.0,2.90352
685847.0,2.70189
686154.0,2.44676
686934.0,2.10259
688449.0,1.53996
688585.0,1.4626
688605.0,1.50023
688620.0,1.62436
688639.0,1.92724
688657.0,2.20016
688666.0,2.25244
688680.0,2.16843
688712.0,1.75045
688726.0,1.63457
688756.0,1.54431
688846.0,1.47483
689021.0,1.43526
689147.0,1.47028
689237.0,1.57608
689297.0,1.73203
689342.0,1.93647
689388.0,2.27404
689424.0,2.70301
689457.0,3.30624
689488.0,4.07123
689519.0,5.1477
689579.0,7.63172
689611.0,8.52883
689629.0,8.69205
689658.0,8.39444
689704.0,7.05222
689759.0,5.36574
689802.0,4.37829
689848.0,3.65353
689893.0,3.1453
689953.0,2.6801
690028.0,2.29918
690133.0,1.9643
690259.0,1.71609
690410.0,1.5315
690572.0,1.42107
690655.0,1.40519
690745.0,1.44648
690809.0,1.54938
690859.0,1.72274
690893.0,1.92515
690918.0,2.15616
690943.0,2.49685
690964.0,2.91067
690986.0,3.56275
691006.0,4.4054
691026.0,5.58235
691052.0,7.58572
691082.0,10.1482
691102.0,11.19
691111.0,11.3212
691126.0,11.0258
691148.0,9.71482
691190.0,6.29646
691210.0,5.03666
691231.0,4.09331
691254.0,3.32745
691281.0,2.72821
691310.0,2.29214
691343.0,1.94675
691389.0,1.6294
691444.0,1.385
691521.0,1.16538
691615.0,0.991237
691761.0,0.814421
691955.0,0.64745
692214.0,0.479226
692441.0,0.366356
692577.0,0.317442
692681.0,0.293219
692776.0,0.285705
692866.0,0.295732
692934.0,0.317217
693017.0,0.363375
693100.0,0.437977
693182.0,0.546476
693260.0,0.68778
693346.0,0.896534
693444.0,1.20629
693548.0,1.62762
693739.0,2.57424
693922.0,3.4611
694046.0,3.8836
694201.0,4.15114
694287.0,4.1875
694849.0,3.83945
695011.0,3.95534
695113.0,4.20217
695209.0,4.63466
695301.0,5.37839
695377.0,6.3482
695473.0,8.12029
695565.0,9.92625
695632.0,10.5811
695645.0,10.6033
695714.0,10.1752
695843.0,8.67348
695914.0,8.36801
695974.0,8.5572
696064.0,9.44907
696170.0,10.5586
696214.0,10.6863
696298.0,10.185
696535.0,6.85001
696640.0,5.72095
696771.0,4.71377
696928.0,3.89987
697111.0,3.26875
697321.0,2.78137
697583.0,2.36369
697928.0,1.98774
698392.0,1.64107
698947.0,1.34979
699666.0,1.07728
700475.0,0.85308
701434.0,0.653785
702169.0,0.530776
702202.0,0.535018
702225.0,0.549409
702245.0,0.589019
702257.0,0.651033
702267.0,0.745883
702275.0,0.878113
702282.0,1.04654
702290.0,1.29361
702298.0,1.63831
702311.0,2.37886
702324.0,3.12449
702334.0,3.53607
702342.0,3.64948
702351.0,3.53417
702361.0,3.13284
702386.0,1.86664
702395.0,1.48633
702404.0,1.23075
702413.0,1.03871
702423.0,0.907851
702435.0,0.806314
702455.0,0.718313
702479.0,0.662767
702531.0,0.602525
702616.0,0.558214
702842.0,0.507308
703344.0,0.453041
704091.0,0.411304
704938.0,0.386195
705057.0,0.370441
705105.0,0.360568
705117.0,0.364374
705129.0,0.383094
705137.0,0.414682
705146.0,0.476065
705153.0,0.567711
705162.0,0.715512
705173.0,0.971826
705190.0,1.37665
705200.0,1.52123
705207.0,1.54681
705214.0,1.513
705226.0,1.33299
705247.0,0.926857
705258.0,0.772137
705267.0,0.680963
705278.0,0.611237
705290.0,0.567274
705315.0,0.522639
705355.0,0.492036
705445.0,0.469009
705609.0,0.461235
706116.0,0.484796
706917.0,0.566039
707916.0,0.698757
707958.0,0.699706
708054.0,0.678635
708076.0,0.669231
708091.0,0.68921
708101.0,0.743214
708109.0,0.830449
708120.0,0.997058
708143.0,1.49562
708154.0,1.61726
708159.0,1.63066
708167.0,1.59257
708182.0,1.38543
708201.0,1.1168
708211.0,1.01598
708221.0,0.95389
708244.0,0.894804
708282.0,0.867606
708344.0,0.858307
708670.0,0.903075
709718.0,1.15745
711707.0,1.7631
714030.0,2.53827
714122.0,2.6191
714194.0,2.78211
714233.0,3.02842
714253.0,3.28843
714269.0,3.66256
714283.0,4.18947
714300.0,5.1029
714333.0,7.36323
714347.0,7.83236
714351.0,7.8589
714364.0,7.61064
714380.0,6.74565
714406.0,5.0656
714421.0,4.31912
714437.0,3.81295
714456.0,3.43274
714487.0,3.12641
714533.0,2.9376
714625.0,2.81293
714787.0,2.77643
715558.0,2.85318
715612.0,2.98721
715636.0,3.20461
715652.0,3.5138
715664.0,3.90149
715678.0,4.5894
715696.0,5.87201
715720.0,7.72186
715735.0,8.29135
715740.0,8.33463
715753.0,8.10172
715777.0,6.85601
715799.0,5.65071
715819.0,4.92629
715841.0,4.44627
715877.0,4.03208
715930.0,3.7664
716036.0,3.59764
716107.0,3.57782
716302.0,3.69293
716461.0,3.96139
716606.0,4.42923
716732.0,5.11082
716975.0,6.91548
717074.0,7.18411
717180.0,6.91998
717470.0,5.52533
717683.0,4.91985
718001.0,4.4803
718532.0,4.21289
719984.0,4.07852
720408.0,4.07102
720886.0,4.1415
721042.0,4.33424
721117.0,4.61444
721172.0,5.09473
721210.0,5.72756
721242.0,6.68106
721273.0,8.04829
721313.0,10.072
721334.0,10.6375
721341.0,10.6938
721365.0,10.285
721438.0,7.06726
721473.0,6.05595
721509.0,5.42499
721556.0,4.98402
721622.0,4.7257
721646.0,4.71016
721693.0,4.81906
721728.0,5.09285
721757.0,5.55051
721786.0,6.35813
721817.0,7.70589
721864.0,10.2863
721888.0,10.9555
721895.0,11.0043
721919.0,10.6543
721997.0,7.7498
722042.0,6.66442
722091.0,5.97957
722169.0,5.38963
722247.0,5.07558
722380.0,4.7911
722755.0,4.48748
723937.0,4.26483
725011.0,4.2165
726051.0,4.33555
726555.0,4.62409
726857.0,5.05647
727058.0,5.62007
727209.0,6.34267
727335.0,7.29792
727454.0,8.67715
727578.0,10.7698
727736.0,13.8591
727816.0,14.6734
727835.0,14.7085
727917.0,14.0901
728048.0,11.5171
728166.0,9.18438
728266.0,7.69082
728392.0,6.41618
728518.0,5.59064
728669.0,4.95331
728870.0,4.43348
729172.0,3.9937
729676.0,3.6148
730918.0,3.14455
731401.0,3.03097
731567.0,3.11651
731629.0,3.29305
731663.0,3.52323
731686.0,3.80062
731708.0,4.27556
731728.0,4.98285
731747.0,6.00974
731766.0,7.64861
731798.0,10.7007
731813.0,11.5776
731822.0,11.7574
731836.0,11.4478
731855.0,10.1223
731888.0,7.29952
731908.0,6.05253
731930.0,5.12501
731959.0,4.43645
731993.0,3.96837
732038.0,3.62199
732120.0,3.31222
732250.0,3.09114
732610.0,2.84155
736113.0,1.6027
736469.0,1.54537
736712.0,1.59272
736857.0,1.69941
737002.0,1.92344
737100.0,2.18649
737172.0,2.47996
737255.0,2.96538
737326.0,3.56513
737397.0,4.40888
737465.0,5.54199
737534.0,7.09944
737607.0,9.3238
737685.0,12.3765
737798.0,17.3953
737844.0,18.4092
737853.0,18.4387
737890.0,17.9062
737944.0,15.6694
738032.0,11.3807
738091.0,9.17745
738156.0,7.38867
738224.0,6.07446
738297.0,5.06614
738379.0,4.22719
738482.0,3.47535
738605.0,2.83992
738748.0,2.32502
738906.0,1.91346
739079.0,1.58885
739224.0,1.3945
739305.0,1.32962
739338.0,1.32376
739380.0,1.3592
739410.0,1.45713
739429.0,1.59494
739444.0,1.79266
739457.0,2.07193
739470.0,2.49029
739486.0,3.23314
739510.0,4.41674
739521.0,4.81557
739531.0,4.94169
739544.0,4.76691
739558.0,4.17937
739586.0,2.81259
739600.0,2.27014
739612.0,1.9501
739629.0,1.64444
739649.0,1.42439
739671.0,1.2836
739703.0,1.15501
739757.0,1.03397
739821.0,0.94893
739971.0,0.836666
740136.0,0.770702
740322.0,0.73805
740393.0,0.735317
740593.0,0.755559
740822.0,0.8256
741108.0,0.979327
741451.0,1.24874
741966.0,1.77289
742881.0,2.7474
743510.0,3.24115
744197.0,3.54329
744612.0,3.60124
744825.0,3.58364
744884.0,3.62924
744905.0,3.74399
744926.0,4.05993
744946.0,4.6557
744975.0,5.60744
744991.0,5.78695
745008.0,5.56123
745047.0,4.59109
745069.0,4.2764
745091.0,4.11422
745148.0,3.95416
745226.0,3.90305
745353.0,4.00487
745436.0,4.27588
745491.0,4.68692
745532.0,5.25145
745570.0,6.09838
745610.0,7.46476
745666.0,9.75643
745692.0,10.4713
745710.0,10.6318
745736.0,10.3825
745792.0,8.81199
745852.0,7.16
745903.0,6.26781
745972.0,5.52209
746055.0,5.01376
746165.0,4.63447
746420.0,4.222
747013.0,3.82245
749050.0,2.90313
749189.0,2.88164
749396.0,2.94054
749551.0,3.14205
749655.0,3.43018
749758.0,3.9354
749850.0,4.65647
749929.0,5.55884
750121.0,8.39477
750204.0,9.13622
750245.0,9.22796
750328.0,8.88747
750628.0,5.90465
750777.0,4.80227
750951.0,3.85897
751171.0,2.99075
751417.0,2.25479
751626.0,1.76036
751823.0,1.41403
751971.0,1.24754
752100.0,1.18226
752131.0,1.17918
752236.0,1.20672
752365.0,1.32107
752513.0,1.55156
752748.0,2.07396
753227.0,3.22246
753547.0,3.78958
754065.0,4.3708
754804.0,5.0713
755145.0,5.69307
755396.0,6.52888
755578.0,7.53498
755760.0,9.0786
755975.0,11.7142
756145.0,13.8439
756263.0,14.5667
756287.0,14.5888
756374.0,14.3082
756529.0,12.7397
756806.0,9.39904
757008.0,7.69911
757216.0,6.54367
757475.0,5.62858
757787.0,4.95119
758307.0,4.28061
759001.0,3.64401
759048.0,3.73074
759076.0,3.99109
759095.0,4.4117
759109.0,4.95541
759127.0,5.98977
759160.0,8.32416
759177.0,8.9212
759184.0,8.96002
759203.0,8.50195
759249.0,6.31401
759277.0,5.48477
759314.0,4.89851
759365.0,4.50562
759455.0,4.17784
759605.0,3.9285
760033.0,3.61405
761547.0,3.04049
764344.0,2.1004
764477.0,2.08289
764624.0,2.11667
764717.0,2.22306
764784.0,2.41841
764825.0,2.6643
764858.0,3.00653
764888.0,3.50321
764913.0,4.17052
764938.0,5.16272
764981.0,7.21995
765001.0,7.82835
765011.0,7.91549
765030.0,7.62159
765055.0,6.54616
765094.0,4.66918
765116.0,3.85896
765142.0,3.20992
765166.0,2.81369
765200.0,2.46004
765250.0,2.15357
765320.0,1.92792
765436.0,1.74778
765562.0,1.65701
765608.0,1.65047
765632.0,1.67613
765655.0,1.77692
765670.0,1.9449
765685.0,2.2506
765707.0,2.96547
765724.0,3.44827
765736.0,3.61265
765738.0,3.61847
765747.0,3.56733
765764.0,3.2496
765792.0,2.56397
765807.0,2.32737
765825.0,2.17045
765848.0,2.06931
765895.0,2.01131
765970.0,2.0539
766069.0,2.24301
766172.0,2.59761
766263.0,3.08684
766355.0,3.7858
766459.0,4.88016
766653.0,7.21336
766738.0,7.79662
766787.0,7.89202
766854.0,7.74519
766979.0,6.89076
767201.0,5.02828
767363.0,3.9846
767536.0,3.16753
767709.0,2.56882
767917.0,2.04835
768125.0,1.67445
768333.0,1.41233
768511.0,1.26393
768709.0,1.17737
768828.0,1.16412
769025.0,1.20365
769273.0,1.35091
769623.0,1.69095
770128.0,2.22235
770152.0,2.31729
770170.0,2.5039
770185.0,2.8167
770220.0,3.88307
770234.0,4.13074
770239.0,4.14354
770254.0,3.97844
770294.0,3.09146
770316.0,2.82415
770346.0,2.68297
770436.0,2.60318
770587.0,2.695
770650.0,2.85279
770695.0,3.09933
770731.0,3.44505
770766.0,4.02354
770794.0,4.73204
770826.0,5.8308
770894.0,8.72711
770925.0,9.57146
770950.0,9.76228
