26-Fe-56(n,&gamma;) ENDF/B-VII.1
565574.0,0.0298404
565582.0,0.0242677
565591.0,0.0198973
565601.0,0.0161979
565612.0,0.0131652
565624.0,0.0109026
565638.0,0.00913113
565654.0,0.0076248
565672.0,0.00635888
565697.0,0.00524482
565722.0,0.00447354
565753.0,0.00384133
565792.0,0.00330211
565836.0,0.00291257
565901.0,0.00254943
565968.0,0.00232615
566056.0,0.00214373
566233.0,0.00195712
566511.0,0.00184078
566814.0,0.00180576
567044.0,0.00185469
567133.0,0.00195287
567177.0,0.00207601
567212.0,0.0022817
567231.0,0.00249756
567248.0,0.00281212
567260.0,0.00323153
567268.0,0.00375558
567275.0,0.00437308
567281.0,0.00512375
567286.0,0.00618662
567292.0,0.00767703
567297.0,0.00972212
567303.0,0.0127523
567310.0,0.0170925
567319.0,0.0247167
567334.0,0.0379952
567343.0,0.0431641
567350.0,0.044628
567356.0,0.0435371
567362.0,0.0402975
567373.0,0.0315698
567386.0,0.0196447
567393.0,0.0147742
567398.0,0.0113127
567404.0,0.00907918
567408.0,0.00736638
567414.0,0.00602275
567419.0,0.00505041
567425.0,0.00423782
567432.0,0.00368862
567440.0,0.00320985
567452.0,0.00279356
567468.0,0.00249775
567494.0,0.00222538
567527.0,0.00205431
567572.0,0.00194103
567687.0,0.0018349
567914.0,0.00180009
568351.0,0.0018746
568613.0,0.00203042
568744.0,0.00219246
568832.0,0.00236833
568919.0,0.00265108
568982.0,0.00297032
569037.0,0.00340666
569084.0,0.00395933
569121.0,0.00462339
569156.0,0.00551684
569185.0,0.00664523
569212.0,0.00815536
569234.0,0.00995486
569254.0,0.0122853
569271.0,0.015206
569285.0,0.0185022
569298.0,0.0228397
569310.0,0.0282613
569324.0,0.0361169
569337.0,0.0468939
569354.0,0.0652513
569378.0,0.0911348
569388.0,0.0987981
569400.0,0.102184
569409.0,0.100014
569422.0,0.0904847
569458.0,0.0503304
569472.0,0.0384619
569485.0,0.0302922
569498.0,0.0240108
569511.0,0.0192746
569527.0,0.0154833
569544.0,0.0124406
569563.0,0.0101179
569582.0,0.00846495
569606.0,0.00703163
569630.0,0.00594447
569664.0,0.00492155
569704.0,0.00413325
569750.0,0.00352564
569793.0,0.00313159
569859.0,0.0027374
569924.0,0.00248122
570056.0,0.00218056
570187.0,0.00201611
570449.0,0.001853
570973.0,0.00173888
572109.0,0.00169291
573626.0,0.00174738
574242.0,0.00184389
574506.0,0.00194959
574682.0,0.00210051
574810.0,0.00233409
574889.0,0.00262187
574947.0,0.00300304
574984.0,0.00340508
575020.0,0.004001
575047.0,0.00473414
575069.0,0.00562188
575088.0,0.00677401
575104.0,0.00816431
575120.0,0.0101067
575133.0,0.012486
575146.0,0.0158124
575159.0,0.0202498
575175.0,0.0273854
575198.0,0.0386486
575211.0,0.0431166
575221.0,0.0443685
575228.0,0.0437614
575242.0,0.0399039
575279.0,0.0218667
575293.0,0.0167881
575306.0,0.0132057
575318.0,0.0108837
575332.0,0.00893674
575347.0,0.00734758
575364.0,0.00620249
575384.0,0.00524919
575408.0,0.00445581
575440.0,0.00378967
575480.0,0.0032833
575527.0,0.00292533
575582.0,0.00268243
575636.0,0.00253807
575746.0,0.00239907
575891.0,0.00235238
576110.0,0.00242178
576383.0,0.00265968
576677.0,0.00311687
577216.0,0.00437084
577407.0,0.0045534
577566.0,0.00442414
578119.0,0.0031971
578403.0,0.00278595
578621.0,0.00261684
578803.0,0.00256806
579022.0,0.00264745
579185.0,0.00287597
579308.0,0.00324067
579376.0,0.00358081
579440.0,0.00406334
579504.0,0.00481291
579549.0,0.00562644
579594.0,0.00680085
579631.0,0.00822411
579659.0,0.0097659
579688.0,0.0119507
579712.0,0.014572
579736.0,0.0182205
579758.0,0.0226093
579781.0,0.0289656
579807.0,0.0385168
579846.0,0.0548367
579867.0,0.0605518
579879.0,0.0615309
579896.0,0.0596498
579917.0,0.0533283
579965.0,0.0333493
579989.0,0.0256394
580009.0,0.0206316
580031.0,0.0167372
580054.0,0.0136638
580078.0,0.0112252
580105.0,0.0093435
580136.0,0.00777539
580171.0,0.0064786
580212.0,0.00544292
580263.0,0.00455996
580315.0,0.00394694
580384.0,0.00339522
580474.0,0.00293838
580597.0,0.00257303
580743.0,0.00234263
580833.0,0.00229499
580889.0,0.00233712
580927.0,0.00244637
580955.0,0.00265442
580969.0,0.00286902
580981.0,0.00319607
580990.0,0.00363316
580996.0,0.00415581
581002.0,0.00496853
581008.0,0.00603873
581013.0,0.00745947
581018.0,0.00933615
581024.0,0.0121623
581030.0,0.0163585
581038.0,0.0231252
581054.0,0.038672
581062.0,0.0436979
581069.0,0.0458257
581070.0,0.0458582
581076.0,0.0446291
581083.0,0.0409172
581094.0,0.0310993
581105.0,0.0201361
581112.0,0.0145599
581118.0,0.0109502
581123.0,0.00865972
581128.0,0.00693552
581134.0,0.00567458
581139.0,0.00464801
581145.0,0.00396163
581152.0,0.00346221
581159.0,0.00310042
581171.0,0.00275806
581185.0,0.00251831
581214.0,0.00227632
581264.0,0.00208874
581349.0,0.00196045
581598.0,0.00183275
582350.0,0.00171499
584422.0,0.00163276
586553.0,0.00161581
588694.0,0.00165544
589315.0,0.0017408
589574.0,0.00184329
589747.0,0.00198677
589876.0,0.0021956
589963.0,0.00244244
590023.0,0.00271992
590083.0,0.00316132
590127.0,0.00365842
590163.0,0.00428496
590196.0,0.00514833
590220.0,0.00604965
590244.0,0.00737425
590262.0,0.00880007
590279.0,0.0106571
590294.0,0.0130095
590308.0,0.0160518
590320.0,0.0197914
590332.0,0.0248275
590342.0,0.0309839
590353.0,0.0400455
590365.0,0.0528901
590381.0,0.0753869
590399.0,0.101321
590411.0,0.11227
590420.0,0.114856
590430.0,0.110809
590441.0,0.100526
590472.0,0.0551079
590485.0,0.0413295
590495.0,0.0325577
590506.0,0.0257644
590516.0,0.0208831
590529.0,0.0167172
590543.0,0.0135242
590558.0,0.0109654
590575.0,0.00898084
590596.0,0.00730669
590620.0,0.0060483
590647.0,0.00504642
590676.0,0.00432388
590710.0,0.0037187
590751.0,0.00322929
590800.0,0.00285138
590869.0,0.00251437
590946.0,0.0022933
591033.0,0.00215858
591110.0,0.00211394
591197.0,0.00218018
591240.0,0.0023148
591272.0,0.0025373
591290.0,0.0027582
591308.0,0.00312762
591320.0,0.00358142
591329.0,0.00413353
591336.0,0.00486413
591342.0,0.00579972
591347.0,0.00705872
591351.0,0.00861777
591356.0,0.0108013
591360.0,0.0138219
591364.0,0.0178038
591369.0,0.0233686
591373.0,0.0305979
591378.0,0.0417334
591385.0,0.0575235
591395.0,0.0911939
591406.0,0.126438
591414.0,0.142429
591420.0,0.146497
591427.0,0.141236
591434.0,0.126562
591446.0,0.089645
591456.0,0.0570033
591462.0,0.0413025
591467.0,0.0305599
591471.0,0.0232496
591476.0,0.0176422
591480.0,0.0138691
591484.0,0.0109221
591488.0,0.00876176
591492.0,0.00719701
591498.0,0.0058844
591503.0,0.00499448
591509.0,0.00421984
591518.0,0.0036263
591529.0,0.00315297
591543.0,0.00279451
591561.0,0.00249988
591584.0,0.00228263
591615.0,0.00210953
591675.0,0.0019311
591780.0,0.00180432
591978.0,0.00171881
592629.0,0.00165426
593001.0,0.00164887
593931.0,0.00169235
594284.0,0.00176712
594470.0,0.00185782
594638.0,0.00202969
594749.0,0.00227128
594819.0,0.00254951
594877.0,0.0029426
594924.0,0.00346244
594959.0,0.00406828
594991.0,0.00491143
595016.0,0.00583287
595046.0,0.00729735
595105.0,0.0110581
595123.0,0.0118689
595140.0,0.012132
595159.0,0.0118292
595184.0,0.0106138
595240.0,0.00711703
595270.0,0.00571145
595298.0,0.00481663
595326.0,0.00419365
595361.0,0.00367553
595407.0,0.00327056
595459.0,0.00305911
595498.0,0.00301378
595550.0,0.00309492
595599.0,0.00334499
595639.0,0.00373233
595670.0,0.00424091
595700.0,0.00499464
595724.0,0.00594754
595742.0,0.00700511
595758.0,0.00839999
595773.0,0.0101536
595786.0,0.0124489
595797.0,0.015176
595807.0,0.0186471
595817.0,0.0232671
595828.0,0.0301603
595840.0,0.0393871
595868.0,0.0678783
595879.0,0.0755719
595890.0,0.0786444
595899.0,0.0768139
595910.0,0.069561
595942.0,0.0378502
595953.0,0.0290825
595964.0,0.0227648
595974.0,0.0182499
595984.0,0.0147981
595995.0,0.0121421
596008.0,0.00992723
596022.0,0.00823635
596037.0,0.00698576
596055.0,0.00583185
596080.0,0.00481485
596108.0,0.00404175
596146.0,0.00339684
596190.0,0.00291541
596236.0,0.00259828
596286.0,0.00237303
596352.0,0.00217696
596450.0,0.00199966
596648.0,0.00182594
596945.0,0.00172199
597472.0,0.00167062
597723.0,0.00170776
597818.0,0.00179149
597859.0,0.00189138
597892.0,0.0020572
597912.0,0.00226936
597924.0,0.00250293
597933.0,0.00281045
597940.0,0.00321918
597947.0,0.0037892
597952.0,0.00452942
597958.0,0.00554605
597963.0,0.00691496
597968.0,0.0087719
597973.0,0.0112141
597978.0,0.0147994
597986.0,0.0204504
598005.0,0.0375248
598013.0,0.0426404
598020.0,0.0440373
598027.0,0.0424507
598035.0,0.0373442
598057.0,0.0181808
598063.0,0.0133063
598069.0,0.0101327
598074.0,0.0079409
598079.0,0.00629673
598084.0,0.00504219
598090.0,0.00416462
598096.0,0.00348845
598102.0,0.00304515
598111.0,0.00265153
598122.0,0.00237207
598140.0,0.00212257
598161.0,0.00196439
598209.0,0.0018023
598290.0,0.00170536
598508.0,0.00163954
599902.0,0.00160493
600000.0,0.00161208
600992.0,0.00237645
602584.0,0.00245842
602961.0,0.00258938
603137.0,0.00278803
603242.0,0.00307501
603305.0,0.00341835
603355.0,0.00390723
603390.0,0.00449276
603416.0,0.00517897
603437.0,0.00599773
603455.0,0.00704217
603473.0,0.0084845
603487.0,0.0102612
603500.0,0.0123906
603513.0,0.0154405
603527.0,0.0199361
603546.0,0.0275959
603565.0,0.0361822
603579.0,0.04042
603588.0,0.0413129
603601.0,0.0398367
603615.0,0.035062
603645.0,0.0218737
603659.0,0.0169012
603672.0,0.0135777
603685.0,0.0109995
603699.0,0.00906042
603716.0,0.00749171
603731.0,0.00644866
603752.0,0.00548458
603779.0,0.00469222
603811.0,0.00406853
603857.0,0.00353959
603913.0,0.0031769
603976.0,0.0029389
604059.0,0.0027576
604260.0,0.0025662
604680.0,0.00245281
606062.0,0.00240684
607540.0,0.00245148
607739.0,0.00255328
607792.0,0.00266468
607824.0,0.0028246
607846.0,0.00306279
607857.0,0.0032963
607864.0,0.00355461
607872.0,0.00402645
607878.0,0.00458278
607884.0,0.00542683
607889.0,0.00650405
607895.0,0.00806935
607900.0,0.0103464
607906.0,0.0133806
607913.0,0.0182371
607923.0,0.0276706
607935.0,0.0381233
607944.0,0.0431536
607950.0,0.0444232
607957.0,0.0431083
607965.0,0.0384356
607979.0,0.0255861
607988.0,0.0177591
607994.0,0.0134769
608000.0,0.0104391
608005.0,0.0083067
608010.0,0.00672398
608014.0,0.00572414
608020.0,0.0047814
608027.0,0.00411259
608033.0,0.00368825
608041.0,0.00337066
608056.0,0.00303646
608076.0,0.00283213
608120.0,0.00263933
608219.0,0.00251421
608553.0,0.00246433
609356.0,0.00254691
609625.0,0.00268309
609750.0,0.00285215
609820.0,0.00304203
609885.0,0.00337283
609931.0,0.00380044
609961.0,0.00427998
609982.0,0.0048028
610005.0,0.0056452
610021.0,0.00657846
610034.0,0.00771517
610045.0,0.00914928
610055.0,0.0110836
610063.0,0.0133082
610069.0,0.0158719
610076.0,0.0194368
610082.0,0.0244271
610088.0,0.0304744
610094.0,0.0392419
610100.0,0.0512768
610108.0,0.0687381
610118.0,0.100489
610134.0,0.15059
610143.0,0.170704
610150.0,0.175847
610158.0,0.169277
610167.0,0.148606
610190.0,0.0747345
610198.0,0.0549525
610204.0,0.0420801
610211.0,0.0323966
610217.0,0.0253276
610223.0,0.0201952
610230.0,0.0162209
610237.0,0.0132888
610244.0,0.0112267
610252.0,0.00959301
610263.0,0.00812965
610276.0,0.00688791
610293.0,0.00580741
610313.0,0.0049624
610338.0,0.00432224
610371.0,0.00380614
610419.0,0.00337231
610483.0,0.00306763
610573.0,0.00285742
610752.0,0.00269311
611175.0,0.00262231
612046.0,0.00273793
612596.0,0.00296177
612762.0,0.00310928
612881.0,0.00333998
612943.0,0.00363898
612975.0,0.0039759
612996.0,0.00441758
613011.0,0.00496485
613021.0,0.00567338
613028.0,0.00655392
613034.0,0.00768009
613039.0,0.00919326
613043.0,0.0110993
613048.0,0.0137515
613052.0,0.0173813
613057.0,0.0222397
613061.0,0.0286628
613066.0,0.0373719
613072.0,0.0501117
613080.0,0.0739951
613095.0,0.118496
613103.0,0.134922
613110.0,0.140659
613117.0,0.135731
613125.0,0.120648
613138.0,0.0820981
613147.0,0.0543253
613153.0,0.0397144
613158.0,0.0302151
613163.0,0.0229297
613168.0,0.0180695
613172.0,0.0143975
613176.0,0.0116824
613181.0,0.00947549
613186.0,0.00796348
613192.0,0.00679431
613198.0,0.00595151
613207.0,0.00531529
613220.0,0.00475339
613236.0,0.00439169
613263.0,0.00406796
613299.0,0.00387631
613372.0,0.00377644
613501.0,0.003893
613636.0,0.0042112
613752.0,0.00471116
613833.0,0.00535568
613890.0,0.00618007
613927.0,0.00703023
613960.0,0.00826721
613983.0,0.00961617
614004.0,0.0114133
614020.0,0.0135185
614035.0,0.0161351
614049.0,0.0198531
614061.0,0.0242941
614075.0,0.0311599
614092.0,0.0419078
614119.0,0.0610976
614132.0,0.0671203
614140.0,0.0681039
614151.0,0.0662885
614163.0,0.0605378
614199.0,0.0350047
614213.0,0.0272601
614225.0,0.0221226
614240.0,0.0178254
614255.0,0.0147556
614273.0,0.0122625
614294.0,0.0104034
614314.0,0.00917197
614342.0,0.00809648
614376.0,0.00727455
614404.0,0.00686377
614460.0,0.00641265
614517.0,0.00627817
614601.0,0.00651161
614658.0,0.00700082
614715.0,0.00787131
614828.0,0.0104115
614867.0,0.0107493
614900.0,0.0104633
614962.0,0.00895539
615031.0,0.00717077
615088.0,0.00613863
615163.0,0.00527699
615238.0,0.00474806
615351.0,0.00427013
615501.0,0.00392954
615621.0,0.00383378
615704.0,0.00391724
615766.0,0.00418709
615798.0,0.00450382
615826.0,0.00502937
615843.0,0.0055702
615860.0,0.00646486
615871.0,0.0074563
615880.0,0.00870537
615887.0,0.0101134
615894.0,0.0121723
615900.0,0.0147719
615905.0,0.0179548
615910.0,0.0220962
615915.0,0.0275091
615922.0,0.0363811
615929.0,0.0490739
615939.0,0.0716743
615954.0,0.106114
615961.0,0.118756
615969.0,0.124334
615970.0,0.124383
615978.0,0.119591
615987.0,0.104113
616008.0,0.0534416
616016.0,0.0391674
616022.0,0.0303569
616028.0,0.0235625
616034.0,0.018551
616039.0,0.0149009
616046.0,0.012038
616052.0,0.0101595
616060.0,0.0084525
616069.0,0.00719451
616081.0,0.00619239
616097.0,0.00534509
616115.0,0.00473126
616145.0,0.00415622
616184.0,0.00374811
616248.0,0.00340069
616364.0,0.00312227
616588.0,0.00290088
617186.0,0.00267572
618413.0,0.00251349
621246.0,0.0024221
621744.0,0.00242077
622918.0,0.00247807
623164.0,0.00258946
623256.0,0.00274719
623304.0,0.002977
623323.0,0.00316904
623340.0,0.00348541
623352.0,0.0038854
623359.0,0.0043396
623367.0,0.00502793
623373.0,0.00590023
623379.0,0.00717314
623385.0,0.00898665
623391.0,0.0114778
623397.0,0.0150356
623406.0,0.0209449
623424.0,0.0353292
623432.0,0.0399683
623440.0,0.0414389
623446.0,0.0403471
623454.0,0.0367515
623466.0,0.0270696
623478.0,0.0180344
623485.0,0.0135009
623491.0,0.0104729
623498.0,0.00823412
623503.0,0.00677677
623509.0,0.00573118
623515.0,0.00500982
623523.0,0.00438889
623532.0,0.00394023
623546.0,0.00361455
623559.0,0.00344894
623594.0,0.00330726
623635.0,0.00338494
623677.0,0.00367417
623708.0,0.00408002
623733.0,0.00465294
623753.0,0.00540342
623768.0,0.00625001
623780.0,0.00728857
623789.0,0.00851563
623798.0,0.0101523
623805.0,0.0121969
623812.0,0.014867
623818.0,0.0182292
623823.0,0.0224824
623828.0,0.0281281
623834.0,0.0364509
623840.0,0.0477144
623847.0,0.0638757
623856.0,0.0917117
623874.0,0.152422
623883.0,0.173775
623890.0,0.17974
623896.0,0.175604
623903.0,0.16212
623914.0,0.127059
623929.0,0.0780095
623936.0,0.0567234
623943.0,0.0426751
623949.0,0.0326124
623954.0,0.0257827
623959.0,0.0206674
623965.0,0.0165303
623971.0,0.0135824
623978.0,0.0113489
623986.0,0.00942247
623995.0,0.00795296
624005.0,0.00678602
624019.0,0.00580824
624035.0,0.00502897
624053.0,0.00442119
624078.0,0.00389646
624110.0,0.00348789
624149.0,0.00317423
624222.0,0.00286805
624347.0,0.00264659
624549.0,0.00251881
625184.0,0.00243704
625367.0,0.00243425
626010.0,0.00247878
626194.0,0.00254489
626327.0,0.00267092
626410.0,0.00285764
626469.0,0.00314067
626504.0,0.00345781
626528.0,0.00382934
626550.0,0.00435901
626569.0,0.00507662
626583.0,0.00598406
626594.0,0.00697037
626602.0,0.00815408
626611.0,0.00985127
626619.0,0.0121211
626627.0,0.0152658
626634.0,0.0191462
626642.0,0.0249501
626654.0,0.0350967
626672.0,0.053654
626682.0,0.0598104
626690.0,0.0616615
626698.0,0.059694
626708.0,0.0534388
626734.0,0.0280823
626743.0,0.0209736
626751.0,0.0161394
626759.0,0.0128345
626767.0,0.0103552
626774.0,0.00871133
626783.0,0.00736203
626793.0,0.00625012
626804.0,0.00546995
626819.0,0.00473683
626837.0,0.00414666
626859.0,0.00369688
626894.0,0.00327586
626950.0,0.00293413
627011.0,0.00274586
627094.0,0.00261821
627278.0,0.00250436
627921.0,0.0024342
628031.0,0.00243333
628663.0,0.00247955
628791.0,0.00254982
628863.0,0.00267307
628900.0,0.00283682
628929.0,0.00312199
628944.0,0.00343485
628954.0,0.00381592
628962.0,0.00440005
628969.0,0.00512125
628975.0,0.00603605
628980.0,0.00733382
628986.0,0.00913004
628991.0,0.0114627
628998.0,0.0148934
629006.0,0.0205873
629023.0,0.0344573
629032.0,0.0391519
629039.0,0.0408724
629040.0,0.0408876
629048.0,0.0393259
629056.0,0.0350192
629078.0,0.0174652
629086.0,0.0130186
629092.0,0.0100809
629098.0,0.0078949
629103.0,0.00652182
629109.0,0.00546383
629115.0,0.00462645
629123.0,0.00401893
629130.0,0.00363941
629144.0,0.00325978
629157.0,0.00305009
629183.0,0.00282684
629226.0,0.00266695
629268.0,0.00259464
629476.0,0.00250825
629546.0,0.00250553
630066.0,0.00258979
630364.0,0.00276217
630509.0,0.00294892
630648.0,0.00329963
630738.0,0.00374005
630799.0,0.00424526
630852.0,0.00497078
630896.0,0.00591158
630930.0,0.00707804
630961.0,0.00862294
630986.0,0.0105169
631007.0,0.0127985
631027.0,0.0158534
631048.0,0.0201757
631072.0,0.0268139
631114.0,0.0404061
631133.0,0.0438526
631140.0,0.0441253
631158.0,0.0423572
631177.0,0.0372414
631218.0,0.02394
631240.0,0.0184549
631260.0,0.0147469
631280.0,0.0119555
631301.0,0.00995091
631328.0,0.00811374
631357.0,0.00682279
631391.0,0.00574662
631435.0,0.00487063
631487.0,0.00420658
631544.0,0.00374419
631639.0,0.00329255
631785.0,0.00294758
632027.0,0.00270973
632422.0,0.00259964
632503.0,0.00259698
632793.0,0.00264643
632978.0,0.00277976
633107.0,0.00302681
633188.0,0.00337321
633238.0,0.00377626
633279.0,0.00431404
633309.0,0.00494378
633337.0,0.00582179
633365.0,0.00712222
633394.0,0.00901868
633438.0,0.0123391
633461.0,0.0133625
633469.0,0.0134404
633484.0,0.0131646
633509.0,0.0117943
633558.0,0.00807173
633584.0,0.0065544
633611.0,0.00548067
633641.0,0.00466672
633671.0,0.00412482
633712.0,0.00365492
633772.0,0.00324306
633833.0,0.00300855
633953.0,0.00276803
634147.0,0.00261412
634638.0,0.00251784
634840.0,0.00251274
635565.0,0.00257985
635901.0,0.00271695
636085.0,0.00292947
636175.0,0.00316849
636248.0,0.00355695
636291.0,0.00400235
636318.0,0.00446106
636345.0,0.00519726
636366.0,0.00612325
636382.0,0.00727474
636393.0,0.00841956
636404.0,0.0100871
636412.0,0.0120978
636421.0,0.0149364
636428.0,0.0182659
636435.0,0.0224797
636443.0,0.0290992
636451.0,0.0384314
636461.0,0.0526436
636482.0,0.0865296
636492.0,0.0968199
636500.0,0.0995586
636508.0,0.0968079
636517.0,0.0865101
636544.0,0.0444973
636552.0,0.033474
636560.0,0.0263537
636568.0,0.0205088
636576.0,0.0163118
636583.0,0.0133385
636593.0,0.0109282
636603.0,0.00917613
636615.0,0.00771706
636630.0,0.00658097
636649.0,0.00564458
636675.0,0.00490187
636708.0,0.00437778
636734.0,0.00412892
636787.0,0.00387076
636840.0,0.00379626
636927.0,0.00390781
637013.0,0.00426928
637085.0,0.00483527
637138.0,0.00551553
637190.0,0.00653209
637231.0,0.00778029
637267.0,0.00940952
637296.0,0.0113362
637321.0,0.013662
637347.0,0.0169167
637371.0,0.0213012
637394.0,0.0270315
637421.0,0.0359759
637464.0,0.0514657
637480.0,0.0551122
637493.0,0.0560547
637510.0,0.0544975
637533.0,0.0481404
637580.0,0.0307202
637603.0,0.0241295
637625.0,0.0194137
637646.0,0.0159039
637671.0,0.0129265
637700.0,0.010532
637729.0,0.00881862
637765.0,0.00734953
637806.0,0.00620509
637858.0,0.00525297
637918.0,0.00453553
638000.0,0.0039176
638090.0,0.00350515
638230.0,0.00313501
638378.0,0.00291614
638682.0,0.00269471
639299.0,0.00254065
640285.0,0.00249109
640926.0,0.0025397
641101.0,0.00261089
641218.0,0.0027363
641306.0,0.00298121
641353.0,0.00328496
641382.0,0.00361967
641408.0,0.00415602
641428.0,0.0048541
641443.0,0.00569049
641456.0,0.00681214
641466.0,0.00822054
641478.0,0.0103516
641491.0,0.0135557
641520.0,0.0223498
641529.0,0.0244772
641540.0,0.0252712
641551.0,0.0242495
641565.0,0.0209549
641590.0,0.0130718
641601.0,0.0102581
641612.0,0.00826601
641623.0,0.00684544
641634.0,0.00584867
641649.0,0.00495734
641668.0,0.00424036
641692.0,0.00370546
641727.0,0.00327776
641762.0,0.00304142
641821.0,0.0028297
641879.0,0.0027196
642067.0,0.00258485
642506.0,0.00253492
643354.0,0.0026104
643706.0,0.0027623
643829.0,0.00292017
643900.0,0.00310481
643957.0,0.00339036
644001.0,0.00381079
644030.0,0.00429713
644053.0,0.0049508
644069.0,0.00569462
644082.0,0.00654954
644094.0,0.00776722
644104.0,0.0092902
644114.0,0.0113934
644122.0,0.0139375
644131.0,0.0176587
644139.0,0.0226243
644151.0,0.0310364
644173.0,0.0490782
644182.0,0.0539308
644191.0,0.0554473
644200.0,0.0537271
644209.0,0.0485552
644237.0,0.0260006
644247.0,0.0196891
644256.0,0.0154475
644265.0,0.0122636
644275.0,0.00990331
644285.0,0.00821997
644295.0,0.00700637
644308.0,0.00604159
644324.0,0.0051997
644344.0,0.00456096
644368.0,0.00407323
644401.0,0.00367528
644445.0,0.00337921
644515.0,0.00314852
644586.0,0.00304424
644751.0,0.00298027
645061.0,0.00310195
645328.0,0.00338781
645505.0,0.00375124
645623.0,0.00417102
645707.0,0.00470218
645766.0,0.0053698
645808.0,0.00619439
645835.0,0.00714302
645858.0,0.00839066
645872.0,0.00968594
645885.0,0.0113548
645898.0,0.0138339
645910.0,0.0171694
645922.0,0.0218817
645936.0,0.0294358
645961.0,0.044526
645972.0,0.0487847
645981.0,0.0500093
645990.0,0.0486882
646003.0,0.0434412
646032.0,0.026209
646044.0,0.0203839
646056.0,0.0166684
646067.0,0.0140771
646081.0,0.0119511
646098.0,0.0104061
646115.0,0.00949064
646138.0,0.00882503
646173.0,0.00845104
646184.0,0.0084259
646230.0,0.00861339
646298.0,0.00943506
646398.0,0.0114199
646560.0,0.0153957
646642.0,0.0164462
646659.0,0.0164803
646713.0,0.0161271
646800.0,0.014401
646977.0,0.00986986
647082.0,0.00789393
647169.0,0.00669088
647270.0,0.00569963
647395.0,0.00485125
647545.0,0.00418891
647746.0,0.00364637
647996.0,0.00325344
648397.0,0.00292585
648931.0,0.00272338
649950.0,0.00258149
650000.0,0.00259852
651000.0,0.00464967
652345.0,0.00479684
652748.0,0.00501216
652994.0,0.00540744
653124.0,0.00590698
653222.0,0.00666166
653287.0,0.00757392
653344.0,0.00890554
653393.0,0.0107331
653443.0,0.0135168
653501.0,0.017177
653538.0,0.0184598
653546.0,0.0185182
653574.0,0.0180253
653611.0,0.0161083
653678.0,0.0119074
653724.0,0.00983731
653767.0,0.00847894
653816.0,0.00747857
653865.0,0.00681783
653962.0,0.00605318
654060.0,0.00566158
654222.0,0.00536231
654423.0,0.00526653
654631.0,0.00540405
654738.0,0.00574918
654781.0,0.00619458
654803.0,0.00673908
654815.0,0.00737536
654826.0,0.00832594
654834.0,0.00958169
654842.0,0.0114027
654850.0,0.0139891
654858.0,0.0180747
654871.0,0.0255952
654886.0,0.0347744
654895.0,0.0382254
654901.0,0.0389603
654909.0,0.0376323
654919.0,0.0333778
654942.0,0.0190065
654950.0,0.0149921
654958.0,0.0122107
654965.0,0.0103218
654973.0,0.00904265
654982.0,0.00806703
654991.0,0.00747995
655009.0,0.00688795
655045.0,0.00650942
655069.0,0.0064565
655145.0,0.00667031
655222.0,0.00726127
655286.0,0.00812434
655339.0,0.00928945
655382.0,0.0107348
655419.0,0.0126432
655451.0,0.0150714
655481.0,0.018402
655507.0,0.0225018
655532.0,0.0280741
655561.0,0.0368897
655601.0,0.0506006
655618.0,0.0549592
655638.0,0.0570247
655657.0,0.0553848
655686.0,0.0479842
655727.0,0.0360751
655750.0,0.0313418
655774.0,0.0284365
655842.0,0.0232918
655913.0,0.0154617
655946.0,0.0128012
655977.0,0.0111094
656018.0,0.00970194
656060.0,0.00896997
656091.0,0.00884112
656114.0,0.00911887
656129.0,0.00967854
656141.0,0.0105314
656151.0,0.0118101
656158.0,0.0134956
656166.0,0.0161054
656173.0,0.0194461
656180.0,0.0240373
656188.0,0.0314368
656199.0,0.0442914
656216.0,0.0638952
656224.0,0.0706173
656231.0,0.072223
656238.0,0.0704501
656246.0,0.0642248
656260.0,0.0475322
656273.0,0.0323922
656281.0,0.0248033
656288.0,0.0196858
656294.0,0.0160209
656301.0,0.0134045
656310.0,0.0112707
656319.0,0.00967374
656331.0,0.00859211
656348.0,0.00767958
656371.0,0.00702121
656393.0,0.0066335
656448.0,0.00613206
656558.0,0.00573065
656710.0,0.00554192
656807.0,0.00551626
657002.0,0.00561627
657197.0,0.00596518
657343.0,0.00653222
657465.0,0.00741466
657562.0,0.00860004
657684.0,0.0108393
657767.0,0.0123162
657826.0,0.0127197
657893.0,0.0122493
658049.0,0.00984734
658122.0,0.00920388
658171.0,0.00906485
658237.0,0.00932404
658281.0,0.00988255
658325.0,0.0109103
658359.0,0.0121664
658393.0,0.0141209
658427.0,0.0170767
658458.0,0.0209303
658530.0,0.0320846
658549.0,0.0337485
658560.0,0.0340314
658586.0,0.0326101
658620.0,0.027785
658668.0,0.0199282
658702.0,0.0157956
658732.0,0.0131972
658763.0,0.0113464
658796.0,0.00992016
658846.0,0.00846385
658910.0,0.0073585
658986.0,0.00657178
659107.0,0.00588231
659290.0,0.00538355
659593.0,0.00502918
660282.0,0.00477238
662208.0,0.00465423
663018.0,0.00473266
663195.0,0.00495305
663253.0,0.00525436
663285.0,0.00566436
663304.0,0.00616654
663316.0,0.00683331
663324.0,0.00764035
663331.0,0.00878987
663337.0,0.0103533
663342.0,0.0122746
663346.0,0.0149806
663351.0,0.0187168
663356.0,0.0241794
663362.0,0.0318046
663368.0,0.0426901
663376.0,0.0595537
663393.0,0.105677
663401.0,0.120829
663409.0,0.126791
663410.0,0.12684
