92-U-234(n,elastic) ENDF/B-VII.1
1466.89,15.1883
1466.98,19.4534
1467.08,25.0226
1467.19,33.1319
1467.32,45.9104
1467.53,70.2064
1467.83,106.052
1468.02,121.648
1468.19,126.72
1468.21,126.723
1468.36,122.714
1468.55,109.057
1469.03,60.3066
1469.2,46.5974
1469.34,38.2098
1469.49,31.4419
1469.65,26.4367
1469.81,23.2119
1470.06,20.3991
1470.33,18.7138
1470.87,16.9621
1471.91,15.3464
1473.43,14.1898
1475.72,13.2997
1483.83,11.4173
1484.99,10.8206
1485.37,11.1655
1485.65,12.1809
1486.05,14.903
1486.41,17.1262
1486.61,17.5681
1486.89,17.0064
1487.54,13.7601
1488.0,12.3583
1488.8,11.3775
1490.1,9.92032
1490.49,9.56101
1490.66,9.75906
1490.82,10.5261
1490.95,11.7133
1491.07,13.487
1491.19,16.2772
1491.32,20.1163
1491.48,26.5004
1491.98,51.2421
1492.18,57.4329
1492.32,58.8502
1492.46,57.8105
1492.64,52.9472
1493.17,31.6673
1493.37,25.5281
1493.58,21.3501
1493.76,18.9321
1494.01,17.0582
1494.35,15.8504
1494.95,14.878
1496.35,13.911
1499.36,13.1239
1500.0,13.0522
1500.0,17.9301
1750.0,17.7673
2000.0,17.6521
2250.0,17.5712
2500.0,17.516
2625.0,17.2517
2750.0,17.0022
3000.0,16.5418
3500.0,15.745
4184.35,15.2443
4250.0,15.1962
5000.0,14.7649
5977.65,14.4038
6500.0,14.2108
7770.94,13.8771
8000.0,13.8169
9564.24,13.4467
9750.0,13.4028
11500.0,13.0773
13748.6,12.7599
15000.0,12.5833
17932.9,12.2801
20000.0,12.0665
23910.6,11.7524
25000.0,11.6649
28750.0,11.514
32500.0,11.3804
38854.7,11.1822
40000.0,11.1465
47821.2,10.9952
50000.0,10.953
59776.5,10.7858
60000.0,10.782
70000.0,10.6236
80000.0,10.4756
100000.0,10.2026
100000.0,11.187
227151.0,9.28338
495000.0,6.42748
560000.0,5.88327
770000.0,4.51972
1025000.0,4.09451
1160000.0,3.85065
1370000.0,3.65801
1740000.0,3.50939
3000000.0,4.07481
3876770.0,4.30499
3900000.0,4.30508
4000000.0,4.29792
4050000.0,4.29795
6100000.0,4.01306
7125000.0,3.60708
8100000.0,3.02312
1.01E7,2.52436
1.175E7,2.44017
1.275E7,2.51789
1.445E7,2.72423
1.475E7,2.72955
1.49E7,2.72825
1.5E7,2.72842
1.51E7,2.72813
1.58E7,2.78896
1.825E7,3.34231
2.1125E7,3.63175
2.375E7,3.70079
2.6E7,3.6144
3.0E7,3.20808
