24-Cr-52(n,elastic) ENDF/B-VII.1
1182600.0,3.853
1182650.0,3.87378
1182820.0,3.66308
1183140.0,3.15412
1183460.0,2.92554
1183750.0,2.87239
1184310.0,2.99038
1184810.0,3.2966
1185070.0,3.63156
1185230.0,4.0627
1185340.0,4.63357
1185430.0,5.43777
1185590.0,7.49694
1185630.0,7.71013
1185690.0,7.42402
1185850.0,5.40374
1185940.0,4.6782
1186050.0,4.16577
1186220.0,3.75926
1186570.0,3.36015
1188310.0,2.01971
1189080.0,1.56942
1189720.0,1.30993
1189960.0,1.26611
1190090.0,1.30341
1190150.0,1.39365
1190190.0,1.53031
1190220.0,1.72516
1190240.0,1.98815
1190260.0,2.33854
1190270.0,2.8532
1190300.0,3.77038
1190320.0,5.00577
1190340.0,5.39592
1190350.0,5.42569
1190360.0,5.21429
1190380.0,4.49119
1190410.0,2.90974
1190430.0,2.31379
1190450.0,1.93485
1190460.0,1.6542
1190480.0,1.44737
1190510.0,1.28514
1190550.0,1.16694
1190620.0,1.08017
1190760.0,1.02056
1190830.0,1.01508
1190970.0,1.05058
1191060.0,1.14317
1191130.0,1.28921
1191180.0,1.47685
1191220.0,1.74097
1191260.0,2.08865
1191290.0,2.50777
1191330.0,3.09011
1191360.0,4.01631
1191450.0,6.63326
1191480.0,7.1804
1191490.0,7.24266
1191520.0,6.95697
1191580.0,5.77377
1191640.0,4.28026
1191680.0,3.48032
1191730.0,2.84253
1191790.0,2.36351
1191860.0,1.98233
1191950.0,1.6758
1192060.0,1.43172
1192220.0,1.22387
1192470.0,1.01977
1192930.0,0.736673
1192980.0,0.725177
1193030.0,0.746954
1193060.0,0.802286
1193090.0,0.894724
1193120.0,1.0523
1193140.0,1.28553
1193170.0,1.66549
1193230.0,2.47967
1193260.0,2.73799
1193290.0,2.79588
1193330.0,2.66763
1193440.0,2.04016
1193510.0,1.75248
1193610.0,1.5329
1193760.0,1.35636
1193980.0,1.2147
1194340.0,1.10064
1195000.0,1.00977
1196210.0,0.95174
1197570.0,0.914493
1197630.0,0.93544
1197660.0,0.988476
1197670.0,1.08225
1197680.0,1.22645
1197700.0,1.46
1197710.0,1.84217
1197750.0,3.05752
1197760.0,3.34581
1197770.0,3.38563
1197780.0,3.24548
1197800.0,2.78464
1197820.0,1.99642
1197840.0,1.63243
1197860.0,1.40275
1197880.0,1.25675
1197900.0,1.15399
1197960.0,1.07687
1198090.0,1.02271
1198540.0,0.994275
1198660.0,0.993628
1201390.0,1.06258
1203280.0,1.14196
1203420.0,1.19762
1203470.0,1.27791
1203500.0,1.39254
1203530.0,1.54302
1203540.0,1.73459
1203560.0,2.03854
1203580.0,2.50166
1203590.0,3.14675
1203630.0,4.92626
1203650.0,5.37124
1203660.0,5.42403
1203670.0,5.20711
1203690.0,4.48218
1203720.0,3.12249
1203740.0,2.53902
1203760.0,2.14466
1203780.0,1.85634
1203810.0,1.645
1203850.0,1.48724
1203930.0,1.36563
1204070.0,1.28325
1204470.0,1.24316
1204590.0,1.24224
1207180.0,1.30363
1208150.0,1.2672
1208710.0,1.16445
1208940.0,1.11782
1209040.0,1.15169
1209100.0,1.23552
1209140.0,1.36887
1209180.0,1.56187
1209210.0,1.87171
1209250.0,2.27972
1209280.0,2.89761
1209370.0,4.87579
1209410.0,5.3535
1209430.0,5.43928
1209480.0,5.1958
1209620.0,3.87998
1209700.0,3.31419
1209810.0,2.89659
1209950.0,2.60888
1210110.0,2.44348
1210190.0,2.42406
1210330.0,2.50289
1210440.0,2.7355
1210540.0,3.14452
1210740.0,4.32616
1210830.0,4.5511
1210850.0,4.55587
1211000.0,4.3252
1211270.0,3.86016
1211580.0,3.69508
1211650.0,3.69294
1212070.0,3.88758
1212520.0,4.40759
1213050.0,5.40645
1213650.0,6.60233
1214010.0,6.85587
1214690.0,6.4466
1214870.0,6.65015
1214990.0,7.16193
1215070.0,7.95128
1215170.0,9.51125
1215260.0,11.0355
1215300.0,11.2548
1215360.0,10.8063
1215530.0,7.55541
1215620.0,6.37936
1215730.0,5.50974
1215880.0,4.83905
1216110.0,4.28673
1216480.0,3.82428
1217100.0,3.43748
1218070.0,3.17851
1219100.0,3.10062
1219450.0,3.17263
1219520.0,3.32838
1219550.0,3.5829
1219570.0,4.00909
1219590.0,4.76042
1219630.0,6.27837
1219650.0,6.58336
1219650.0,6.58457
1219670.0,6.3087
1219700.0,4.92535
1219730.0,4.1134
1219750.0,3.66815
1219780.0,3.38808
1219850.0,3.22122
1220130.0,3.14094
1220180.0,3.1406
1220750.0,3.22667
1220830.0,3.36855
1220860.0,3.62552
1220880.0,4.08561
1220910.0,5.02689
1220930.0,5.89567
1220950.0,6.07749
1220970.0,5.84078
1221020.0,4.1388
1221040.0,3.69376
1221070.0,3.43274
1221130.0,3.29312
1221290.0,3.25659
1222020.0,3.36108
1222060.0,3.51298
1222080.0,3.84402
1222130.0,4.90467
1222140.0,4.99742
1222160.0,4.79147
1222210.0,3.71696
1222230.0,3.44245
1222270.0,3.2962
1222650.0,3.03714
1222880.0,2.68555
1223100.0,2.13128
1223330.0,1.53867
1223460.0,1.30661
1223580.0,1.20069
1223650.0,1.18309
1223760.0,1.22347
1223900.0,1.37029
1224070.0,1.65568
1224220.0,2.01249
1224350.0,2.4654
1224450.0,2.97695
1224530.0,3.60177
1224620.0,4.48613
1224700.0,5.69368
1224840.0,7.83587
1224900.0,8.34492
1224920.0,8.36375
1224990.0,8.02714
1225200.0,5.31943
1225290.0,4.47193
1225400.0,3.83744
1225540.0,3.36069
1225730.0,3.0048
1226010.0,2.76983
1226520.0,2.64875
1226850.0,2.63778
1231350.0,2.89753
1231440.0,3.02085
1231470.0,3.2374
1231490.0,3.59903
1231510.0,4.22566
1231560.0,5.98439
1231580.0,6.28855
1231580.0,6.29087
1231600.0,6.03211
1231630.0,4.69904
1231660.0,3.93812
1231680.0,3.49731
1231710.0,3.22213
1231780.0,3.04562
1232040.0,2.94898
1232360.0,2.93822
1236830.0,3.03641
1237050.0,3.16738
1237140.0,3.38509
1237180.0,3.70333
1237210.0,4.13612
1237240.0,4.77768
1237270.0,5.94548
1237310.0,7.39082
1237330.0,7.74398
1237330.0,7.74491
1237350.0,7.43536
1237380.0,6.20817
1237410.0,4.86645
1237440.0,4.16602
1237470.0,3.69263
1237510.0,3.36335
1237590.0,3.14166
1237800.0,2.99815
1239490.0,2.85574
1239580.0,2.90963
1239610.0,3.09758
1239660.0,3.75759
1239670.0,3.79145
1239700.0,3.63258
1239740.0,3.03508
1239770.0,2.86179
1240000.0,2.79657
1241830.0,2.51464
1243230.0,2.13144
1244410.0,1.64862
1246370.0,0.6589
1246630.0,0.556406
1246770.0,0.532949
1246790.0,0.532941
1246880.0,0.551197
1246950.0,0.59755
1247010.0,0.672525
1247050.0,0.769254
1247100.0,0.913757
1247150.0,1.12547
1247190.0,1.41098
1247230.0,1.7789
1247280.0,2.37477
1247410.0,4.19147
1247460.0,4.63923
1247510.0,4.73133
1247560.0,4.55048
1247780.0,3.15018
1247870.0,2.70373
1247970.0,2.3918
1248090.0,2.13876
1248250.0,1.93177
1248500.0,1.77224
1248800.0,1.72148
1249310.0,1.79729
1250290.0,2.15717
1252340.0,3.12689
1253600.0,3.91572
1254490.0,4.71908
1255400.0,5.88471
1257020.0,8.51547
1257610.0,8.90005
1258050.0,8.61705
1258100.0,8.89463
1258150.0,9.30669
1258270.0,8.69237
1259010.0,7.15485
1259260.0,6.26226
1259380.0,5.48176
1259460.0,4.66156
1259540.0,3.3735
1259560.0,3.21613
1259580.0,3.32048
1259600.0,3.61436
1259610.0,4.26494
1259640.0,5.68484
1259680.0,7.62457
1259710.0,8.61456
1259740.0,9.07532
1259760.0,9.11932
1260000.0,8.37703
1260100.0,8.30753
1260350.0,8.64352
1260810.0,9.81246
1260910.0,9.87559
1261210.0,9.44819
1262030.0,7.29967
1262660.0,6.22449
1263540.0,5.31323
1264770.0,4.52929
1267070.0,3.59469
1268020.0,3.15399
1268420.0,2.78164
1268460.0,2.85596
1268490.0,3.07264
1268510.0,3.45764
1268530.0,4.02879
1268550.0,5.11084
1268590.0,7.04428
1268610.0,7.62205
1268620.0,7.70091
1268650.0,7.36022
1268710.0,5.55127
1268750.0,4.85549
1268810.0,4.32755
1268900.0,3.91696
1269070.0,3.57958
1269430.0,3.26757
1270510.0,2.8088
1271160.0,2.66476
1271450.0,2.7361
1271680.0,2.97321
1271890.0,3.44238
1272190.0,4.23139
1272370.0,4.3922
1272610.0,4.18876
1273250.0,3.29595
1273920.0,2.65894
1275190.0,1.6947
1275470.0,1.57425
1275530.0,1.56923
1275710.0,1.62171
1275870.0,1.79248
1276060.0,2.13501
1276440.0,2.99904
1276650.0,3.28646
1276820.0,3.35746
1276950.0,3.34361
1277010.0,3.40581
1277040.0,3.6218
1277060.0,3.96864
1277080.0,4.60513
1277130.0,6.79717
1277150.0,7.17557
1277150.0,7.18348
1277170.0,6.88853
1277230.0,5.10621
1277260.0,4.51917
1277300.0,4.12258
1277390.0,3.80314
1277610.0,3.50335
1278350.0,3.01472
1279770.0,2.31041
1279950.0,2.11285
1280020.0,2.01526
1280040.0,2.0776
1280060.0,2.27459
1280100.0,2.82009
1280120.0,3.22539
1280150.0,3.32538
1280180.0,3.16592
1280240.0,2.76708
1280310.0,2.54795
1280490.0,2.35295
1281080.0,2.09398
1282760.0,1.62327
1284970.0,1.14903
1285170.0,1.12378
1285290.0,1.15757
1285350.0,1.24368
1285390.0,1.38096
1285420.0,1.5631
1285440.0,1.79694
1285460.0,2.16141
1285480.0,2.61942
1285500.0,3.35489
1285560.0,5.57961
1285580.0,6.09026
1285590.0,6.15484
1285610.0,5.90855
1285640.0,4.93325
1285680.0,3.7274
1285710.0,3.0709
1285740.0,2.58476
1285770.0,2.22073
1285820.0,1.93461
1285890.0,1.70917
1285970.0,1.57125
1286110.0,1.44887
1286360.0,1.37884
1286430.0,1.37615
1286700.0,1.42835
1286890.0,1.55419
1287050.0,1.75192
1287180.0,2.03655
1287280.0,2.3912
1287360.0,2.83786
1287460.0,3.5969
1287610.0,4.85623
1287680.0,5.11278
1287680.0,5.11533
1287740.0,4.99416
1287810.0,4.45023
1287970.0,3.05049
1288050.0,2.52443
1288150.0,2.05788
1288250.0,1.74211
1288380.0,1.48483
1288560.0,1.23094
1288910.0,0.890058
1289050.0,0.791918
1289080.0,0.786202
1289130.0,0.816287
1289160.0,0.885629
1289180.0,0.983296
1289210.0,1.15516
1289230.0,1.40797
1289260.0,1.77259
1289280.0,2.31562
1289360.0,4.10932
1289390.0,4.58415
1289420.0,4.70576
1289460.0,4.50298
1289570.0,3.35902
1289650.0,2.86408
1289740.0,2.49558
1289870.0,2.20982
1290070.0,1.992
1290380.0,1.84647
1290900.0,1.78617
1290930.0,1.786
1292000.0,1.87411
1293290.0,2.10146
1293600.0,2.25817
1293750.0,2.4653
1293840.0,2.73146
1293910.0,3.11649
1293960.0,3.56885
1294000.0,4.27495
1294050.0,5.3261
1294140.0,7.62735
1294180.0,8.11901
1294180.0,8.13736
1294220.0,7.78711
1294340.0,5.30014
1294400.0,4.44543
1294470.0,3.85857
1294560.0,3.41847
1294690.0,3.08648
1294890.0,2.85856
1295290.0,2.72772
1295610.0,2.71018
1296420.0,2.73368
1296660.0,2.72127
1296730.0,2.78196
1296760.0,2.95949
1296780.0,3.28398
1296800.0,3.86012
1296840.0,5.42679
1296860.0,5.7319
1296860.0,5.73825
1296880.0,5.50553
1296930.0,4.01802
1296960.0,3.57076
1296990.0,3.29812
1297060.0,3.12154
1297280.0,3.02908
1297340.0,3.02689
1298060.0,3.17565
1298530.0,3.46049
1298800.0,3.83559
1298980.0,4.3179
1299130.0,5.01476
1299310.0,6.33194
1299420.0,7.01888
1299460.0,7.08422
1299540.0,6.80375
1299780.0,4.69055
1299880.0,4.05039
1300020.0,3.56295
1300200.0,3.23745
1300480.0,3.0486
1300610.0,3.02896
1300850.0,3.12315
1300980.0,3.36379
1301060.0,3.71308
1301130.0,4.25552
1301190.0,5.0987
1301280.0,6.68009
1301330.0,6.9694
1301370.0,6.7027
1301500.0,4.98825
1301580.0,4.34114
1301670.0,3.86055
1301820.0,3.49811
1302070.0,3.2481
1302640.0,3.08224
1303300.0,3.0456
1304080.0,3.13435
1304390.0,3.3287
1304540.0,3.61513
1304640.0,4.00285
1304710.0,4.56913
1304770.0,5.34851
1304830.0,6.5277
1304920.0,8.77994
1304970.0,9.22131
1304970.0,9.22429
1305020.0,8.84232
1305140.0,6.47699
1305200.0,5.61752
1305280.0,5.04951
1305380.0,4.69241
1305520.0,4.5617
1305720.0,4.74547
1305950.0,5.33402
1306420.0,7.06907
1306570.0,7.26464
1306760.0,6.97128
1307320.0,5.14496
1307660.0,4.42138
1308100.0,3.87075
1308750.0,3.43767
1309940.0,3.02149
1311000.0,2.78378
1311220.0,2.86141
1311330.0,3.05592
1311400.0,3.35468
1311470.0,3.83816
1311530.0,4.60631
1311640.0,6.35928
1311700.0,6.71527
1311710.0,6.72324
1311770.0,6.42847
1311920.0,4.98406
1312030.0,4.34763
1312180.0,3.89946
1312380.0,3.66352
1312440.0,3.64744
1312600.0,3.77285
1312710.0,4.10035
1312780.0,4.60453
1312840.0,5.31685
1312910.0,6.46918
1313000.0,8.51501
1313040.0,8.87439
1313090.0,8.5408
1313220.0,5.80273
1313280.0,4.92372
1313360.0,4.2364
1313450.0,3.72823
1313600.0,3.33903
1313840.0,3.02686
1314350.0,2.74012
1315070.0,2.53907
1315110.0,2.53775
1315320.0,2.61032
1315430.0,2.79204
1315500.0,3.08639
1315550.0,3.51793
1315600.0,4.08548
1315640.0,4.95817
1315730.0,7.61233
1315770.0,8.04467
1315770.0,8.05304
1315810.0,7.71495
1315920.0,5.21999
1315970.0,4.38544
1316030.0,3.79643
1316110.0,3.30863
1316230.0,2.92864
1316420.0,2.62198
1316780.0,2.30741
1318250.0,1.45621
1318890.0,1.04913
1319090.0,0.978777
1319120.0,0.976997
1319220.0,1.00728
1319280.0,1.08764
1319320.0,1.20794
1319360.0,1.37564
1319380.0,1.59703
1319410.0,1.89731
1319430.0,2.27298
1319450.0,2.79201
1319470.0,3.72201
1319520.0,5.39808
1319540.0,5.89992
1319550.0,5.96382
1319570.0,5.72047
1319600.0,4.95151
1319640.0,3.5315
1319670.0,2.85502
1319700.0,2.39909
1319740.0,2.08821
1319770.0,1.88829
1319820.0,1.71213
1319890.0,1.62115
1319940.0,1.60238
1320090.0,1.66878
1320500.0,2.11382
1320980.0,2.59466
1321640.0,3.1085
1321880.0,3.47084
1322040.0,3.95344
1322170.0,4.64933
1322440.0,6.7065
1322540.0,6.97082
1322660.0,6.67374
1322950.0,5.18956
1323130.0,4.62808
1323320.0,4.41245
1323340.0,4.41078
1323480.0,4.55916
1323590.0,4.98468
1323670.0,5.68788
1323760.0,6.80998
1323890.0,9.0174
1323940.0,9.39231
1323950.0,9.39281
1324010.0,8.97805
1324190.0,6.46311
1324280.0,5.49415
1324400.0,4.76349
1324570.0,4.19825
1324820.0,3.74702
1325240.0,3.37995
1326070.0,3.04664
1327660.0,2.59929
1327960.0,2.45563
1328040.0,2.52247
1328080.0,2.7082
1328120.0,3.09075
1328200.0,4.09551
1328240.0,4.28436
1328240.0,4.28547
1328300.0,4.07956
1328400.0,3.53353
1328530.0,3.21433
1328770.0,2.96631
1329380.0,2.75368
1331460.0,2.47493
1333400.0,2.31849
1333750.0,2.38116
1333890.0,2.53705
1333960.0,2.77422
1334010.0,3.1068
1334050.0,3.55651
1334090.0,4.20767
1334120.0,5.2816
1334180.0,7.05778
1334200.0,7.49011
1334210.0,7.50212
1334240.0,7.18991
1334280.0,5.84205
1334320.0,4.66472
1334360.0,3.92354
1334400.0,3.41112
1334460.0,3.02635
1334540.0,2.72089
1334680.0,2.49607
1334980.0,2.32119
1335880.0,2.15506
1338320.0,1.84748
1339280.0,1.61842
1339410.0,1.668
1339480.0,1.79139
1339550.0,2.02373
1339610.0,2.40571
1339740.0,3.31205
1339800.0,3.53939
1339820.0,3.55971
1339920.0,3.3865
1340140.0,2.83317
1340360.0,2.51422
1340710.0,2.27167
1341400.0,2.06184
1343190.0,1.73114
1343550.0,1.5748
1343730.0,1.40728
1343850.0,1.20997
1343930.0,1.03198
1343950.0,1.02083
1343970.0,1.05442
1344000.0,1.16209
1344020.0,1.36427
1344040.0,1.75021
1344090.0,2.46575
1344120.0,2.73731
1344150.0,2.83444
1344160.0,2.83565
1344350.0,2.36982
1344540.0,2.15666
1344920.0,1.97937
1346310.0,1.66568
1346630.0,1.49535
1346750.0,1.42473
1346800.0,1.46934
1346830.0,1.5788
1346860.0,1.78321
1346880.0,2.08534
1346900.0,2.56929
1346940.0,3.8488
1346970.0,4.5623
1346990.0,4.82585
1347000.0,4.83516
1347030.0,4.63551
1347110.0,3.51027
1347160.0,3.05187
1347230.0,2.70911
1347330.0,2.44557
1347510.0,2.23765
1347860.0,2.08479
1348620.0,1.99515
1348970.0,1.98898
1350110.0,2.02247
1350460.0,1.96965
1350600.0,1.84329
1350680.0,1.70595
1350710.0,1.76401
1350730.0,1.94145
1350760.0,2.31173
1350800.0,3.04395
1350830.0,3.2714
1350840.0,3.30076
1350910.0,3.06
1350990.0,2.82874
1351140.0,2.72902
1351170.0,2.72784
1351430.0,2.84767
1351660.0,3.13395
1351800.0,3.51089
1351890.0,3.97231
1351950.0,4.54155
1352010.0,5.34976
1352080.0,6.72551
1352100.0,6.84092
1352120.0,6.5891
1352150.0,5.82188
1352200.0,3.3225
1352220.0,2.62461
1352240.0,2.23782
1352260.0,1.94455
1352280.0,1.75026
1352300.0,1.67035
1352330.0,1.65198
1352400.0,1.7752
1352630.0,2.21548
1353110.0,2.8424
1353820.0,3.78635
1354490.0,4.96853
1355470.0,6.87925
1355940.0,7.33692
1356050.0,7.35486
1356520.0,7.05797
1357090.0,6.07656
1357470.0,5.06503
1357630.0,4.38864
1357700.0,3.84702
1357750.0,3.23043
1357800.0,2.34573
1357820.0,2.20932
1357820.0,2.19493
1357830.0,2.24624
1357850.0,2.46562
1357860.0,2.90304
1357880.0,3.74753
1357920.0,5.65358
1357940.0,6.42466
1357960.0,6.77167
1357970.0,6.78996
1358040.0,6.36107
1358150.0,5.63364
1358340.0,4.97748
1358710.0,4.2798
1359290.0,3.57724
1360070.0,2.94417
1361030.0,2.4189
1362460.0,1.80235
1362540.0,1.85935
1362590.0,2.00263
1362620.0,2.2485
1362650.0,2.61996
1362690.0,3.23153
1362760.0,4.98745
1362790.0,5.39078
1362810.0,5.43872
1362850.0,5.21241
1362940.0,4.07835
1363010.0,3.60723
1363100.0,3.24489
1363220.0,3.01457
1363400.0,2.9243
1363620.0,3.02211
1363830.0,3.30834
1364060.0,3.85024
1364550.0,5.50609
1364720.0,5.72493
1364900.0,5.4923
1365480.0,3.78376
1365760.0,3.17839
1366120.0,2.6819
1366550.0,2.31036
1367160.0,1.99246
1368050.0,1.71894
1369480.0,1.45999
1370750.0,1.26609
1370900.0,1.19474
1370940.0,1.16217
1370960.0,1.19787
1370980.0,1.31516
1371010.0,1.60945
1371040.0,1.86773
1371050.0,1.92596
1371070.0,1.84175
1371120.0,1.52908
1371160.0,1.4143
1371240.0,1.33825
1371580.0,1.2578
1374080.0,1.01278
1375550.0,0.900292
1375650.0,0.899151
1375980.0,0.928723
1376170.0,0.99879
1376300.0,1.11298
1376400.0,1.26392
1376490.0,1.48146
1376560.0,1.77437
1376620.0,2.13581
1376680.0,2.65168
1376750.0,3.40219
1376830.0,4.71843
1376920.0,6.07964
1376970.0,6.5553
1377000.0,6.59489
1377060.0,6.29095
1377250.0,4.13177
1377330.0,3.39604
1377430.0,2.8077
1377540.0,2.36382
1377680.0,2.00919
1377850.0,1.72372
1378080.0,1.48806
1378400.0,1.29858
1378890.0,1.13263
1379680.0,0.981951
1381450.0,0.749454
1381720.0,0.676191
1381810.0,0.646947
1381840.0,0.668194
1381850.0,0.724559
1381870.0,0.81877
1381880.0,0.955064
1381890.0,1.15852
1381900.0,1.49181
1381920.0,2.14858
1381950.0,2.87296
1381960.0,3.16524
1381970.0,3.21548
1381980.0,3.08794
1382010.0,2.61238
1382030.0,1.87826
1382050.0,1.5748
1382070.0,1.35265
1382090.0,1.20135
1382110.0,1.08069
1382160.0,0.976001
1382240.0,0.888293
1382390.0,0.818804
1382760.0,0.746514
1384220.0,0.595504
1384390.0,0.586664
1384520.0,0.602298
1384590.0,0.644524
1384630.0,0.711644
1384660.0,0.803831
1384680.0,0.925103
1384710.0,1.10807
1384730.0,1.39792
1384780.0,1.94949
1384800.0,2.12387
1384820.0,2.14796
1384840.0,2.06747
1384880.0,1.74282
1384920.0,1.34891
1384950.0,1.15
1384990.0,0.992743
1385040.0,0.866694
1385100.0,0.776357
1385190.0,0.698482
1385370.0,0.631174
1385700.0,0.574543
1386220.0,0.540211
1386340.0,0.538675
1386720.0,0.557252
1386980.0,0.605062
1387180.0,0.679579
1387360.0,0.788053
1387500.0,0.928714
1387620.0,1.09029
1387750.0,1.3388
1387870.0,1.68968
1388000.0,2.17071
1388170.0,3.03296
1388370.0,3.98862
1388490.0,4.31226
1388530.0,4.34348
1388660.0,4.18416
1388890.0,3.40495
1389130.0,2.62843
1389330.0,2.1247
1389560.0,1.71996
1389820.0,1.40955
1390110.0,1.17411
1390490.0,0.967465
1390930.0,0.8086
1391390.0,0.697317
1391830.0,0.640005
1391970.0,0.635302
1392230.0,0.657206
1392410.0,0.714269
1392550.0,0.806273
1392670.0,0.937752
1392760.0,1.09959
1392840.0,1.30485
1392900.0,1.54645
1392960.0,1.8809
1393030.0,2.34476
1393090.0,2.9778
1393170.0,3.98764
1393290.0,5.64018
1393350.0,6.0929
1393370.0,6.131
1393430.0,5.89202
1393510.0,4.95581
1393620.0,3.62018
1393700.0,2.90756
1393780.0,2.38171
1393870.0,1.94531
1393970.0,1.60337
1394080.0,1.34447
1394220.0,1.14443
1394390.0,0.984643
1394560.0,0.887713
1394790.0,0.817737
1395050.0,0.793353
1395360.0,0.826021
1395650.0,0.9107
1395930.0,1.0549
1396220.0,1.27053
1396510.0,1.58855
1396810.0,2.0262
1397150.0,2.70045
1397760.0,4.1483
1397950.0,4.33446
1398070.0,4.20282
1398170.0,3.84386
1398280.0,3.21784
1398410.0,2.1211
1398500.0,1.31142
1398550.0,0.98469
1398590.0,0.761556
1398630.0,0.625768
1398650.0,0.55123
1398680.0,0.506752
1398710.0,0.491122
1398740.0,0.502428
1398770.0,0.550724
1398810.0,0.651799
1398870.0,0.843481
1398960.0,1.23768
1399210.0,2.41635
1399400.0,3.14342
1399630.0,3.73155
1399790.0,3.99033
1400110.0,4.25537
1400330.0,4.31026
1400900.0,4.16836
1403040.0,3.16946
1404650.0,2.68492
1406300.0,2.39822
1408040.0,2.24566
1408480.0,2.23658
1409450.0,2.3039
1409940.0,2.46155
1410210.0,2.6794
1410400.0,2.97948
1410540.0,3.3965
1410640.0,3.85484
1410730.0,4.56518
1410830.0,5.6313
1410950.0,7.1919
1411000.0,7.61698
1411010.0,7.62629
1411070.0,7.33454
1411150.0,6.1915
1411240.0,4.68111
1411310.0,3.87052
1411370.0,3.31272
1411450.0,2.88797
1411560.0,2.55868
1411700.0,2.3064
1411940.0,2.1332
1412380.0,2.05024
1412520.0,2.04692
1413450.0,2.12803
1414060.0,2.29731
1414370.0,2.50604
1414550.0,2.77201
1414670.0,3.12276
1414750.0,3.56515
1414810.0,4.14147
1414860.0,4.9653
1414970.0,7.1838
1415000.0,7.44354
1415040.0,7.16265
1415080.0,6.14547
1415140.0,4.50799
1415180.0,3.77295
1415220.0,3.2015
1415270.0,2.80992
1415340.0,2.52364
1415440.0,2.34377
1415620.0,2.26076
1415670.0,2.25924
1416270.0,2.40496
1417110.0,2.78644
1417760.0,3.2638
1418280.0,3.85978
1418700.0,4.62101
1419070.0,5.64629
1419520.0,7.41353
1419860.0,8.71075
1420070.0,8.99076
1420310.0,8.63024
1421070.0,5.74997
1421440.0,4.72265
1421910.0,3.82088
1422470.0,3.06447
1423070.0,2.48281
1423730.0,2.04003
1424470.0,1.69408
1425310.0,1.44348
1425960.0,1.34082
1426060.0,1.33824
1426330.0,1.38409
1426480.0,1.49179
1426580.0,1.65256
1426660.0,1.88977
1426720.0,2.18024
1426770.0,2.57587
1426810.0,3.0764
1426860.0,3.83197
1426960.0,6.04586
1427000.0,6.42105
1427010.0,6.43174
1427040.0,6.19689
1427100.0,5.27033
1427170.0,3.79787
1427220.0,3.01496
1427270.0,2.46507
1427320.0,2.03431
1427400.0,1.67344
1427490.0,1.35779
1427690.0,0.883409
1427800.0,0.632419
1427830.0,0.592024
1427830.0,0.590659
1427850.0,0.610496
1427870.0,0.655974
1427880.0,0.72435
1427900.0,0.848401
1427910.0,1.03025
1427930.0,1.31849
1427950.0,1.77577
1428000.0,3.26817
1428030.0,3.71932
1428050.0,3.88711
1428050.0,3.88888
1428090.0,3.73812
1428180.0,2.872
1428250.0,2.46269
1428340.0,2.15146
1428470.0,1.90632
1428650.0,1.71308
1428960.0,1.55761
1429510.0,1.44815
1429880.0,1.42281
1429940.0,1.45562
1429970.0,1.54704
1430040.0,1.88437
1430070.0,1.97714
1430570.0,2.30042
1430760.0,2.43272
1431230.0,2.5668
1431700.0,2.49832
1432170.0,2.35072
1432640.0,2.49676
1433590.0,3.27872
1434060.0,3.44859
1434530.0,3.48508
1434880.0,3.48178
1435000.0,3.49544
1436420.0,4.85498
1436900.0,4.73008
1437840.0,3.69636
1438320.0,3.44415
1439030.0,3.62001
1439270.0,3.71629
1439740.0,4.07461
1440220.0,3.90062
1440930.0,3.34499
1441170.0,3.19709
1442120.0,3.32093
1444030.0,4.86136
1444500.0,4.94186
1445100.0,4.5015
1445940.0,3.68734
1446410.0,3.37652
1446890.0,3.42863
1447370.0,3.77463
1447970.0,4.76718
1448570.0,6.09344
1448810.0,6.65583
1449290.0,7.04315
1449770.0,6.82202
1450730.0,5.57661
1451450.0,5.16106
1452170.0,4.81283
1452650.0,4.81168
1453130.0,4.81718
1453610.0,4.7701
1454940.0,4.85813
1456390.0,4.24561
1457840.0,3.09784
1458570.0,2.8614
1459290.0,2.76422
1460750.0,2.93314
1462560.0,3.65447
1463840.0,4.28897
1464580.0,4.84326
1465130.0,5.3747
1465860.0,5.81854
1466590.0,5.64028
1468060.0,3.89662
1468790.0,3.2882
1469520.0,3.00103
1470260.0,3.16475
1470990.0,3.65572
1471730.0,4.65335
1472470.0,5.20693
1473200.0,4.82556
1473940.0,3.882
1474860.0,3.15846
1476160.0,2.42585
1476900.0,2.39114
1477640.0,2.41654
1478380.0,2.32003
1479120.0,2.44506
1479860.0,2.72636
1480610.0,3.1893
1481350.0,3.45292
1482090.0,3.46048
1482840.0,3.98526
1483580.0,4.93215
1484330.0,5.42111
1485080.0,5.35473
1486010.0,4.4916
1486570.0,4.12725
1487320.0,4.2262
1488060.0,4.4448
1488810.0,4.18958
1489650.0,3.3682
1490310.0,2.5353
1491060.0,2.07281
1491620.0,2.06129
1492190.0,2.12823
1493700.0,2.30813
1494070.0,2.33559
1494820.0,2.08487
1496330.0,1.74024
1497840.0,1.61337
1498600.0,1.64297
1499360.0,1.88379
1500300.0,2.52387
1500870.0,2.84878
1501630.0,3.05989
1502580.0,2.69169
1503150.0,2.41144
1503910.0,2.59971
1504670.0,2.43864
1505620.0,2.041
1506190.0,1.86702
1506960.0,2.13371
1507720.0,2.22195
1508580.0,1.90912
1509250.0,1.57455
1510010.0,1.53779
1510780.0,1.83879
1511640.0,2.78861
1512310.0,3.67608
1513080.0,3.62204
1514030.0,2.94702
1515380.0,2.25968
1516150.0,2.00446
1516920.0,1.93409
1517690.0,1.80051
1518460.0,1.52713
1519240.0,1.36649
1520400.0,1.39287
