24-Cr-52(n,elastic) ENDF/B-VII.1
577694.0,8.40518
577706.0,8.67685
577720.0,8.35803
577740.0,7.11624
577764.0,5.46738
577782.0,4.49595
577802.0,3.80532
577827.0,3.25905
577856.0,2.86147
577886.0,2.61193
577940.0,2.34487
578004.0,2.16922
578144.0,1.99394
578403.0,1.90148
578480.0,1.89765
578785.0,1.94791
579060.0,2.08552
579289.0,2.30665
579472.0,2.60878
579633.0,3.03871
579747.0,3.50801
579862.0,4.20172
579965.0,5.1311
580057.0,6.33044
580148.0,8.02777
580251.0,10.636
580355.0,13.5773
580416.0,14.8203
580468.0,15.1905
580526.0,14.7135
580603.0,12.9809
580754.0,8.78635
580843.0,6.90959
580927.0,5.61815
581007.0,4.71602
581099.0,3.96563
581214.0,3.30978
581351.0,2.78211
581488.0,2.42585
581672.0,2.10705
581901.0,1.85093
582176.0,1.65531
582665.0,1.44803
583734.0,1.16685
583882.0,1.09512
583963.0,1.03895
583987.0,1.0593
583997.0,1.10889
584007.0,1.21624
584015.0,1.38155
584023.0,1.64757
584031.0,2.03897
584040.0,2.67846
584062.0,4.35527
584072.0,4.8344
584078.0,4.93512
584088.0,4.78352
584100.0,4.15388
584121.0,2.89873
584133.0,2.37726
584146.0,2.0294
584162.0,1.78452
584184.0,1.61288
584220.0,1.47294
584276.0,1.37156
584366.0,1.29239
584580.0,1.20699
585050.0,1.11883
585158.0,1.15064
585193.0,1.19723
585229.0,1.30494
585253.0,1.4686
585268.0,1.65062
585282.0,1.92278
585292.0,2.23976
585302.0,2.70674
585312.0,3.38361
585323.0,4.35975
585334.0,5.80834
585356.0,8.79934
585368.0,9.92219
585377.0,10.2121
585387.0,9.93906
585397.0,9.01288
585427.0,5.49427
585439.0,4.33802
585451.0,3.55369
585465.0,2.94585
585478.0,2.54428
585496.0,2.20009
585518.0,1.93781
585546.0,1.73467
585584.0,1.5691
585657.0,1.40251
585756.0,1.29513
585979.0,1.19045
586299.0,1.13466
586374.0,1.16827
586395.0,1.22946
586406.0,1.31697
586417.0,1.49365
586426.0,1.7398
586435.0,2.09156
586460.0,3.38754
586471.0,3.69072
586475.0,3.7221
586485.0,3.56773
586495.0,3.13863
586514.0,2.10686
586525.0,1.70704
586533.0,1.50132
586542.0,1.34432
586548.0,1.27861
586565.0,1.18707
586582.0,1.1488
586651.0,1.09792
587055.0,1.03482
590439.0,0.735709
591507.0,0.591865
591543.0,0.591055
591634.0,0.60512
591701.0,0.647861
591746.0,0.713486
591782.0,0.809132
591808.0,0.925576
591834.0,1.09207
591855.0,1.30529
591874.0,1.57394
591893.0,1.95645
591911.0,2.47239
591927.0,3.10728
591944.0,4.02279
591967.0,5.57453
591997.0,7.67777
592016.0,8.57093
592028.0,8.76083
592045.0,8.54314
592069.0,7.49559
592113.0,5.18957
592138.0,4.18232
592163.0,3.46425
592195.0,2.84196
592226.0,2.4177
592271.0,2.0148
592325.0,1.70876
592395.0,1.46169
592468.0,1.29723
592594.0,1.12632
592769.0,0.991692
593020.0,0.884271
593451.0,0.782193
594204.0,0.679033
596220.0,0.494871
597567.0,0.369465
598196.0,0.291245
598641.0,0.226245
598727.0,0.221726
598783.0,0.226394
598839.0,0.243619
598876.0,0.267792
598914.0,0.309806
598943.0,0.363237
598968.0,0.431515
598992.0,0.524933
599015.0,0.651375
599035.0,0.816249
599054.0,1.02593
599071.0,1.28452
599088.0,1.63592
599104.0,2.11401
599121.0,2.75822
599138.0,3.61311
599160.0,5.00918
599192.0,7.2013
599210.0,8.05466
599225.0,8.34844
599240.0,8.20566
599262.0,7.40419
599313.0,4.81071
599340.0,3.79184
599366.0,3.08372
599397.0,2.49862
599430.0,2.0706
599467.0,1.73185
599514.0,1.44398
599568.0,1.22022
599634.0,1.0396
599720.0,0.884068
599817.0,0.768939
599931.0,0.678065
600073.0,0.601339
600320.0,0.516532
600634.0,0.449461
601083.0,0.387986
601756.0,0.327857
602654.0,0.274964
603445.0,0.245329
603939.0,0.237587
604227.0,0.244146
604367.0,0.257328
604454.0,0.274848
604526.0,0.300822
604581.0,0.335924
604620.0,0.376671
604655.0,0.433972
604684.0,0.509046
604707.0,0.59977
604726.0,0.713009
604743.0,0.856323
604757.0,1.04608
604769.0,1.2712
604780.0,1.57101
604790.0,1.91942
604799.0,2.37428
604808.0,3.03489
604819.0,3.99375
604832.0,5.56804
604851.0,7.92843
604862.0,8.94506
604872.0,9.23404
604880.0,8.99626
604891.0,8.08479
604922.0,4.26411
604933.0,3.18626
604943.0,2.45312
604953.0,1.93505
604962.0,1.56031
604972.0,1.27245
604984.0,1.03669
604998.0,0.84747
605014.0,0.704403
605034.0,0.584726
605054.0,0.49919
605083.0,0.420451
605116.0,0.362574
605158.0,0.317279
605209.0,0.284392
605276.0,0.258161
605378.0,0.236764
605566.0,0.219675
605921.0,0.211504
605976.0,0.211428
606359.0,0.217426
606687.0,0.234358
606906.0,0.257979
607097.0,0.295258
607241.0,0.342528
607361.0,0.404202
607456.0,0.47736
607552.0,0.584067
607636.0,0.720013
607706.0,0.880082
607774.0,1.09643
607836.0,1.3645
607898.0,1.73216
607952.0,2.17553
608007.0,2.76748
608062.0,3.55952
608126.0,4.75575
608276.0,8.25302
608333.0,9.08651
608372.0,9.26665
608434.0,8.91442
608661.0,5.5633
608761.0,4.48447
608861.0,3.72663
608955.0,3.22597
609099.0,2.70436
609250.0,2.35041
609450.0,2.06209
609651.0,1.89071
609952.0,1.75576
610353.0,1.69428
610454.0,1.69153
611055.0,1.75603
611858.0,1.97924
612460.0,2.25754
612841.0,2.54442
613069.0,2.83666
613212.0,3.12722
613338.0,3.53231
613438.0,4.05283
613526.0,4.783
613588.0,5.57902
613651.0,6.73992
613707.0,8.29032
613772.0,10.7693
613861.0,14.5683
613902.0,15.5116
613914.0,15.5785
613955.0,15.011
614013.0,12.8176
614093.0,9.46046
614152.0,7.68058
614202.0,6.59477
614264.0,5.66145
614331.0,4.98142
614399.0,4.52643
614489.0,4.13215
614580.0,3.88411
614760.0,3.61965
615049.0,3.48141
615211.0,3.4704
616258.0,3.70466
618605.0,4.35094
618889.0,4.44862
618915.0,4.57357
618930.0,4.82756
618941.0,5.22275
618954.0,6.00521
618982.0,8.2517
618994.0,8.63223
618994.0,8.63394
619006.0,8.30067
619037.0,5.98489
619052.0,5.26581
619066.0,4.91971
619093.0,4.68091
619189.0,4.55237
619296.0,4.53859
622167.0,4.78719
622403.0,4.95855
622511.0,5.27886
622570.0,5.76142
622606.0,6.40794
622634.0,7.29947
622658.0,8.50371
622704.0,11.5137
622724.0,12.1781
622728.0,12.1972
622747.0,11.7575
622781.0,9.63838
622809.0,7.93479
622831.0,7.00733
622860.0,6.22649
622896.0,5.68143
622955.0,5.2553
623065.0,4.94691
623334.0,4.75341
628891.0,4.15358
629361.0,4.24363
629525.0,4.4025
629642.0,4.68124
629713.0,5.02163
629783.0,5.67724
629830.0,6.48942
629865.0,7.47998
629898.0,8.85394
629931.0,10.86
629984.0,14.8076
630012.0,15.9275
630019.0,15.9756
630042.0,15.4417
630077.0,13.2227
630122.0,10.0456
630151.0,8.5205
630182.0,7.32804
630218.0,6.43538
630253.0,5.83592
630323.0,5.12208
630394.0,4.73406
630511.0,4.39142
630769.0,4.08335
631426.0,3.83431
634624.0,3.30301
634905.0,3.36033
635092.0,3.54474
635233.0,3.91293
635327.0,4.41605
635392.0,5.00038
635458.0,5.88598
635524.0,7.1759
635669.0,10.8455
635722.0,11.5345
635739.0,11.5868
635795.0,11.2427
636004.0,7.84261
636100.0,6.76094
636194.0,6.03588
636334.0,5.32823
636475.0,4.882
636756.0,4.36529
637154.0,3.99285
637951.0,3.64815
638255.0,3.59271
638419.0,3.68008
638466.0,3.86161
638493.0,4.16639
638510.0,4.60699
638525.0,5.25113
638542.0,6.42863
638564.0,8.09983
638578.0,8.63728
638581.0,8.65915
638592.0,8.4383
638605.0,7.69202
638632.0,5.61973
638647.0,4.85957
638664.0,4.31252
638687.0,3.95468
638724.0,3.72195
638803.0,3.5612
639189.0,3.42134
639452.0,3.40214
639837.0,3.48304
640019.0,3.67737
640120.0,3.94064
640196.0,4.3277
640260.0,4.92801
640304.0,5.65133
640343.0,6.6738
640378.0,8.09136
640414.0,10.132
640468.0,13.8939
640496.0,14.9948
640506.0,15.0886
640527.0,14.706
640558.0,13.0816
640613.0,9.40952
640647.0,7.70648
640683.0,6.48476
640728.0,5.51086
640778.0,4.82494
640854.0,4.23754
640928.0,3.91682
641070.0,3.60749
641286.0,3.46637
641456.0,3.57134
641549.0,3.77453
641631.0,4.1328
641704.0,4.68119
641775.0,5.51819
641871.0,6.85795
641923.0,7.23221
641937.0,7.25726
641987.0,7.0796
642170.0,5.3125
642255.0,4.75188
642394.0,4.19082
642533.0,3.87361
642811.0,3.54194
643347.0,3.26875
644254.0,3.07063
644382.0,3.12819
644424.0,3.27204
644448.0,3.54646
644462.0,3.89429
644473.0,4.3973
644485.0,5.17788
644498.0,6.50822
644521.0,8.95622
644532.0,9.62245
644536.0,9.68097
644545.0,9.50145
644555.0,8.75009
644584.0,5.83525
644598.0,4.84678
644611.0,4.22679
644628.0,3.80273
644651.0,3.51906
644700.0,3.28297
644788.0,3.14177
645150.0,3.00561
648133.0,2.71592
651590.0,2.4995
651824.0,2.55114
651875.0,2.6337
651911.0,2.81334
651930.0,3.0625
651942.0,3.3989
651953.0,3.86432
651964.0,4.56312
651976.0,5.73095
651999.0,8.01987
652009.0,8.67029
652015.0,8.76452
652026.0,8.42188
652039.0,7.39068
652061.0,5.13153
652074.0,4.17278
652084.0,3.6376
652093.0,3.34797
652106.0,3.05668
652120.0,2.89005
652149.0,2.71364
652212.0,2.57661
652405.0,2.48165
654733.0,2.33034
654798.0,2.33007
655160.0,2.37846
655269.0,2.46537
655340.0,2.61194
655385.0,2.81399
655418.0,3.08659
655445.0,3.49317
655466.0,4.05435
655482.0,4.71936
655498.0,5.70375
655514.0,7.04523
655553.0,11.1643
655567.0,11.9512
655573.0,12.0668
655587.0,11.668
655605.0,10.1504
655636.0,7.01073
655654.0,5.63475
655667.0,4.90028
655684.0,4.2733
655705.0,3.72589
655732.0,3.30923
655764.0,3.01281
655812.0,2.76847
655887.0,2.5748
656003.0,2.44152
656283.0,2.32815
657682.0,2.19695
661776.0,1.99889
661833.0,2.01199
661857.0,2.08723
661869.0,2.20795
661886.0,2.51398
661908.0,2.97179
661918.0,3.03832
661931.0,2.92762
661964.0,2.25696
661977.0,2.11414
661994.0,2.02834
662117.0,1.98485
668123.0,1.72513
668389.0,1.76679
668446.0,1.84023
668475.0,1.95502
668493.0,2.11966
668507.0,2.38336
668517.0,2.72019
668526.0,3.18278
668537.0,3.9737
668565.0,6.50952
668575.0,7.10872
668582.0,7.25675
668592.0,6.98475
668604.0,6.14387
668627.0,4.03572
668638.0,3.24294
668647.0,2.776
668657.0,2.42813
668668.0,2.21123
668684.0,2.01917
668712.0,1.87872
668771.0,1.77533
668967.0,1.70309
673035.0,1.49538
673335.0,1.51631
673488.0,1.58454
673564.0,1.69678
673599.0,1.81049
673633.0,2.02102
673656.0,2.30629
673671.0,2.6091
673686.0,3.08824
673699.0,3.73432
673711.0,4.60623
673725.0,6.02656
673747.0,8.40485
673759.0,9.36109
673770.0,9.64877
673781.0,9.36352
673794.0,8.30049
673824.0,5.15758
673836.0,4.17222
673849.0,3.41937
673860.0,2.97091
673875.0,2.56033
673892.0,2.27242
673909.0,2.09123
673942.0,1.89177
673998.0,1.74652
674086.0,1.67885
674112.0,1.67621
674264.0,1.75222
674365.0,1.89727
674466.0,2.16628
674535.0,2.46604
674608.0,2.94112
674682.0,3.62638
674815.0,5.06054
674871.0,5.36549
674891.0,5.39025
674947.0,5.23343
675172.0,3.54906
675276.0,3.01713
675402.0,2.59743
675529.0,2.33038
675681.0,2.12271
675984.0,1.88742
676414.0,1.72194
677275.0,1.56901
679052.0,1.42861
679172.0,1.4255
679362.0,1.45828
679401.0,1.52263
679419.0,1.62299
679432.0,1.80413
679442.0,2.03891
679451.0,2.42591
679463.0,3.09319
679483.0,4.492
679494.0,5.00538
679501.0,5.10241
679511.0,4.90206
679523.0,4.23852
679544.0,2.78743
679554.0,2.28816
679564.0,1.93586
679573.0,1.74734
679586.0,1.58927
679609.0,1.48797
679672.0,1.42064
680093.0,1.36845
683825.0,1.21307
684184.0,1.20943
684715.0,1.23498
684916.0,1.27737
685063.0,1.34683
685156.0,1.43057
685253.0,1.59365
685321.0,1.81127
685366.0,2.05282
685402.0,2.35171
685433.0,2.74654
685461.0,3.26967
685486.0,3.96797
685509.0,4.90782
685531.0,6.11313
685558.0,8.10273
685593.0,10.8129
685613.0,11.6171
685620.0,11.682
685635.0,11.3925
685656.0,10.129
685703.0,6.39467
685726.0,4.98327
685748.0,4.03023
685770.0,3.35374
685795.0,2.82979
685822.0,2.42636
685857.0,2.06842
685902.0,1.78733
685963.0,1.56051
686030.0,1.41615
686146.0,1.27872
686293.0,1.1928
686595.0,1.11468
687267.0,1.05246
687291.0,1.05234
687460.0,1.07598
687532.0,1.1359
687571.0,1.22491
687595.0,1.33445
687613.0,1.48623
687627.0,1.68325
687639.0,1.95819
687650.0,2.32605
687660.0,2.86497
687671.0,3.61942
687683.0,4.75309
687706.0,7.21972
687717.0,7.99659
687727.0,8.261
687736.0,8.03406
687748.0,7.15756
687777.0,4.30906
687789.0,3.38839
687800.0,2.80112
687810.0,2.38421
687822.0,2.05881
687836.0,1.82209
687857.0,1.59199
687883.0,1.42861
687920.0,1.30503
687986.0,1.19368
688034.0,1.15076
688232.0,1.07274
688835.0,1.00419
692111.0,0.849487
692428.0,0.8438
692741.0,0.858965
692885.0,0.894489
692969.0,0.945249
693035.0,1.02449
693081.0,1.12901
693115.0,1.25767
693147.0,1.45824
693168.0,1.6715
693186.0,1.95044
693203.0,2.32997
693217.0,2.79538
693231.0,3.39917
693245.0,4.33749
693262.0,5.71884
693294.0,8.89214
693306.0,9.69524
693316.0,9.91083
693327.0,9.70133
693341.0,8.77194
693379.0,5.16889
693394.0,3.99286
693409.0,3.19819
693424.0,2.65366
693439.0,2.22912
693455.0,1.93148
693476.0,1.65861
693504.0,1.42565
693539.0,1.2489
693582.0,1.11392
693641.0,1.00695
693713.0,0.932981
693840.0,0.864523
694140.0,0.798238
694922.0,0.733729
698154.0,0.581528
698703.0,0.568436
698975.0,0.584
699082.0,0.616453
699136.0,0.65683
699179.0,0.718776
699209.0,0.800869
699231.0,0.90415
699248.0,1.03615
699262.0,1.20132
699274.0,1.41869
699286.0,1.74052
699296.0,2.13039
699309.0,2.76413
699328.0,4.08364
699345.0,5.13106
699356.0,5.50826
699362.0,5.563
699371.0,5.41269
699383.0,4.85299
699415.0,2.76091
699427.0,2.11898
699437.0,1.72383
699447.0,1.43702
699459.0,1.20461
699473.0,1.02915
699487.0,0.912898
699508.0,0.801423
699538.0,0.705752
699585.0,0.632237
699661.0,0.577635
699764.0,0.546263
700071.0,0.514088
700923.0,0.489301
701196.0,0.48773
701878.0,0.500042
702424.0,0.536323
702833.0,0.589858
703242.0,0.680061
703584.0,0.799044
703856.0,0.936203
704163.0,1.15459
704436.0,1.42884
704716.0,1.81376
704989.0,2.32361
705289.0,3.06589
705575.0,3.99778
705766.0,4.85726
705887.0,5.66479
705976.0,6.56519
706054.0,7.76413
706119.0,9.21347
706199.0,11.7274
706272.0,14.2573
706322.0,15.2536
706339.0,15.3331
706381.0,14.8949
706451.0,12.7781
706540.0,9.76019
706608.0,8.06674
706690.0,6.68994
706785.0,5.66218
706893.0,4.89998
707036.0,4.22319
707236.0,3.5918
707504.0,3.01668
707809.0,2.54612
708190.0,2.12511
708648.0,1.77602
709030.0,1.57113
709549.0,1.37964
710038.0,1.28122
710465.0,1.25289
710954.0,1.29461
711320.0,1.3904
711747.0,1.59567
712114.0,1.87738
712480.0,2.28127
712969.0,3.01521
713518.0,3.92008
713762.0,4.21446
714129.0,4.38808
714434.0,4.26884
714923.0,3.74698
715785.0,2.57707
715890.0,2.50768
715938.0,2.5686
715970.0,2.71563
715994.0,2.95026
716015.0,3.29776
716032.0,3.79303
716052.0,4.60675
716074.0,5.95025
716104.0,7.89465
716122.0,8.57795
716135.0,8.72532
716153.0,8.38082
716216.0,5.60914
716242.0,4.82724
716271.0,4.22154
716307.0,3.73148
716365.0,3.26318
716440.0,2.91457
716536.0,2.64662
716693.0,2.37292
716988.0,2.05268
717452.0,1.72431
718038.0,1.43148
718867.0,1.12257
719821.0,0.79742
720130.0,0.68065
720166.0,0.67719
720222.0,0.6951
720263.0,0.74789
720298.0,0.84725
720321.0,0.964091
720344.0,1.14622
720364.0,1.38235
720385.0,1.72783
720409.0,2.26559
720459.0,3.60977
720482.0,4.00458
720504.0,4.13116
720528.0,3.98424
720615.0,2.71888
720657.0,2.28791
720703.0,1.96595
720761.0,1.70166
720830.0,1.49799
720922.0,1.32649
721046.0,1.18389
721240.0,1.05306
721512.0,0.95221
721659.0,0.931593
721757.0,0.963844
721789.0,1.00999
721814.0,1.0927
721827.0,1.17972
721840.0,1.33199
721850.0,1.52119
721860.0,1.80383
721870.0,2.20078
721884.0,2.93469
721899.0,3.78618
721910.0,4.2276
721919.0,4.34985
721928.0,4.24651
721938.0,3.86267
721967.0,2.18506
721977.0,1.75117
721988.0,1.43463
721998.0,1.21227
722008.0,1.09395
722022.0,0.983579
722041.0,0.908053
722073.0,0.849488
722156.0,0.793814
722463.0,0.72848
723379.0,0.620346
724358.0,0.544407
724847.0,0.528263
725091.0,0.54165
725238.0,0.575286
725326.0,0.621406
725392.0,0.685689
725445.0,0.775985
725487.0,0.89384
725522.0,1.05352
725546.0,1.22469
725568.0,1.442
725586.0,1.70824
725603.0,2.04567
725620.0,2.54447
725634.0,3.14643
725649.0,3.96372
725666.0,5.26085
725704.0,8.54601
725718.0,9.34669
725728.0,9.50905
725741.0,9.22654
725755.0,8.32961
725795.0,4.88222
725811.0,3.77082
725826.0,3.01694
725842.0,2.4045
725859.0,1.95956
725877.0,1.63552
725898.0,1.36329
725923.0,1.1511
725954.0,0.974034
725992.0,0.830396
726039.0,0.720197
726104.0,0.628812
726177.0,0.567063
726275.0,0.517709
726451.0,0.469352
726804.0,0.422669
727782.0,0.347261
728028.0,0.313622
728150.0,0.279886
728217.0,0.245713
728269.0,0.202249
728290.0,0.186822
728292.0,0.186432
728301.0,0.190929
728306.0,0.202648
728312.0,0.225829
728317.0,0.257629
728322.0,0.304581
728327.0,0.370647
728332.0,0.467553
728338.0,0.614233
728344.0,0.833018
728352.0,1.16404
728374.0,2.25978
728384.0,2.61153
728392.0,2.73354
728394.0,2.73939
728401.0,2.69269
728411.0,2.45043
728438.0,1.46969
728449.0,1.16935
728458.0,0.985058
728470.0,0.83729
728483.0,0.730848
728502.0,0.643518
728525.0,0.583182
728562.0,0.525551
728620.0,0.478427
728701.0,0.443036
728810.0,0.417005
729071.0,0.386138
729595.0,0.357013
730250.0,0.342276
730577.0,0.349362
730796.0,0.369115
730959.0,0.400604
731096.0,0.446679
731232.0,0.523642
731341.0,0.621505
731437.0,0.748461
731518.0,0.901971
731606.0,1.1293
731689.0,1.42745
731778.0,1.85114
731890.0,2.55616
732048.0,3.63023
732141.0,4.03529
732214.0,4.14251
732323.0,3.99249
732690.0,2.77904
732847.0,2.40364
733065.0,2.04879
733338.0,1.77977
733611.0,1.62307
734047.0,1.50037
734440.0,1.47218
734920.0,1.53029
735190.0,1.64851
735344.0,1.81401
735421.0,1.9878
735470.0,2.18664
735502.0,2.40726
735531.0,2.72254
735555.0,3.15423
735575.0,3.6952
735594.0,4.4849
735629.0,6.27864
735643.0,6.75769
735651.0,6.82126
735662.0,6.61995
735678.0,5.86077
735712.0,3.4305
735725.0,2.72604
735738.0,2.23814
735750.0,1.91904
735762.0,1.70879
735776.0,1.55232
735796.0,1.43952
735825.0,1.37028
735848.0,1.35384
735947.0,1.39143
736302.0,1.6859
736506.0,1.93745
736659.0,2.22622
736787.0,2.5927
736889.0,3.02833
736991.0,3.6714
737067.0,4.35613
737162.0,5.52186
737330.0,8.12199
737385.0,8.6633
737422.0,8.77132
737479.0,8.51625
737577.0,7.24896
737703.0,5.41789
737801.0,4.36085
737898.0,3.63999
738002.0,3.12232
738133.0,2.71081
738290.0,2.4145
738454.0,2.23209
738768.0,2.06042
739216.0,1.98337
739440.0,1.97707
740113.0,2.02643
740374.0,2.10597
740542.0,2.24599
740654.0,2.45198
740736.0,2.73841
740798.0,3.11491
740848.0,3.58371
740899.0,4.27843
740950.0,5.28321
741024.0,7.2654
741088.0,8.86781
741123.0,9.33326
741140.0,9.40286
741181.0,9.1789
741276.0,7.61223
741359.0,6.29158
741442.0,5.37744
741537.0,4.70978
741679.0,4.12927
741820.0,3.80845
742010.0,3.57413
742350.0,3.39791
742721.0,3.3551
743770.0,3.5124
744831.0,3.89014
745467.0,4.30739
745892.0,4.80953
746210.0,5.47241
746422.0,6.19262
746634.0,7.31936
746820.0,8.83775
747020.0,11.1878
747239.0,13.9689
747375.0,14.748
747388.0,14.754
747483.0,14.4202
747663.0,12.5156
747905.0,9.64374
748066.0,8.23963
748279.0,6.99802
748544.0,6.06648
748809.0,5.51864
749233.0,5.03348
750002.0,4.6479
751939.0,4.32884
755981.0,3.94569
756748.0,4.04369
757164.0,4.30697
757371.0,4.59869
757579.0,5.12555
757734.0,5.80135
757890.0,6.87176
758081.0,8.81441
758197.0,9.98072
758308.0,10.4606
758310.0,10.4608
758396.0,10.1721
758562.0,8.58455
758737.0,6.86148
758886.0,5.81316
759042.0,5.07824
759249.0,4.45401
759509.0,3.9835
759924.0,3.55457
760671.0,3.13879
762456.0,2.54764
765642.0,1.58492
767578.0,0.889359
767832.0,0.844275
767948.0,0.863909
768037.0,0.917942
768112.0,1.01051
768174.0,1.14179
768236.0,1.35146
768286.0,1.60485
768336.0,1.97017
768380.0,2.42431
768428.0,3.0892
768477.0,4.01596
768589.0,6.55885
768642.0,7.34507
768673.0,7.49228
768704.0,7.40511
768764.0,6.75793
768905.0,4.70109
768990.0,3.79101
769073.0,3.15776
769182.0,2.57819
769287.0,2.19484
769420.0,1.85239
769601.0,1.54254
769786.0,1.32581
770013.0,1.14232
770298.0,0.992207
770639.0,0.893808
770923.0,0.867618
771265.0,0.903104
771606.0,1.01583
771947.0,1.2114
772328.0,1.52855
772857.0,2.11302
773767.0,3.21414
774393.0,3.75396
774961.0,3.99594
775303.0,4.03804
776156.0,3.91224
777720.0,3.29355
779035.0,2.60093
779365.0,2.4246
779448.0,2.47971
779507.0,2.66201
779538.0,2.87915
779566.0,3.22705
779595.0,3.80213
779623.0,4.66079
779655.0,6.07235
779696.0,7.95616
779718.0,8.5784
779734.0,8.72268
779755.0,8.53833
779803.0,7.24018
779849.0,5.96896
779895.0,5.08337
779941.0,4.49944
780011.0,3.94996
780080.0,3.60926
780223.0,3.20029
780375.0,2.95207
780707.0,2.63795
781372.0,2.27697
782594.0,1.82738
782855.0,1.764
782901.0,1.80579
782915.0,1.87894
782930.0,2.0592
782941.0,2.31765
782955.0,2.8204
782977.0,3.86183
782989.0,4.20927
782996.0,4.26294
783007.0,4.10074
783021.0,3.55183
783042.0,2.58995
783052.0,2.26934
783063.0,2.02741
783077.0,1.85472
783099.0,1.75707
783194.0,1.66643
784270.0,1.35064
785910.0,0.972999
786925.0,0.7928
787241.0,0.765633
787370.0,0.782609
787461.0,0.837968
787508.0,0.910135
787541.0,1.0011
787568.0,1.12964
787589.0,1.29731
787608.0,1.52858
787624.0,1.83064
787640.0,2.25131
787655.0,2.83169
787673.0,3.784
787701.0,5.30412
787713.0,5.77276
787725.0,5.9502
787737.0,5.80885
787754.0,5.18544
787791.0,3.20994
787807.0,2.56072
787821.0,2.12386
787837.0,1.77357
787857.0,1.49062
787879.0,1.28165
787908.0,1.10951
787949.0,0.963887
787999.0,0.863519
788081.0,0.773348
788219.0,0.699202
788439.0,0.641614
788880.0,0.583328
789585.0,0.540403
789937.0,0.533767
790642.0,0.548
791347.0,0.599857
792052.0,0.690037
792933.0,0.856116
793991.0,1.12734
795577.0,1.64394
798925.0,2.80818
800688.0,3.37933
801128.0,3.62559
801458.0,4.0055
801657.0,4.48986
801794.0,5.13036
801877.0,5.76633
801957.0,6.69632
802037.0,8.10129
802128.0,10.393
802210.0,12.592
802263.0,13.3285
802277.0,13.3658
802317.0,13.0783
802392.0,11.3715
802495.0,8.63306
802566.0,7.25166
802650.0,6.15501
802733.0,5.44503
802844.0,4.85515
802983.0,4.43044
803187.0,4.11041
803512.0,3.94587
803739.0,4.03069
803910.0,4.30221
804051.0,4.81714
804181.0,5.6605
804321.0,6.72435
804398.0,7.03539
804428.0,7.0629
804538.0,6.79892
804824.0,5.54379
805046.0,4.98047
805330.0,4.6043
805915.0,4.27182
807343.0,4.01179
809441.0,3.84507
809824.0,3.93227
809962.0,4.17245
810022.0,4.48441
810067.0,4.99473
810097.0,5.64445
810118.0,6.39854
810141.0,7.5926
810194.0,11.3598
810216.0,12.1795
810221.0,12.2227
810236.0,11.963
810258.0,10.8228
810300.0,7.92979
810323.0,6.80556
810345.0,6.02398
810375.0,5.35421
810420.0,4.79091
810465.0,4.48307
810531.0,4.23347
810675.0,3.9929
811118.0,3.7848
812151.0,3.63913
812251.0,3.67891
812276.0,3.78442
812298.0,4.10247
812321.0,4.77744
812342.0,5.39265
812353.0,5.49946
812368.0,5.31352
812406.0,4.14223
812423.0,3.84637
812454.0,3.66734
812785.0,3.55759
815288.0,3.26009
815701.0,3.34131
815908.0,3.53928
816063.0,3.87511
816198.0,4.39859
816493.0,6.15389
816591.0,6.4349
816620.0,6.45265
816777.0,6.16035
817097.0,5.12533
817356.0,4.58906
817770.0,4.12005
818493.0,3.74026
819838.0,3.43238
821125.0,3.30216
821561.0,3.36305
821778.0,3.54696
821893.0,3.8236
821965.0,4.18311
822022.0,4.70474
822065.0,5.34894
822111.0,6.40603
822186.0,8.73684
822221.0,9.29816
822228.0,9.31586
822262.0,8.90878
822358.0,6.09592
822403.0,5.16931
822446.0,4.59465
822489.0,4.21415
822575.0,3.77194
822718.0,3.43892
822982.0,3.21176
823669.0,3.03113
829049.0,2.5186
835151.0,1.9452
837601.0,1.61293
838988.0,1.3298
839820.0,1.0864
840583.0,0.789267
841068.0,0.592951
841234.0,0.549548
841345.0,0.539104
841456.0,0.552293
841567.0,0.598785
841660.0,0.672453
841752.0,0.786321
841856.0,0.971986
841963.0,1.23321
842102.0,1.67752
842510.0,3.21842
842539.0,3.53422
842570.0,3.96641
842581.0,4.01195
842606.0,3.82429
842634.0,3.5592
842660.0,3.50159
842816.0,3.67887
842985.0,3.73425
843293.0,3.62218
844276.0,2.98784
845259.0,2.57057
846654.0,2.21701
848683.0,1.90717
849761.0,1.82062
850059.0,1.85302
850224.0,1.94856
850313.0,2.0914
850376.0,2.31646
850416.0,2.58596
850448.0,2.95357
850472.0,3.38647
850495.0,4.00962
850525.0,5.15129
850557.0,6.51551
850577.0,7.01757
850586.0,7.08364
850602.0,6.90469
850624.0,6.18027
850668.0,4.22063
850690.0,3.49034
850716.0,2.92136
850740.0,2.57426
850763.0,2.34197
850811.0,2.06748
850858.0,1.91994
850947.0,1.78109
851112.0,1.67786
851664.0,1.57288
855405.0,1.25345
858642.0,1.05214
860366.0,1.00552
861443.0,1.03524
862198.0,1.11761
862736.0,1.24147
863059.0,1.36815
863383.0,1.5806
863571.0,1.79678
863706.0,2.05796
863787.0,2.31146
863854.0,2.6377
863908.0,3.04004
863955.0,3.5765
863994.0,4.23239
864036.0,5.24473
864098.0,7.03248
864130.0,7.56516
864139.0,7.59138
864160.0,7.41147
864190.0,6.67919
864253.0,4.60964
864290.0,3.75637
864322.0,3.25328
864354.0,2.92352
864399.0,2.64768
